"txt","offensive"
"@fvicentedasilva os avençados tinham agenda ou carteira?...","0"
"RT @newdoppelganger: @Estadao que legal esse proselitismo barato sobre muçulmanas. Vamos falar sobre mutilação vaginal também? Falta de dir _","0"
"permita-me dizer a vocês, anões jovens, o que muito provavelmente vai acontecer com sua vida caso você não se torne um normalfag, e posso adiantar pra vocês com precisão: os paus no meu cu ruins e natureza depressiva que vocês estão sentindo agora, nesse momento da vida de vocês, vão ser um grãozinho de areia comparado a o que está por vir.18~20: é nesse momento que o ensino médio acaba e você se sente um pouco livre, embora perdido como a fornicação. esse pau no meu cu de estar perdido é bastante normal nessa idade, já que é o tempo que você precisa pra se encontrar na vida, se quer fazer uma faculdade, ir logo trabalhar… ao menos é isso que sua família diz. não se enganem: enquanto vocês ficam parados em casa ou achando que só ir pra faculdade vai resolver algo, pode ter absoluta certeza que os normalfags não aguentam ficar parados em casa. eles estão procurando emprego, fazendo atividades extras, trabalhando em subempregos, fazendo contatos, a merda que for. diferente de você, eles estão se mexendo, fazendo alguma coisa, enquanto você, anão, está em casa, batendo punheta, merdapostando no chan e jogando videogame.21~23: nesse momento, assim como dos 18 aos 20, ainda existem muitos neets, talvez alguns de vocês tentaram alguma faculdade e não gostaram e saiam ou estão empurrando com a barriga, talvez você tenha arranjado seu primeiro emprego mas foi demitido ou não está conseguindo lidar bem com ele por ser muito autista. todo os normalfags nesse momento estão se formando na faculdade ou perto de se formar, alguns estão prosperando no seus empregos,ganhando seus salários mensalmente e construindo suas vidas. mas o anão padrão, nesse momento, muito provavelmente ainda não moveu um dedo se comparado com o normalfag padrão, ele percebe a própria estagnação e entra em pânico. seus pais começam a ficar preocupados, mas eles ainda estão achando que você, mesmo que tarde, ainda pode 'virar gente', mesmo com a sua alarmante falta de prepado e experiência, e principalmente, a falta de contato humano genuíno.24~26: como que todo mundo de uma hora pra outra está se casando/tendo filhos? o meme ""tfw no gf"" agora perde completamente seu significado, já que nessa idade as ninguém quer saber de namorinho, depósitos de porra procuram algo mais sério e você ainda continua com pouca ou nenhuma experiência nesse quesito. nesse momento, se você ainda não conseguiu um emprego decente ou ainda vive como um neet, pode ter absoluta certeza que muito provavelmente você vai passar o resto da sua vida trabalhando em subemprego caso você seja de classe c pra baixo e caso não passe em um bom concurso. seus pais agora perderam completamente a esperança em você e quando eles estão dentro de casa com você por perto sempre acontece aquele silêncio constrangedor, brigas e acusações são constantes, você já não aguenta mais seus pais, porém, não tem o dinheiro/experiência pra morar sozinho, sua vida vira um caos completo, você inclusive perde a atração/prazer em hobbies antigos.27~29: nesse momento, sua família tolera sua presença assim como tolera a presença de uma barata. eles te odeiam e perderam toda a esperança que tinham em você. uma década de confinamento solitário deteriorou sua memória, sua mente, seu físico, e você provavelmente desenvolveu algum problema de saúde por sentar sua bunda numa cadeira o dia inteiro ou ficar deitado o dia inteiro. você começa a regretar muitas coisas e vive com um pau no meu cu de culpa imenso. provavelmente vive a base de álcool ou remédios controlados pra aliviar a dor. nesse ponto, você nem ao menos se importa mais em arranjar uma pitanga ou até mesmo um emprego. vez ou outra você recebe uma dose de esperança que sua vida irá mudar algum dia, mas ela logo passa.30+: escuridão e caos.é isso, anões. não irei contar sobre mim porque iria ficar gigante e ninguém iria ler, mas minha vida atualmente é um inferno na terra e não desejo essa vida nem pro meu pior inimigo… espero que isso sirva de alerta pra vocês, a vida é dura e cobra uma hora ou outra, se vocês não consertarem a vida de vocês agora, vocês estarão fodidos igual a mim no futuro, eu não vejo a hora de criar coragem pra me matar. estou deixando o chan pra sempre e me senti na obrigação de criar esse post. adeus e desejo o melhor pra vocês, saiam desse site e vão fazer algo da vida enquanto há tempo. se você não suporta o quejim minas, ao menos tente funcionar dentro dessa sociedade de bosta, é melhor do que se sentir culpado o tempo inteiro e regretar cada segundo de sua vida pro resto da vida.","1"
"Calma sportinguistas, já podem respirar de alívio.
O Benfica ganhou ao Braga.
O vosso 3º lugar está quase garantido","0"
">>56502voltei do encontro. combinamos que íamos nos encontrar em um café e depois fomos beber uma cerveja. foi bem divertido, gostei dela, conversamos sobre vários assuntos, principalmente sobre psicologia, no final nós ficamos. o mais estranho é que eu contei pra outra guria que eu tinha saído pra beber e ela ficou meio putinha, pressionei e ela disse que estava estranha porque o ex dela dizia que ia pra faculdade mas ia beber, kek. não vou abrir o jogo falando que eu saí com uma guria, pelo que eu me lembre, a teoria dos pratos diz justamente isso estou meio bêbado também pra lembrar.enfim, já estou tentando escalar ir na casa dessa aí, ela mora sozinha, espero poder confirmar tudo que o livro diz, vou tentar botar tudo em prática.amanhã eu vou em uma balada com essa depósito que eu estou ficando há alguns meses e provavelmente ela irá pra minha casa. enfim, só relatando a minha jornada de matar o beta interior, se quiserem eu paro.","1"
"se continuar assim, homofóbicos não vão mais beber, nem se vestir, nem jogar ! ♥️🌈 ","0"
"sera se vocês podem manter esse video pra sempre na minha tl? por favor, obrigada 

","0"
"anões que estudam ou trabalham, vocês conseguem/conseguiram ""burlar"" o brain fog nas primeiras semanas? essa merda está atrapalhando muito meu raciocínio e fico com menos motivação ainda pra estudar, somando ao problema com os sensores dessensibilizados de dopamina. nisso, sou induzido a me voltar à pornografia, já que, em alguns dias, não consigo fazer nada bem além de vagabundar e lurkar no chan.o peculiar é que o brain fog e a motivação parecem ser muito inconsistentes no meu nofap/noporn. num dia, sou mais burro e desmotivado que uma porta; no outro, depois de uma certa hora, meio que volto a um estado de ""quase-normalidade"". no próximo o brain fog volta. talvez não estou sabendo diagnosticar bem, ou só estou fazendo alguma coisa que afaste o brain fog, mas que não sei ao certo.enfim, como os senhores lidam com os problemas de raciocínio e de desmotivação?","1"
">>30192>vadia esquarteja o próprio filho junto com a machona>culpa o pai pela alienação parental >premedita o crime>pega em flagrantekek. merdalher é mesmo lixo puro.","1"
"odeio admitir, mas não há mais sentido em casar. a maioria das mulheres estão contaminadas pelo feminismo e degeneração. não atoa mais de 50% dos casamentos terminam em divórcios.o desenvolvimento pessoal e o individualismo é são a única saída para o homem. casar é para quem quer ser corno e perder a sanidade mental.","1"
"Flamengo x Lanús no Equador. Boa ideia! https://t.co/a8FQ3vCPTk","0"
"meu feriado tá mortinho","0"
"@r1quers coragem viu","0"
"@mariavitoriacr @natzinha092 olha a sobrancelha arqueada com botox que maravilhoso, queria a minha assim","0"
"@maayspfc quando o #spfc jogar tem q colocar os refletores em destaque pra torcida o nosso único orgulho dos últimos anos, para o campo se acender uma vela iluminando eles já está bom pra eles.","0"
"aí os torcedores do barcelona morrem","0"
"RT @ly_carr: Toda vez que vejo homem comentando que toda feminista é sapatão tenho vontade de gritar no ouvido dele QUEM DERA","0"
">>36226relatando novamente.sobre produtividade e essas merdas de ficar melhor em algumas coisas e tal, pura balela. não mudou nada pra mim.qualquer mulher com uma blusa ou saia mais curta já faz meu pau ficar duro. está dificíl.","1"
"@BarbraStreisand A kiss from Brazil (um beijo da galera aqui) https://t.co/aIaxz3fB4K","0"
"eu amo demais esse garoto louis tomlinson obrigada pelos mimos james","0"
">>30092simplesmente perfeito. quando eu tiver algum tempo livre e saco, vou começar a escrever textos lacradores para defender as aberrações.estarei esperando a merda pegar real para lançar cada um deles na internet à fora.vamos ver quem tem mais criatividade para fazer textos lacradores. aposto que os anões são muito melhores que as vagabundas e os soyboys do dce:vocês estão tentando justificar suas falhas a partir do preconceito. já pararam para pensar que atrás de cada atleta trans há uma guerreira que se esforçou ao máximo e enfrentou cada tipo de adversidade para chegar onde chegou?treinem mais, se esforcem mais e aprendam a conviver com as adversidades. nos esportes há lugares para todos e qualquer tipo de preconceito jamais deverá ser tolerado.o que uma mulher precisa fazer para ser considerada mulher? seguir os padrões de beleza irreais? ter a genitália ""correta""? ganhar menos que um homem? quem sabe a solução seja chegar sempre em 8º lugar. o machismo mais perturbador, é aquele cometido pelas próprias depósitos de porra.então por que não separamos os teutões no atletismo? por que não separamos os chineses na ginástica? por que não separamos os coreanos nos e-sports? é inacreditável que em pleno século 21 ainda somos obrigados a conviver com esse tipo de preconceito. para piorar tudo, as autoras desse ódio seletivo são mulheres, esquecendo completamente o sofrimento e a dificuldade que enfrentaram para chegar onde chegaram na nossa sociedade.","1"
"abri a janela tava uma gorda no apartamento da frente olhando pra baixo e chorando, acho que caiu a empadinha dela","1"
">>59630tente usar fantasias e chegar nas piranhas fazendo alguma graça. normalmente não precisa nem dizer nada, olhe para ela e se ela olhar de volta se aproxime e já puxe pela cintura.","1"
">>60594anãozinho, escute o que um oldfag casado, com dois filhos e 37 anos nas costas tem pra dizer escute com atenção. em um, dois anos no máximo você não terá contato com essas bocetas. serão só memórias. e com o passar do tempo, perceberá que o melhor investimento nessa vida é a estabilidade financeira e a memória de muitas e boas fodas com uma variedade de vadias. depois sua energia vai diminuir um pouco e buscarás uma estabilidade de relacionamentos. portanto, aos 22 anos, o seu objetivo é se ganhar ou se preparar para ganhar dinheiro e foder vadias. me escute: não namore, não engravide ninguém. coma as 3. se puder, sugira um menage, coma cus, goze na cara, dê tapas, meta o loco. depois conquiste outras e repita o processo ad nauseam.","1"
"depois q descobri minha paixão por gloss nunca mas quis usar batom .. ","0"
">>52416>>52416qualquer farmácia tem, vai falar que tem medo de comprar? qualquer coisa é só falar que é para um amigo seu, só que ele é tímido e tem dinheiro.","1"
"trouxe uma mulher para fornicar em casa, à noite, mas sem apresentar pra minha mãe. quando cheguei, apenas avisei e fui com a garota para o meu quarto. no dia seguinte, ouvi um esporro sem precedentes, com ela dizendo que deveria ter apresentado antes, que aqui em casa não é bagunça, etc. eu compreendo a casa é dela, mas porra, será que ela não compreende!? por que ela não me deixa ser homem uma vez na vida?detalhe: moramos somente eu, ela e minha irmã.puta que pariu, /b/. na primeira vez que consegui fornicar de maneira casual, como um ""homem alfa"", experimentar a sensação de ter uma mulher sedenta, sem mil burocracias, sexo sem compromisso e de forma rápida, levo uma rasteira que me fez ficar pior do que estava antes. quando acho que estou deixando a falha, ela volta com 10x mais força. que merda.vontade de sumir.","1"
">>28848sai daqui, seu filho da puta do caralho! volte para suas redes sociais de merda, arrombado!","1"
"*jimin dançando sensualmente e sendo o homem mais gostoso do mundo*

jimin 5 segundos depois:
 ","0"
"🍯- indicando filmes da disney🍯 ","0"
"sabe aqueles lava-jatos irregulares na favela do metrô perto do maracanã? aquela galera que a prefeitura fez de tudo para tirar dali. tentou remover e multar os carros que parassem para usar o serviço. nada dava resultado. eles voltavam no dia seguinte. passei lá agora ","0"
"@gabrielcozendey oq vocês fizeram sem mim? :(","0"
"RT @reaconaria: Para a mídia o argumento que vale é 'se eu não gosto, então é Hitler'
https://t.co/Z5qbBxwYVA","0"
">18 anos>moro no interior do acre>pobre, moro em casa de madeira>sem ensino médio>sem emprego>passei arrastado no ensino fundamental>pai que não dá uma dose>mãe grelo duronão consigo ver um futuro para um cara tão ignorante como eu. eu gostaria de fugir, mas fugir para onde? não tenho lugar para ir, dinheiro e nem conhecimento. anons, me iluminem, há alguma chance de eu me dar bem se fugir assim? sempre pensei em me matar, mas eu só pensava, hoje em dia tudo está pior, tudo está pior, o castração não é mais pensado, mas sim cogitado. anons, vou tomar todos os remédios que tenho aqui qualquer dia desses, poderiam me informar qual seria a pior das hipóteses?por favor, não me sugiram coisas óbvias, pois obviamente eu já tentei ou pensei.","1"
">>62933estou em uma situação parecida com a sua, com duas diferenças: a minha é mais pucta que a sua (já fez menáge e escambau) e eu era bvirgem até conhecer ela.dois sérios agravantes, não?o que a gente sente é uma cornice retroativa. é pensar que ela já deve ter visitado tal lugar com outro cara, feito tal coisa com algum outro, falado as mesmas coisas que ela fala pra você pra tantos outros antes. é ver algum desconhecido cumprimentar vocês e pensar: ""ela já deve ter dado pra esse cara"", fingir um sorriso e cumprimentar de volta.largar ela talvez não seja solução. é possível, além de ser corno retroativo, ser um pré-corno. pare e pense por um segundo: a sua futura namorada provavelmente está transando com o atual ficante/namorado dela neste exato momento. isso se ela não tiver girando em cinco rolas nababescas ao mesmo tempo, sendo mais vadia que a sua atual jamais foi. e talvez você nunca saiba. ninguém está limpo nesse mundo.e se acontecesse de você realmente acabar pegando alguém inexperiente, essa pessoa provavelmente teria curiosidade em saber como é estar com alguém além de você. você trocaria o ciúme passado por um certo ciúme presente. não há escapatória.não há escapatória pois o problema não está na vadiagem das vadias, mas sim na nossa própria insegurança.o caso é que não faz o menor sentido competir com quem já perdeu. se ela quisesse estar dando pra qualquer um dos outros caras que não você, ela com certeza estaria. mas por algum motivo você está levando a preferência. você está ganhando de alguma forma.não tenho soluções ou conselhos pra dar, mas quero fazer duas perguntas: ela vale a pena o preço que você está pagando?você tem fé?se sim pras duas, amigo, apenas siga o teu destino. é muito fácil ficar pensando ""se x fosse diferente, as coisas seriam melhor"", mas a verdade é que talvez, só talvez, elas realmente não fossem. existem muitas coisas que estão fora do nosso controle. talvez você já esteja na sua melhor timeline.","1"
"RT @Arigfeijo: Ver homossexuais, não faz ninguém homossexual. Assim, as crianças não ficam preconceituosas e vão respeitar a orientação sex _","0"
"se você precisa lembrar de alguém de quem você não consegue refutar uma só linha p/ não se sentir um merda, é sinal _ https://t.co/GfIK7knI5N","1"
"@anapntes @valehomossexual então achar gorda feia é falta de autoestima? Ataaaa","1"
"RT @oautentico3: Lamarca foi tentar correr atrás do #blocosovietico, não teve pique pra acompanhar e 'morreu' no meio do caminho https://t. _","1"
">>63608>>63609nunca tinha reparado nela, mas na sexta à noite vi ela na faculdade. parece mais gorda do que nas picas, o formato do rosto dela também não me agrada. mas, é aquilo, se fosse para meter em um dia qualquer, iria. não quero que meus amigos saibam que eu estou de papinho com a gordinha, simplesmente não acho legal, a real é que eu tenho vergonha dela. enfiar meu pau ali, entre quatro paredes, ok. agora ficar de papinho, sorriso forçado e cumprimentos, acho desgostante. jamais faria isso independente do meu nível de carência.","1"
">>59170sou manlet, mas não o quotado. posso confirmar que ser mais alto que as depósitos é um pré-requisito para mais de 90% da população feminina querer transar com você.infelizmente as piores falhas são impossíveis de serem consertadas. a idade para tomar gh já passou. uso aquelas palmilhas mas mesmo assim é muito artificial e a cirurgia além de cara não é feita por nenhuma clínica no brasil. aos demais anões, busquem resolver suas inseguranças, seja com cirurgias, puxando ferro ou até com auto ajuda. mesmo que as depósitos não venham, muitos sonham com uma sensação boa de se sentir atraente e em casos como o da altura isso não tem solução.","1"
"@ibrags isso é doideira. Os sírios-libaneses quando vieram pra cá não receberam 1% das benesses desses refugiados, mas agradeciam","1"
">>59112hack é uma merda. e se você está fazendo abdutora, por que não faz adutora também?","1"
"Uma vez qdo era criança  eu tava no drive do Mc e um garoto pediu um lanche
Meu pai disse: Não não, se não depois vc não almoça!","0"
"RT @rpsantos1970: Já nada nos pára! Estamos juntos! @PNR 
#Portugal #RenovarPortugal https://t.co/9JCCA3QpwZ","0"
">>57283tenho essa dúvida.>>57291vá malhar. você está com déficit de massa muscular.","1"
"como deixar de ser um average guy? puta que pariu, eu não sei fazer nada, não tenho habilidade para nada, não tenho nenhum hobbie.nem sei porque estou vivendo.nem lutar na legião estrangeira eu posso por ter o joelho fodido. o conceito de homem beta faz todo o sentido, é um cara mediano que não agrega valor nenhum. não quero morrer assim, puta que pariu!","1"
"meu cabelo tá maravilho hj e em função disso eu to me sentindo maravilhosa também 

dias d glória","0"
"temos algum anão gago aqui? eu lido com isso a minha vida inteira, e todo dia eu penso em desistir de tudo. como que eu não consigo fazer uma coisa tão básica que é se comunicar?eu não consigo nem pedir informações ou pedir algo em um restaurante sem gaguejar. é horrível ficar com a boca aberta esperando sair algum som, as pessoas valorizam menos a tua opinião e não preciso nem falar que você não tem autoridade nenhuma, pessoas rindo de você e imitando você falando. eu não aguento mais, anões, eu só queria que isso tivesse um fim.","1"
"meu amigo quer te pegar — bum né ","0"
"@luccasalvim @mcbretas sem polícia sem vandalismo!?","0"
"@itsmabizao Tem q ser muito capacho de ideologia para apoiar uma cultura q apedreja e açoita mulheres só porque a e _ https://t.co/TXnzhtq7at","1"
"vsf eu","0"
">>59180>quer apresentar o chan para namoradinha>frequenta o /magali/você é o câncer que mata o chan e envergonha essa tábua.","1"
"RT @ativismodesofa: #EuParo pq feminicídios ainda são noticiados com chamadas que dizem 'por amor', 'por ciúme' ou 'crime passional'. O cer _","0"
"cara eu acordei pra ser socada na cara","0"
">>30216boa noite, anão.você é um bom anão. educado e entendedor do que diz.eu já fiz os mesmos questionamentos. ainda faço em outras áreas da vida. mas sou a favor dos antidepressivos. tomo para o toc, há uns 10 anos. eles melhoram muito minha vida.sua preocupação com o real e o artificial é legítima. tenho sentido isso em outras esferas. por exemplo, na tecnologia. estou assistindo black mirror e aquilo realmente me toca. as conexões interpessoais, hoje em dia, estão em um nível muito elevado. frequentemente, isso não é saudável.as coisas mais comuns em restaurantes e praças de alimentação são pessoas juntas numa mesa sem conversar, cada uma usando seu celular. isso não me parece bom.mas não critico isso por ser algo artificial, e sim por ser algo excessivo. pense nos video games. se você joga video game com os amigos, está interagindo, está conversando com eles. os video games são apenas uma diversão, como a tv. ver tv com a família também me parece uma coisa boa.video game e tv, em maior ou menor grau, também são simulações, coisas artificiais, tecnológicas, científicas, como o cancro, o (acho que há um bloqueio nessa palavra; por isso o ponto) e os antidepressivos.na medida certa, tudo isso é bom. amores se iniciam pelo cancro. pessoas que moram sozinhas mantêm calor humano com o ?avalio o seguinte: a vida já é artificial. por incrível que pareça, em torno de 1900 (há pouco mais de 100 anos), a expectativa de vida mundial era de cerca de 34 anos. pelo google você confirma isso rapidamente. eu já tenho mais do que isso. se vivesse nessa época, provavelmente estaria morto.imagine se você nunca tivesse tomado remédios, se só comesse coisas da natureza…enfim, a vida já é dependente da química, dependente de artifícios.inúmeras doenças, como hipertensão e diabetes, exigem medicação contínua. as doenças psiquiátricas são apenas um tipo dentre várias. nós nascemos com química cerebral diferente, o que piora nossas vidas. se temos um meio científico para melhorar isso, por que não adotá-lo?a filosofia, conforme o enfoque, pode justificar e valorizar os antidepressivos. refiro-me, principalmente, ao denominado ""utilitarismo"". como todas as filosofias, tem os seus críticos. mas é uma ética matemática, portanto próxima da natureza. pelo utilitarismo, a melhor coisa é aquela que traz mais bem estar ao maior número de pessoas. os antidepressivos fazem isso: trazem bem estar, no mínimo, a quem os toma.com eles, eu também me tornei um marido melhor, um filho melhor e um profissional melhor.por fim, anão, se black mirror mostra coisas artificiais feias (por serem excessivas), sugiro um filme que mostra coisas artificiais belas: vanilla sky. faltando uns 30 minutos para o fim do filme, há um plot twist, e você pode perceber isso: a beleza que se encontra em coisas artificiais.bom, anão… é isso. sua preocupação é legítima. mas avalie também essas razões que expus. podem ser importantes para sua vida. :3","1"
"eu não sou porra nenhuma. mas nazbol é uma ideologia interessante, mas lá na eurásia.","1"
"Nosso livro tá com 20% de desconto na @saraiva! Não percam! https://t.co/qHHp7SMH7t via @saraiva","0"
"light é isso ","0"
">>63578>>63580nos falamos hoje, ela veio pegar algumas coisas aqui em casa. eu mal conseguia olhar na cara dela, e ela chorou horrores pedindo para voltar e essas coisas. nada foi falado sobre os socos, mas a marca no rosto dela estava bastante roxa, ela falou para mãe que tinha sido no vôlei. quando ela tentou falar sobre a traição, eu não sei o que aconteceu, mas eu senti vontade de enfiar a faca na barriga dela e abrir até as tripas dela cairem. só me imaginava esganando a filha da puta com as minhas mãos enquanto furava ela com a porra da faca até sentir a alma dela saindo do corpo. mas apenas falei que não tinha mais o que fazer, ela jogou tudo fora e eu não quero caralho nenhum mais. antes dela sair ela falou que tinha esquecido algo no quarto, nisso ela foi lá e aproveitou para mijar. quando eu entro no quarto, a filha da puta tava levantando do vaso, eu não sei o que aconteceu em mim mas eu fiquei com uma puta vontade de fuder ela ali mesmo. cheguei perto e dei um abraço, ela ficou confusa e etc, mas nessa altura do campeonato eu estava nem ai mais, saquei o meninão para fora e mandei ela pegar, nisso ela falou que não ia e eu meio que dei uma forçada. ai ela ficou nervosa e tal, disse que não queria esse tipo de coisa pois não tinha clima para isso, foi ai que tive mais vontade ainda de enfiar a rola nessa desgraçada, pelo menos ia dar uma gozada final, joguei ela na cama e empurrei, só ouvia a putinha chorando. dei uma cuspida e comecei a por assim mesmo, que se foda, só não consegui muito pois ela começou a chorar compulsivamente, ai tirei e gozei no chão, depois mandei ela vazar de vez.","1"
">>62885negócio é comer puta e jogar video game. essa board é um lixo porque o foco dela é o maior lixo de todos: merdalher.","1"
"menos o meu ","0"
"aproveitando o assunto, e talvez essa seja uma alternativa para o op.estou pensando em comprar algum curso de pua, anões. estou tentado a cair na pescaria de comprar cursos de pickup online, mas não sei como chegar em mulheres - simplesmente fico pensando demais no que falar e acabo nunca indo nelas. como mudar a minha mentalidade? como tomar coragem de me aproximar e dar um fim na ansiedade? posso dizer que recebo bons olhares na rua, e faço academia também, há 3 meses. como melhorar minha situação?","1"
"ela é feia.","1"
"1° dia: meu celular foi hackeado.
2° dia: as mensagens são falsas.
3° dia:  minhas conversas estão dentro da lei.
4° dia: não tenho nada a esconder. pode publicar.
5° dia: as conversas foram adulteradas.
6° dia: apaguei as mensagens.

ai vem o 
😂😂😂","0"
"gente a gay tem que levar ban das donas do plataforma","0"
"acho que o anão médio é mais burro do que eu imaginava… se vocês derem um pouco de zoom, irão notar que a criadora do post sobre pensão é uma tiazona que tem cara de ter mais de 55 anos na lata enrugada dela. ou seja, essa pensão é pensão do falecido esposo dela e não uma pensão devido à um divórcio, porque a pensão alimentícia como estamos acostumados é dada devido a presença dos frutos da relação conjugal do casal (o que pode ser facilmente resolvida tendo a guarda compartilhada).","1"
"os anões que fazem no-fap tem algum objetivo, digo, tem algum tempo definido de no-fap, algum planejamento?eu planejo ficar um mês de no-fap para quebrar o vício em masturbação e depois fapar semanalmente. o que acham? será que terei benefícios?","1"
">não ame a si mesmoentão estou feito. depois de mais de um mês trancado no quarto refletindo eu cheguei à conclusão de que o meu maior problema é exatamente o ódio que eu tenho por mim mesmo.","1"
">>27403escutem esse cara. a liberalização sexual acabou com a garantia que cada beta teria sua depósito. agora a vez é dos alphas. seu próximo objetivo é entrar para os 20% melhores dos homens para ter uma vida decente. vire um alpha físico, arranje alguma carreira, faça algo. se destaque socialmente. entre num monk mode se for preciso. não descanse até chegar lá. digo que com 30 anos a idade começa a chegar, e todas as fodas não dadas no passado serão contabilizadas. cada decisão errada vai te morder lá na frente. você tem um compromisso com você mesmo do futuro.  a parte de virar um alpha físico é a mais fácil. entre numa smartfit da vida e siga um programa starting strength e coma muita proteína. isso já vai te dar uma ajuda. lembre-se, você não precisa ser perfeito, apenas estar entre os top 20%, ou 10% se quiser mais segurança. tenha uma renda decente. não sei como vai fazer isso. eu fiz concurso. era o incentivo racional para mim.  arranje o que vai funcionar por você. ninguém dá uma foda pra seus idealismos. consegue por comida na mesa e gasolina no carro? isso é o que importa. e vá pro mundo. saia, procure saber o que as pessoas fazem e aprender por observação. fiquei por 20 e poucos anos no computador e era bem limitado na inteligência social. é uma habilidade que qualquer um que usa chans provavelmente tem que desenvolver urgentemente. debater sobre a degeneração é inútil se não fizer algo de concreto para sobreviver na sociedade distópica que se desenha.","1"
"RT @erickdau: Polícia militar acaba de dar tiro de pistola pra cima. Ninguém me contou, eu vi. https://t.co/ogbg21NlQ3","0"
"na moral mulher guando e burra não tem jeito","1"
"@Ijunqsouza @PastorMalafaia Homossexualismo é doença. Não devia existir. Primeiro fazem acreditar que é normal, natural, depois incentivam..","1"
"@linknpacto você prefere que eu te explique didaticamente ou te rache?","1"
"o melhor da putapill é poder transar com uma depósito de porra, atraente ainda por cima, sendo você mesmo.para transar com uma civil, se você não for naturalmente um macho alfa agressivo e dominante, é necessário fingir ser uma pessoa que você não é. através de demonstrações verbais e não-verbais de dominância, da humilhação ritual de homens inferiores e outras maneiras de se mostrar alto status você se coloca de forma que seja atraente. acontece que eu não sirvo para isso. eu não tenho interesse em fingir ter uma personalidade que não é a minha, eu não tenho interesse em mascarar meus paus no meu cu para parecer menos fraco e emocionalmente frágil. por isso civis têm nojo de mim. prostitutas são diferentes. prostitutas estão tão acostumadas com clientes violentos, agressivos e estúpidos que quando veem um homem sensível e carinhoso elas dão valor. se eu pedisse para uma pitanga para eu deitar no colo dela e ela fazer cafuné em mim, ela sentiria nojo de mim e me trocaria imediatamente por um traficante que a espancasse durante o dota, mas a prostituta entende e aceita. com a prostituta você pode chorar a morte de sua mãe sem medo que ela vai ver nisso uma demonstração de betice e te largar por um bombado tatuado, com a prostituta você pode ser você mesmo e ainda assim transar. prostitutas são superiores.","1"
"@laurinha16_ prêmios mtv miaw chegou levantando poeira. #colanorolê ","0"
"@lumineerspreve faz pra miiiim","0"
"pq punheta 💦 faz bem !!! ","0"
