"txt","offensive"
"o glenn greenwald eh a propria personificaçao daquele meme da mente expandindo","0"
"«a beleza começa no momento que você decide ser você mesma» ✨
 salão de cabeleireiro mundo das crespas 💆🏽‍♀️💇🏾‍♀️
i'm my own boss ✊🏾🤘🏾 ","0"
"eu não tenho estrutura pra essa porra. estou a 1 ano solteiro e comecei a ler o livro a um mês, logo fui aplicar a teoria dos pratos junto com o basico do game, os resultados foram medianos principalmente porque não tenho muito campo de aplicação. bem, dentre as mulheres que foquei uma em especial era meu objetivo principal, vamos chama-la de r, e apesar de todas as recomendações do autor de não ter a uma-ite, nesse caso foi inevitável, principalmente porque ela deu todos os sinais de que estava interessada e porque é muito acima da media comparada as outras. bem, hoje estava preparando o terreno para semana que vem chegar, no entanto, depois de conversarmos na faculgado fiz o mesmo caminho que ela a distância e descobri que ela tem um namorado, meua migo, minha decepção não tem parâmetros, como pode a vagabunda não mencionar o namorado em meses que a conheço e semanas de conversas mais sérias? e como era de suspeitar é um cara feio, mais velho e provavelmente provedor. como eu disse, eu não tenho estrutura pra isso, apesar de não ser feio, não sou nenhum descoladão e sou pobre, a r é uma mulher que apesar de morar bem e ter gostos refinados é muito simples e tem gostos semelhantes aos meus, então julguei que seria possível uma intimidade. mas a realidade bateu a porta e eu não sei lidar com isso. não acho que ela trairia o namorado e agora parece que ela só estava mesmo sendo simpática comigo por atenção. em pensar que hoje mesmo, depois disso uma mulher interessante ficou me encarando depois de eu ter iniciado uma converasa banal sem nenhuma pretenção e eu não tomei nenhuma atitude. agora percebo que todos os outros pratos que estava girando eram em função da r, e nenhum deles faz mais sentido agora. não tenho estrutura pra isso.","1"
"his name is diavolo ","0"
"Infelizmente isto não vai lá com petições. Os imbecis que promulgaram tal aberração têm a faca e o queijo na mão e _ https://t.co/JTaQDCXnAw","0"
">>61801porra, anão, a vida é feita de sacrifícios. se você acha que é tão importante viver sua juventude, vai fundo, cara. tem 4 bilhões de bocetas pelo mundo. se a sua prioridade é a família e o casamento, então porque você não pode começar a viver isso agora? apenas para alimentar seu ego de que você precisa transar muito. você precisa tomar uma decisão do que é mais importante para você, teu tempo tá acabando e esse seu medo do arrependimento já está até te fazendo querer se churrascar. faça cagadas o quanto quiser, mas você não pode se arrepender delas.","1"
"franciele vicente? — passo kkkk ","0"
"jéssica no melhor clube do mundo de futebol feminino? mais orgulhosa ? impossível","0"
"@yoongidaily_ ah te amoo 🤧💜💜","0"
">>59586…não, depósitos fazem isso porque dá menos cara de vilão pra elas e porque betas que nem o anão original muitas vezes não aguentam ouvir que elas não querem mais nada com ele. o fator de ""não sou o vilão"" é o que leva a maioria das meias-atitudes e babaquices em geral, na verdade, e o fator ""não aceito a rejeição"" é desculpa comum dos casos de homem matando mulher. claro que existem vadias que fazem isso somente pra terem um círculo de betas paparicando, mas a maioria das mulheres não faz isso com a intenção de escravizar. é muito mais lógico elas seguirem os dois primeiros fatores ao invés desse terceiro.","1"
"quem começa um relacionamento com depósito que não é virgem é corno e numale.imagine aí, você andando com sua pitanga de mãos dadas na rua e um playboy comentar com um amigo do lado que já passou a rola nela?e seus amigos, que possivelmente já comeram e viram todo o corpo nu de sua depósito de porra, mas escondem isso de você a todo custo?e sua depósito, que quando encontra algum amigo seu que ela já deu a buceta, faz aquela troca de olhares que você desconfia mas não faz nem ideia do que se passa?e sua depósito, que quando está andando com você na rua e vê alguém que ela já deu a buceta, começa a lembrar do pau dele que é maior que o seu?e aquele ex-namorado dela, que comia ela de todas as formas possíveis, que ela diz que é um amigo ou primo?depósito de porra que não é virgem é para consumo, aprendam isso.","1"
"@nctsmtown_127 príncipe de osaka my #teenchoice for #choiceinternationalartist is @nctsmtown_127","0"
"nem fiquei bêbada ontem/hoje 😭","0"
"RT @JessedosSanto18: @marisa_lobo Gostei do vídeo que você fez sobre a Disney.Você tem todo o meu apoio.Deus te abençoe e te guarde!","0"
"PRENDAM ESSA PSICOPATA!!! https://t.co/NaAFWT0GjC","0"
"hoje no ponto verde","0"
"eu amo essa mulher","0"
"Tem tanta sapatão bonita em SP que da ate vontade de ficar por aqui mesmo","0"
"SUSPEITEI, UM SÓ NÃO SUPORTARIA TANTA DECEPÇÃO @felipeneto","0"
"@carol_moura13 @RitaBranco02 opa, que fufas tratem se","0"
"a mãe da katy perry vendo a composição de i kissed a girl
","0"
"eu estava na mesma situação que o op (só que tenho 20 anos). eu ""me aperfeiçoei"" (looksmax para os mais sabidos), mas não consegui sair tanto assim do buraco. o problema é que eu estava começando a ser atraente pras mulheres, mas sempre tinha alguma coisa que fodia com tudo e me fazia voltar a estaca zero. vou citar cada merda que houve com cada garota que eu ""quase consegui"" algo com:>ela tinha 14 anos>eu não tinha dinheiro pra pegar ônibus e estar com ela toda semana>percebi que ela me olhava muito e tive a estúpida ideia de conversar com o amigo gay dela ao invés disso, o viado também me queria então fez de tudo pra que eu desistisse de pegar ela pra pegar ele ao invés disso, no final das contas fiquei foi sem ninguém>fui com muita sede ao pote quando uma garota disse que queria vir aqui pra ver um filme sozinha comigo, e comecei a falar várias coisas sexualmente sugestivas pra ela, o que me fez parecer um desesperado/psicopata e então ela logo me bloqueoutem mais… porém, é impossível lembrar de tudo. lembrando que cada > é uma garota diferente.enfim, preferi me dedicar mais a minha carreira (estou bastante atrasado quanto a isso, ainda não consegui meu primeiro emprego e nunca nem cheguei perto de fazer algo relacionado a estudar pra um vestibular/concurso). quando eu conseguir pelo menos meu carro e meu lugar próprio, penso em voltar a me aventurar nessa vida de profitações.","1"
"@reasalvagni @srdeabo bicho, não volto mais pra apple nem fodendo","1"
"@carollgoulart1 qual é da fita?","0"
"Eu arroto mesmo pq quem engole gás é judeu","1"
"carbolithium é realmente eficaz para tratar o transtorno bipolar?eu estou tomando 1200g. diários, 600 de manhã e 600 de noite, mais ainda assim, tenho episodios de mania e depressão muito frequentemente. há algo de errado com isso?","1"
"Dar risada de si mesmo: @homemdeverdade ! Rir das cagadas alheias melhor ainda ...","0"
"Veto de Imigração É Uma das Ordens Mais Populares de Trump Até Agora' https://t.co/Rp8cH71KfH","0"
">>27194>falando mal do nacional-socialismo>rejeitando críticas ao neoliberalismo>valorizando os euavocê que é um corno de merda. o anão mais repugnante que me respondeu nessa thread.","1"
"você faz suas tatuagens com o diego q tem o studio em cima do sarará? — exato ","0"
"Feliz seja o dia da mulherada, feia ou bonita, magra ou gorda, todas as mulheres merecem respeito. #QuartaDetremuraSDV","0"
">>26824>na época de mises ser um social-democrata é diferente do sentido que possui hoje.sim, social-democratas eram mais para esquerda do que são hoje.>antes socialistas e social-democratas eram inimigos mortaissim, mas isso não fazia os social-democratas serem de direita, a racha entre comunistas e social-democratas se originou da apoio dos segundos a ww1 e a um conflito teórico, os social-democratas acreditavam que o capitalismo não estava suficientemente desenvolvido para uma revolução, mas ambos tinham o mesmo objetivo, isso só muda com a grande depressão e a ascensão do keynesianismo, por isso a minha dúvida se mises realmente se definiu como social-democrata em vida.>ele considerava que o estado devia tomar conta de algumas atividades como exército e saúde,isso não define um social-democrata, nem hoje nem na época de mises.> mas lógico que não achava que a carga tributária deveria ser 50% do pib (como também não existia nenhum país próximo disso).olha, nunca procurei muito sobre, mas a julgar pelos dados com o que eu me deparo as vezes, é bem possível, por exemplo, se eu me lembro bem as taxas alfandegárias americanas já chegaram a 50% no começo do século xx.>a ideia atual de análise econômica em se considerar todas as variáveis possíveis nasceu de bastiat e de say (outro queridinho dos libertários). a lei de mercados de say (considerada até hoje irrefutável) é diretamente oriunda dos ensinamentos de ambos, mesmo apenas um deles tendo a formulado.assim como a ética, a epistemologia e dialética dos antigos gregos ainda são conceitos usados até hoje, mas não é o que define a filosofia moderna como tal, entende? o que define a economia moderna como ""economia moderna"", ou seja o que a difere das outras escolas de pensamento econômico que vieram antes, é a síntese neoclássica.>isso daí é mais uma questão de filosofia, possível de debates longos e sem conclusão. eu mesmo nunca me aprofundei nisso. se focar nisso é uma estratégia que socialistas usavam para descartar mises e não ter que discutir sobre as ideias palpáveis dele.a questão é a praxeologia é usada como uma metodologia nos escritos de mises, todos o que ele escreveu se pauta na ideia da ação humana, mas eu também não posso desacreditar a praxeologia ou o pragmatismo econômico, ambos tem criticas um sobre o outro e infelizmente nessa eu vou ter que ficar em cima do muro.","1"
"@neirocanbatch @anitaradcliff seguindo","0"
"@shitsokey seguiu-me esse e um de 'fufas do porto' ontem e eu só pensei que fosse uma brincadeira mas não, levam essa merda a sério","1"
"Tchau gayzada!
Tchau Campinas!
#PartiuSp","0"
"recomendo este canal para quem quer aprender sobre a coreia, e fugir das mentiras de propaganda ://?v=p9wirfabifm","1"
"O Facebook caiu justo agora que eu ia compartilhar aquela imagem pra doar 0,056442 centavos pra um coral de crianças mudas sem cabelo","1"
"Hoje eu fui paquerado no trânsito","0"
"queria ser uma modelo da victoria's secret mas infelizmente sou feia e gorda","1"
">>63148pica relatada, fica na parte de cima. meua amigo, mova sua língua de maneira frenética para todos os lados possíveis: diagonal, horizontalmente, pra cima e pra baixo, em círculos e o caralho de quatro. mas não se atenha a apenas isso, embora seja o que deve tomar mais o seu tempo. lamba a buceta toda, dê beijos, etc. mas antes, faça toda aquelas pré-liminares beijando o pescoço, a barriga, as coxas pra deixar ela bem excitada. dependendo da depósito, não vai durar 5 minutos com seu pau dentro dela para a fazer gozar. espero ter ajudado.  desculpe se expliquei demais, não estou te subestimando, mas estou considerando que você seja bvirgem.","1"
"RT @XerequinhaC: Burra é a mulher que vira piranha pra provocar ex..","1"
"eu e ela ","0"
"@wswrcq @pinpinguilherme quem","0"
"@caracawelki mas acho que daria muito certo, sério, nem que o hazard caía pra direita sla","0"
"todo mundo avisou que ia dar merda, mas o brasileiro não quer nem saber, teimoso pra um caralho. foi igual essa história de escalar o gabriel jesus.eu tô é rachando o bico com a merda toda que tá dando, o pior de tudo é saber que a galera nem aprender com isso vai, é só ver a história política do brasil pra ver que não tem como entrar na cabeça da galera que a gente precisa de um presidente e não um salvador. vai dar 2022 e todo mundo vai correr que nem jaguatirica com fome atrás do novo herói da pátria e vai dar a mesma merda.","1"
"RT @PAULOPARMM: Petista bacana é petista em cana. #LulaNaCadeia https://t.co/HFox7PYTb5","1"
"maluco descobriu ontem a dialética do poder, perco meus lados","1"
"capacitação com os bolsistas pró-acadêmicos ligados aos núcleos de pesquisas e aos programas de pós-graduação #ufrr #prppg ","0"
"quero só um bolo de chocolate","0"
"@abstrusivo heueheueheu eu fiquei achando que o branco era arroz tb mas não faço ideia (e olha que gosto de açaí)","0"
"aproveitando o assunto, e talvez essa seja uma alternativa para o op.estou pensando em comprar algum curso de pua, anões. estou tentado a cair na pescaria de comprar cursos de pickup online, mas não sei como chegar em mulheres - simplesmente fico pensando demais no que falar e acabo nunca indo nelas. como mudar a minha mentalidade? como tomar coragem de me aproximar e dar um fim na ansiedade? posso dizer que recebo bons olhares na rua, e faço academia também, há 3 meses. como melhorar minha situação?","1"
"as forças malignas da esquerda estão tentando dominar minha mente O QUE TA ACONTECENDO","0"
">>27298tudo isso se deve apesar do protecionismo e não por causa dele.japão começou a se industrializar depois da segunda guerra atraindo capital e empresas principalmente americanas (o exato oposto de nacionalismo). depois que já tinha suas próprias empresas estavam fortes já na década de 60, o mercado foi fechado (e ainda assim é menos fechado que do brasil). coreia idem, mas contou com japão e eua.brasil é um país que provou diversas vezes com maestria que não adianta praticar protecionismo e deixar o mercado totalmente burocratizado. mesma coisa união soviética e leste europeu (ou você conhece algum sistema mais fechado que o comunismo?)quer exemplos de países recentes com mercado completamente aberto e que se desenvolveram? hong kong, cingapura, austrália, nova zelândia, praticaram políticas protecionistas quase nulas durante todo seu desenvolvimento e possuem empresas competitivas no cenário internacional. pela lógica a china é protecionista porque exporta mais, certo? mas não é. china é extremamente aberta para entrada de capital estrangeiro e também de produtos (a tarifa de importação chinesa e menor que a brasileira e americana, por exemplo).aprenda o básico: não há como deixar uma empresa nacional eficiente e competitiva garantindo uma reserva de mercado para ela. quanto mais protegida, mais ela tende a ser ineficiente. vide a política petista de campeões nacionais que se mostrou um completo fracasso.quer copiar o japão? excelente. então preocupe-se primeiramente em reformar todo o sistema tributário e jurídico para atrair empresas de ponta do planeta inteiro. depois de uma ou duas décadas assim, pode fechar o mercado nacional (mas continuar desburocratizado internamente) e você provavelmente você irá ter um resultado parecido com japão e coreia.","1"
"eu não sou porra nenhuma. mas nazbol é uma ideologia interessante, mas lá na eurásia.","1"
"Por favor nunca seja o branco https://t.co/fj1CCi6QSj","1"
"estou apaixonado por uma puta. pelo menos ela mora em outra estado, caso contrário estaria gastando dinheiro todo mês.fui otário. >inb4: ela só quer o seu dinheiro eu sei, mas a maldita não sai da minha cabeça.","1"
"o quão difícil é manter uma amizade colorida sem se apaixonar, anões? desde o começo do ano comecei a conversar com uma antiga conhecida minha da época da escola e, há aproximadamente 4 meses, nós nos falamos todos os dias pelo oqueapp. é a primeira vez que eu passo tanto tempo conversando diariamente com alguém que eu não convivo pessoalmente, e em pouco tempo nos tornamos bem amigos. inclusive, ela já me disse que me vê como um ""melhor amigo"" e nós dois nos sentimos como se nos conhecessemos há anos, apesar de não ter nem 6 meses que começamos a falar.pois bem, há cerca de 2 meses começamos a ficar, e as coisas ficaram um pouco diferentes, pelo menos pra mim. comecei a sentir ciúmes dela e a pensar na possibilidade de um relacionamento sério. antes, ela comentava quando saía com alguém, nós conversávamos sobre e eu até dizia o que tinha achado dele, e agora quando ela diz que ficou a fim de alguém, eu já sinto ciúmes. ela inclusive sabe que sinto ciúmes dela, e até pouco tempo atrás também dizia sentir o mesmo por mim. sobre a questão do relacionamento sério, há alguns dias eu cometi o infeliz erro de comentar que ela é alguém que eu namoraria e, que se um dia eu namorar alguém, eu espero me dar tão bem com a pessoa quanto eu me dou com ela. ela já disse que, por conta de problemas de depressão, ela seria um fardo e um problema na minha vida caso começássemos a namorar. no início eu cogitei a possibilidade disso ser só uma desculpa para evitar algo sério, mas agora acredito que ela realmente pense assim. eu discordo, mas consigo ver o porquê dela pensar deste modo. ocasionalmente ela tem alguma crise e, mesmo nós sendo só amigos, eu fico chateado quando a vejo mal.como moramos longe, costumamos sair só duas ou três vez por mês e, além de ficar, costumamos fazer algumas coisas mais ""de casal"", como dormir abraçados ou andar de mãos dadas. quando saímos, costumamos conversar por horas e falamos sobre praticamente qualquer assunto. inclusive, ela já conhece a minha mãe e eu a dela.apesar de cogitar a possibilidade de namoro, eu já cheguei a conclusão que o melhor para nós dois seria se só mantivéssemos o que já temos, ou seja, se tivéssemos só uma amizade colorida mesmo. porém, não sei se terei a frieza emocional para isto. estou pensando em conversar abertamente sobre isso com ela na próxima vez que nos encontrarmos. eu gosto bastante dela, seja como amiga ou ficante, e eu não queria que deixássemos de nos falar simplesmente por algum problema meu de imaturidade emocional. tudo isso se torna mais difícil pra mim porque ela é bem mais experiente que eu, apesar de ser mais nova. não vou me aprofundar neste ponto, mas ela é tão ""experiente"" que tenho certeza que a maior parte dos anões me chamaria de corno simplesmente por pensar em ter algo sério. porém, como eu tenho muita dificuldade para me sentir tão à vontade com alguém, estaria até mesmo disposto a tentar não me importar com isso, na medida do possível.","1"
"eu smp quis ter esse dog, taoo lindo","0"
"eu amo demais esse garoto louis tomlinson obrigada pelos mimos james","0"
"Bem Os Paises Socialistas São Angola, Cuba, Venezuela e Coreia Do Norte @prof_igor_hist Quer Dizer Que Não São Ditaduras Militante Petista ?","0"
"Só falta dizer que Angola não é nossa... ONDE ESTÁ O PATRIOTISMO CARALHO https://t.co/ixOzMvV6zY","0"
"Também o Barreiro terá uma candidatura do PNR @rpsantos1970 https://t.co/QGSfThJw1x#Barreiro #Portugal _ https://t.co/7LabEYTfIZ","0"
"era só eu fazendo umas comprinhas","0"
"RT @edmilsonpapo10: Só canalhas desocupados exigem inutilidades como essa...
Aliás, o Rio sempre sai na frente quando o assunto são canalha _","1"
"não existe isso de “amizade vmin” o que existe aí é uma coisa só, o universo pegou e falou “vmin vai ser uma coisa só, só que irei dividir em dois” e assim nasceram o jimin e o tae então se tu ama um tu automaticamente ama o outro e esse vídeo é perfeito ♡","0"
"reverenciem o nosso salvador, jesus. ","0"
"será cabrito!! 😂😂😂 ","0"
"não gosto se ver ngm mal, pode ser a pior pessoa do mundo q vou querer ajudar, nmrl.","0"
"bolsonaro reecontra gerson, amigo de infância, em eldorado 

 ","0"
"sobre desistir de relacionamentos.tenho 23 anos e só namorei uma vez. foi de março de 2017 até abril do ano passado. um verdadeiro inferno. tirando algumas poucas coisas boas aqui e ali, a relação foi uma total merda. era fodendo estresse o tempo todo, ela era explosiva e, por ser meu primeiro namoro, não sabia lidar com isso. não há como realmente expressar o quão estressante foi pra mim, então, resumirei assim: no meio do estresse todo, acabei perdendo 5kg. sim, pois é.vez por outra eu dou uma olhada no fio ""manual da pitanga"" e é foda como eu vejo anões estressados, cheio de problemas em seus relacionamentos. então, me pergunto: será que estar em um relacionamento, ter alguém, deveria mesmo ser visto como algo melhor do que estar sozinho?não só aqui no chan, mas vejo casos irl de caras estressados com seus relacionamentos, pelo mais diversos motivos: medo de ser pai, ciúmes, insegurança, etc, etc, etc. a lista é grande.sabe, dia desses eu estava com minha família no shopping. no meio do pessoal, estava a namorada do meu primo. caras, do fodendo nada, ela ficou com uma cara de cu e aborrecida. a depósito estava ótima e rindo e do nada mudou de comportamento. meu primo, com toda razão, ficou puto e perguntou o que tinha acontecido. ela, pra deixá-lo mais louco ainda, manda um ""nada"". então tive que ver meu primo tentar descobrir o que fez sua pitanga ficar aborrecida. sinceramente, eu me senti feliz por não estar naquela situação. imagina, estar se divertindo com a família no shopping e, minutos depois, ter que ser psicólogo de depósito? isso é uma merda, anões. é uma merda, e eu sei como é, pois, eu vivi isso.enfim, minha dúvida é: será que precisamos tanto assim de alguém? no começo é tudo perfeitinho, mas depois vem o inferno. alguém aqui vive um relacionamento muito bom, com poucos problemas? se sim, por favor, respondam essa thread. não estou dizendo que nunca mais devemos namorar, mas, sabe, eu não entendo pessoas que acham horrível estarem sozinhas e que sentem uma puta necessidade de estarem em um relacionamento.será que meu único e primeiro namoro foi algo tão traumático e agora não consigo ver uma vida à dois de outra forma?","1"
"@leoportela_ @assembleiamg @toniobernardini vc é um retrocesso pra minas gerais.","0"
"por 4 vezes já entrou em contato ,conduz o assunto como se fosse marcar ,depois fica enrolando com fotos ,músicas e tal. sempre o mesmo roteiro .até que vê não dá em nada ,some.
hoje manda msg ,feriado as 8:30 da manhã eu tinha na frente 67 msg para responder ,pra que isso. ","0"
"osório o centauro dos pampasmagnifica biografia escrita por gustavo barroso em homenagem ao lendário general osório das tropas imperiais do brasil, conhecido como visconde e marques do herval, herói da guerra da tríplice aliança, patrono da arma de cavalaria do exército brasileiro (1962) e político atuante no império brasileiro. obra obrigatória a todos nacionalistas, pois nos mostra a face de um homem honrado que lutou e atuou por seu país.a exemplo da famosa frase em homenagem ao general osório ditada pelo general olinto pilar: ""amante da lei, respeitador intransigente da autoridade civil, sua espada invicta jamais fora desembainhada senão da defesa do sagrado dever."", assim como lendas e mitos. livro raríssimo escrito por gustavo b://, desde os tempos remotos até os tempos modernos.livro obrigatório a todo ://","1"
"tay fez um verdadeiro hino pop e gay ao mesmo tempo.","0"
"José Alberto Carvalho à conversa com @jpintocoelho60, ontem, no encontro de jornalistas. https://t.co/zzHvRDiOJZ","0"
">>29433marxistas foram tão geniais que ao mesmo tempo foram muito burros. destruíram a família e deixaram as merdalheres dependendo totalmente do estado.até aí, ok. só que o mundo não está se encaminhando pro comunismo global e sim para um capitalismo cyberpunk.as que mais se foderam foram as merdalheres, kek. até quando seus planos dão certo, seus objetivos dão errado. puro lulz.","1"
">>27352>criminoso era um servente de pedreiro desempregado>mora a 700km do local>preso com dois celulares>na busca e apreensão acham mais dois celulares e dois notebooks na pensão em que ele estava>foi militante do psol por oito anos>assim que foi preso, quatro advogados emergem das profundezas do inferno pra defender o cara, inclusive um que defendeu um comparsa do goleiro bruno e que definitivamente não é um advogado baratosegundo a globo news, não foi nem um atentado, foi apenas um ""incidente"", e o ""acusado"" é apenas um louquinho aleatório que fez aquilo impulsivamente. ah, e as redes sociais dele só >implicariam que ele está descontente com a classe política ""em geral"". nem uma palavra sobre o monte de lula livre e marielle presunto nos posts e fotos dele.","1"
">>58788é por essas e outras que eu evito relacionamentos como a praga kek.rodar pratos é bem melhor.os anões tem que se ligar que mulher é muito menos frágil do que pensam. dos dois sexos, o que mais se recupera rápido de um relacionamento e move em frente 90% dos casos é a mulher. esse negócio que vocês pensam que ela vai se matar ou tem problemas e tal, é puro drama e manipulação emocional por parte dela em cima de vocês justamente pra não a largarem.descargas emocionais, bipolaridade, entre outros, são simplesmente mecanismos dela pra prender vocês no relacionamento até ela arranjar outro parceiro melhor.tirando sua família (se forem próximos), nenhum anão deveria se sacrificar por outra pessoa… especialmente depósitos cheias de problemas emocionais que não agregam nenhum pingo de valor e ainda por cima atrasa a vida do cara.","1"
">>6252529 dias. quase lá. mas está foda, cheguei num ponto que acabo indo procurando fotos de traps de fio dental. fode não. só queria ter uma libido normal.","1"
"só tive uma mulher que eu realmente gostei. ela estudava na minha sala, conversava comigo as vezes. fui me aproximando mais e mais, até que chegou o dia em que nós realmente viramos amigos. demorou um ano para que algo realmente rolasse entre nós, um dia ela veio até minha casa e nós ficamos ouvindo system of a down no meu computador, isso até chegar a hora que nós começamos a se pegar. depois daquilo a minha betice começou a bater forte, não tive coragem de avançar e pedir pra beijá-la outra vez. ficamos só na conversa até o dia em que por influência de amigos decidi me afastar sorrateiramente dela, voltando a conversar há alguns meses. desde aquele dia não fiquei com outra depósito.ela está namorando hoje em dia. mas me chamou pra sair um dia desses e tentou me beijar, mas evitei para não arranjar problemas. até hoje eu me arrependo de não ter tentado nada mais, parece que o medo impossibilitou que algo entre nós rolasse. a nossa amizade era tão pura, eu realmente gostava de ir na casa dela e ficar a tarde inteira brincando. ela tinha uma ótima relação com a minha mãe, tanto como a mãe dela adorava quando eu a visitava. eu desperdicei várias chances em minha vida por conta do medo, e é algo que eu não vou conseguir lidar tão cedo. ela me convidou pra sair essa semana outra vez, o que fez esses sentimentos se reacenderem. vou me iludir outra vez.","1"
"@StalinBurrinho @RachelSherazade Parabéns as mulheres de direita..que não roubam o país, a petrobras e os aposentad _ https://t.co/FJDVGjLsUV","1"
"@juancosta473 @YouTube Oxi.... hauhauha e o que tem a ver ? quer dizer que nao acontece isso mais ???","1"
"RT @jpintocoelho60: Nomes não faltam: vigaristas, corruptos, aldrabões, assassinos, vendidos, traidores, pedófilos, aberrações...
#25Abril _","1"
"Vamos para rua contra a Ideologia de Gênero.Parabéns Peru. https://t.co/pWMrBPy9x5","0"
"SE CHEGA NESSE CBLOL E GRITAR 'VAGINA' 
18% COMEÇA A CHORAR, 25% SAI CORRENDO E 57% NEM SABEM O QUE É. #CBLOL","1"
"@edmilsonpapo10 @reinaldoazevedo 
Reinaldo Azevedo morreu quando mandou Sergio Moro ir 'catar coquinho'.
https://t.co/BZvFDjFGtL","0"
">>52408cheio de merda essa imagem aí hein. soja? vai pesquisar, caralho.","1"
"@kelvinxxs @naosalvo logo hoje","0"
">>23181rascistas de merda saiam do meu vhschan","1"
"algum anão poderia indicar livros falando sobre o ira? tenho certo apreço pelo grupo e tô cansado de sempre ler a mesma porcariada ~muh assassinos de inocentes~.","1"
"RT @honeyandthings: @Curate_Angola aposto que se esses adolescentes tivessem lidado com essa situação desde pequenos não o fariam","0"
"light é isso ","0"
