"txt","offensive"
">>60182perfeita observação, anão.o fato é que tocar um instrumento musical com o objetivo puro e simples de ""pegar depósitos"" é simplesmente desgostante. você, caro anão, será apenas mais um nerd mediano que sabe fazer algum barulho com timbre.aprenda a tocar apenas se gostar da porra, é isso que separa os poucos músicos encantadores anônimos dos pseudo dexcolados babacas e barulhentosagora pense na seguinte situação: madrugada, quase fim da festinha, quase todos já um pouco bêbados, música ambiente cada vez mais baixa, aleatória e sem importância. você despretensiosamente pega seu violão no porta malas do seu carro, senta calmamente e começa a tocar uma bela obra de arte, por exemplo ""poema"" de n matogrosso, ""segundo sol"" da c eller ou qualquer merda do legião urbana… desde que bem tocada/cantada qualquer música minimamente bela tende a funcionar como um imã de depósitos, principalmente em situações parecidas com essa. um violão na minha mãe é uma arma extremamente poderosa, já na mão de um amigo que ""toca para pegar depósitos"" é um desastre total.mas atente-se, eu tenho um bom emprego, um bom carro, moro só e toco violão com paixão e esmero. não seja uma projeção pífia da imagem que espera de si mesmo.depósitos em geral não se importam se você toca violão, cavaquinho ou chocalho. o que importa é, a partir do momento em que entra em contato com seu instrumento, você exalar auto confiança, envolvimento, sensualidade natural.","1"
"~ Ai, fiz 1 piada sexista e machista mas não sou nada disso, vc que é burra e não tem senso de humor ~ FELIZ DIA DA MULHER","1"
"o senador @renancalheiros perguntou ao depoente @sf_moro se ele ainda apoia as 10 medidas de combate à corrupção entregues por seu colega @deltanmd ao congresso. mas moro disse q ñ lembra delas. moro tem uma memória, realmente, muito ruim. sua única lembrança fixa é @lulaoficial.","0"
"RT @ritocca: Quem é a favor da criação do Dia Nacional do Orgulho Heterossexual - popularmente falando Dia do Hétero - diga EU.","1"
"Como é que o Marcelo deixou passar esta oportunidade única para convidar o @realDonaldTrump a dar um mergulho na praia da Costa Nova? SAD...","0"
"hm kkk bjs","0"
"atualização: aprendi a fazer notas de rodapé linkadas. tá ficando do caralho. assim que tiver net eu posto o progresso e volto a traduzir.>>55158elas ficam incomodadas porque nessa idade estão começando a apodrecer enquanto o homem está no seu ápice. são as famosas táticas pra envergonhar os homens a ""fazerem a coisa certa"".","1"
"anões venho relatar um acontecimento recente, no caso ocorreu ontem. após 2 anos de namoro, que teve fim ano passado, acabei marcando de encontra uma mulher que era da mesma faculdade que eu, a principio não tinha nada certo, se iríamos ficar, eu botei isso na minha cabeça, mas minha carência foi mais forte. saindo da minha aula, almocei e disse que ia encontra lá no lugar marcado, ela disse que já estava lá, na biblioteca da universidade no caso, chegando lá nos falamos, e ela disse que precisava os livros, depois disse que ia lanchar pois não tinha almoçado, fomos até a lanchonete iniciamos nossa interação, até ai tudo bem, conversamos sobre a faculdade e coisas do tipo, até que ela resolveu ir para uma área do campos que é tipo uma praça, onde os estudantes ficam depois das aulas no campus, isso por volta das 15hrs. aqui começa o problema, quando estava conhecendo mais a fundo ela, nessa mesma praça onde estávamos sentados na grama, chegou 3 amigos viados, que ela conhecia, do qual me interromperam, e me deixaram extremamente desconfortável, após 45 minutos deles atrapalhadas, disse que minha garrafa de agua tinha esvaziado, sim sou gymbicha, e disse pra ela me acompanhar até os bebedouros que ficavam no prédio onde ela tem aula, naquele momento estava vazio. nesse momento aconteceu algo curioso, enquanto ela enchia nossas garrafas ela me olhou durante 10s nos olhos, senti que deveria ter beijado ela ali, me arrependeria profundamente de não ter feito isso depois.aqui tudo começou a dar errado. já ia fazer 2h que estávamos batendo um papo, e se moderadamente ela estava se divertindo. até que eu autistei e perguntei, se ela não achou que fossemos ficar, já ai ela fez uma cara de nervosismo, e começou a ficar desconfortável, não sei se era timidez, ou coisa do tipo, acredito que sim, sempre que eu me aproximava mais dela ela ficava mexendo a perna de maneira compulsiva. ela disse que não, que não veio para isso, e não agora, essas coisas, porém ela foi dando uma desculpa atrás da outra e gaguejando, e até disse que tava num lance com outra pessoa, por isso não queria. ali eu já percebi a merda que aconteceu, que eu provoquei, ela se retraiu e eu acabei dizendo que ia embora, então ela disse que era pra eu mandar mensagem para nós continuarmos a conversar. voltei para a casa como um falho e destruído emocionalmente, pois realmente acabei criando expectativa, e pela primeira vez conheci uma mulher interessante, que gosta das mesmas coisas que eu. hoje acordei muito mal, por isso, sim eu sei, não deveria. mandei mensagem para ela, respondendo uma coisa que ela tinha me perguntando, ela responde de maneira seca, faço uma pergunta, ela responde normalmente, mando mais uma no meio do dia, logo após voltar da academia, até agora ela ficou várias vezes online, sim eu conferi, e não me responde, além de da primeira respostas ter ignorado minha pergunta se na quarta ela ia esta pelo campus. estou triste com isso anões, ela era tão legal e bonitinha, meu problema não é sexo, pois posso tê-lo, pagando ou não, a real é que realmente estava meio apaixonado por ela, agora ela está muito diferente de antes, sempre respondia rápido e sempre falava mais que eu.o que devo fazer anões? como devo seguir? na quarta eu devo chama-lá novamente? e se ela não aceitar ou ignorar, quer dizer que eu joguei tudo pelo ralo? como pode uma porra dessa, ela estava tão interessada e de repente, não está mais, estou triste anões. ;-;","1"
"segundo esse 'jênio' doutrinado por professor militante ateísta esquerdista, o Cristianismo é a religião que mais o _ https://t.co/AnTkEpVvuz","1"
"RT @__ana__silva__: @o__ferreira Volta para a tua terra","1"
"Da mesma forma q eu enfio o pau em algumas pessoas (mulheres) e outras não (homens). Chama-se: escolha pessoal e vt _ https://t.co/kC758QQaq8","1"
">>61885>com medo de competir com um único homem por uma boceta>quer competir com toda força policialmeu paixão…","1"
"Guionista do SNL faz piada acerca do filho do Trump na sua conta pessoal do Twitter é despedida e obrigada a pedir desculpa.
'Liberdade'","0"
"ainda pode ser precoce fazer uma avaliação mais aprofundada baseada em poucas coisas que você disse mas pude notar duas coisas: uma aparente mania de perseguição e uma autoestima elevada. parece contraditório já que mania de perseguição decorre da baixa autoestima que é quando a pessoa se acha objeto de todo tipo de crítica. mas quando você diz ""não costumo me rebaixar a moral pútrida das pessoas"" ou ""fazer você ser um câncer igual a tudo e a todos que você odeia e despreza"", aparenta o fato de você se achar especial demais para manter relações com outros indivíduos. talvez você esteja num conflito interno tentando superar a baixa autoestima com uma falsa sensação de superioridade. sei disso porque meu irmão passou por isso e quase se fudeu numa depressão.enfim, sugiro que procure imediatamente um especialista que pode ser um psicólogo ou psiquiatra para apontar corretamente por onde você deve andar. inclusive mania de perseguição é um dos sintoma de esquizofrenia. o importante é que você se reconheça como uma pessoa que necessita de cuidados médicos.","1"
"deem-me bons motivos para não churrascar.cheguei a um ponto de minha vida em que eu simplesmente não quero porra nenhuma com nada. estou no ensino superior, mas estudo apenas porque quero pelo menos terminar algo na minha vida; porém, não tenho pretensão de trabalhar na área. aliás, não tenho nem pretensão de trabalhar.morar na casa dos pais me tornou praticamente um neet, é fato. porém, não é como se eu fosse capaz de reunir forças pra ir pra longe de casa - o conforto do cafofo de papai e mamãe me transformou em um crianção mimado. não é como se eu gostasse dos meus pais, porém - eu os odeio, especialmente meu pai que foi uma pessoa extremamente abusiva e irresponsável como pai. eu apenas parasito do dinheiro deles.até na faculdade, minha patética falta de vontade de fazer as coisas me atrapalha. deixo de fazer exercícios, trabalhos e afins, sempre estudo na véspera das provas (ou chego de surpresa no dia da prova). a única coisa que me salva é meu interesse pelas disciplinas - o que não ajuda nada em matérias chatas que todo curso do ensino superior obviamente tem.é patético, eu sei. mas isso é apenas mais motivo para eu pensar que mereço um fim desses. sempre fui uma pessoa incapaz de conseguir as coisas sozinho; desde pequeno nunca tive muita força de vontade. a quantidade de sonhos pelos quais nunca nem comecei a trabalhar é enorme, e a quantidade de sonhos dos quais desisti não é pequena. e de fato isso é papo de adolescente que não saiu da porra do casulo, mas eu quero mais é que se foda o que eu sou.e há mais motivos pra eu achar que mereço um churrasco. por exemplo, tenho certos transtornos sexuais… digamos que eu sou viciado em café prensado. nem preciso dizer as implicações disso; uma vez passei dos limites e cheguei a fazer coisas que não devia.a cada dia, meu emocional se deteriora cada vez mais. crises de ansiedade e depressão se tornam cada vez mais comuns no meu dia a dia. e isso alimenta minha total avolição e letargia, o que só me faz me sentir pior. até pra jogar videogame eu tenho preguiça.já me recomendaram esportes sim. eu já tentei todo tipo de esporte… natação, musculação, ginástica, dança, artes marciais, yoga, pilates, corrida, ciclismo… todo esporte que eu tento praticar rapidamente torna-se enjoativo e estressante. quando estou me exercitando, eu simplesmente fico olhando pro relógio e querendo ir pra casa logo.sim, eu faço terapias. fiz psicoterapia por 6 anos seguidos, vou ao psiquiatra e tomo medicações diárias. mas sinto que nada disso pode me ajudar, apenas eu poderia me tirar desse buraco, mas eu não sou capaz. sinto-me preso em um ciclo eterno de sofrimento sem sentido e que nada nesse mundo pode me tirar dele, exceto pela morte.nem mencionei a questão amorosa, até porque já desisti de tentar arranjar uma pitanga ou até uma depósito. não tenho saco e nem habilidades pra isso, apesar de querer. tentei por meses me contentar com uma namorada imaginária, mas isso tem seus limites. e ir a um prostíbulo está fora de cogitação - vejo o sexo como uma forma de se conectar a sua parceira, e procurar uma puta seria pra mim como bater uma, ou pior - se apaixonar pela puta.em suma, não tenho direção ou sentido na vida; minha vida se resume a uma via crucis pela completa escuridão, com um monte de gente me dizendo que eu sou capaz e que vou conseguir enquanto um penhasco está logo à frente e eu nem posso vê-lo.há alguma fórmula secreta que poderia me tirar dessa situação? ou o monóxido de carbono seria de fato o ideal para mim?","1"
"anões, estive pensando muito sobre as eleições desse ano ultimamente, inicialmente eu queria apenas votar em branco mas agora estou pensando seriamente em votar no bolsonaro. no começo eu resistia a essa ideia por ele ser (((liberal))), porém, ultimamente me parece que a eleição dele pode vir a ser uma coisa boa, ele tem sim algumas ideias que de fato são boas(fim do desarmamento e militarização de escolas públicas) e mesmo se ele não conseguir realizar nenhuma das reformas que ele quer por conta de resistência da câmara, pelo menos isso vai engatilhar a esquerda e diminuir a crença do gado na democracia. apesar disso eu ainda estou bem indeciso, gostaria que me esclarecessem os benefícios/malefícios de sua vitória nas eleições.","1"
"Olha a explosãooo qdo a Portugal chegar o Islão https://t.co/nrVDE1TI8a","1"
"@edmilsonpapo10 @reinaldoazevedo 
Reinaldo Azevedo morreu quando mandou Sergio Moro ir 'catar coquinho'.
https://t.co/BZvFDjFGtL","0"
">28 anos, quase 29>casado>emprego medíocre, 1300 petróleras >já comecei e tranquei duas faculdades, estou na terceira>não tenho ânimo para estudar e nem trabalhar, me atraso constantemente>viciado em sexo, masturbação, pornografia…>moro com os paislevava uma vida relativamente medíocre, até começar esse curso. não estou conseguindo estudar, meu desempenho na faculdade é vergonhoso e no meu trabalho piorou. estou começando a ficar muito frustrado e isso tem me desanimado mais ainda. não me vejo fazendo nada ""grande"" no futuro, não tenho realmente gosto por nada. a única coisa que eu gostaria, seria uma casinha afastada das pessoas, num mato.","1"
">>61688é, tem razão, acho que vou fazer isso mesmo, o que complica é que ela a única pessoa com quem eu conversava, minha única interação, acho que é mais por isso que sinto essa sensação estranha, medo de ficar sozinho novamente depois de tanto tempo e a curto prazo não ter nada para distrair a minha mente, talvez focar nos estudos e começar uma academia seja uma boa.>baixe o foguinhocara, sei lá, acho que não sou tudo isso para o foguinho, sou um pardo com sobrepeso e que não tem nada a agregar em nada, tenho de melhorar muito para tentar algo no foguinho.>>61692não foi bem ela ""ela que escolheu"", acho que no fundo ela queria voltar, tanto que por vezes deixava meio que implícito essa situação, penso que como ela é carente pra caralho, então deve ter encontrado alguém com a fala mansa e que terminou a conquistando, ao menos eu suponho. eu não sei o que sinto por ela, talvez eu realmente nem goste realmente dela e seja só medo de ficar sozinho e de repente não conseguir arranjar alguém em um curto espaço de tempo, só queria mesmo tirar essa sensação ruim de dentro de mim.","1"
">>53389eu acho que vi o seu fio lá no >>>tr, digo que no mundo existe pessoas que possam te ajudar em todos ou algumas formas, de forma direta ou indireta, com intenção de te ajudar ou pra te prejudicar. a primeira coisa que você pode começar por agora e arrumar o que é possível e arquitetar formas para arrumar outras pendências num futuro, no caso começa na sua cabeça: analisar se você é realmente trans, se é possível jogar isso pra debaixo do tapete da sociedade, logo depois qual é o tipo de pessoas que te interessam, para amizade e algo amoroso, tenho vocação em qual área, se tenho dons de beleza ou entretenimento, gosta de serviço braçal, gosta de interação com o público, etc… faz essas perguntas para si mesmo para dar um rumo para a sua vida, pode ser um mini-conselho na tua cabeça para consolidar naquilo que escolher e a partir daí e arrumar o exterior.escolhe os seus amigos/pitangos por afinidade. quanto mais afinidade, mais consolidada será a amizade e episódios como o do ""eu te odeio"" será esporádicos nas possibilidades de serem ditas, se você se dar o respeito acima, os outros darão também.>sem contar que minha melhor amiga é uma degenerada que já espalhou mil e uma mentiras sobre mim. algumas, absolutamente repugnantes.depois você escolhe uma pessoa dessa como ""melhor amiga"", reveja o conceito de amizades. a maioria das pessoas caem com paraquedas, portanto paciência e escolhe as mais fieis para estarem perto de você, não precisa dividir o dia-a-dia com elas. >a pessoa que eu achava que iria me tirar dessa merda toda e me dar uma esperança, por ser a primeira pessoa que eu tive um relacionamento (virtual) acabou fodendo minha vida em níveis imensuráveis, porque os pais dele me colocaram na delegacia por acusação de pedofilia.dá de acordo com que a pessoa possa aceitar. chuto que ele tenha uns 14 anos pelo seu relato e pela comida de rabo que os pais dele deram em você, tenta ser verdadeiro para sair deste processo que é cansativo e bola pra frente, aprendendo com estes erros e nunca aceita as migalhas e enganações que algumas pessoas querem te dar.tome aqui esse pai de família, recomendo:","1"
"@JornalNoticias @FelisbelaLopes 
E quais os limites da prepotência do #CarteldaComunicaçãoSocial, da censura arbitrária e da discriminação?","0"
">>20893>>20901dando um ""update"" sobre as medicações. peguei o efeito ""reboot"" da fluoxetina e tomando cerca de 20mg diários, só estava recebendo os efeitos colaterais do medicamento, no caso era coceira nas pernas e a alegria dos meses relatados foram embora.o médico me receitou o risperidona, ouvindo vozes e vultos que era infestação espiritual mas como não tinha ele na rede pública de imediato preferi o haloperidol e consequentemente recebi o biperideno. durante um tempo usei o haloperidol mas me dava tremedeira, resolvi tentar o risperidona. durante um mês de migração eu os medicamentos eu tive ataques de pânico e achava que iria desmaiar ou morrer. com o risperidona, ficava inválido encima da cama e sem coragem de fazer porra nenhuma o dia todo, por isso eu larguei de ir no psiquiatra e de querer tomar antipsicótico. mais adiante eu fui no clínico por ter ocorrido um acidente e pedi uma receita de um antidepressivo para acabar a minha mania de beber frequentemente (continuo bebendo casualmente ate hoje), a médica me receitou o oxalato de escitalopram, que tento seguir fielmente e pego a receita quando vou me consultar a cada dois meses na ubs, o efeito marcante dele e que diminui a minha ansiedade e abaixa a minha líbido sexual, ficando semanas sem querer me masturbar.parte do problema foi solucionado quando comecei em mandar quem me atrasava para a pqp e me distanciar deste tipo de pessoas tóxicas.","1"
"@vivicfonsecarg kit eh embaçado","0"
"@joovila11 exato, também pra ver se a conversa não morre logo ali haha","0"
"bailey todo galã cantando 
o josh cantando concentrado 
e o noah um nene com o sorriso perfeito amo um video ","0"
"Não vejo a hora da gorda feia da Roberta rala","1"
"RT @NoutraCoisa: Namoradas que hoje não queiram sexo em vez da desculpa da dor de cabeça vestem uma camisola do Ederson. Não entra nada.","1"
">>58959aqui.>>58961revi a mensagem e peço desculpas caso tenha parecido meio babaca, não foi a intenção, porém ficou estranho.a minha experiência pessoal com esse tipo de coisa é que a expressão de vontade por parte das mulheres simplesmente é um aviso prévio. e nisto me refiro a mulheres que me envolvi e simplesmente conhecidas. é complicado controlar mulher, elas tendem a fazer anyway. em todo caso, se vocês tem uma relação baseada na confiança, então show de bola.>>58958also não esqueça minha questão, por favor.","1"
"meu cabelo tá maravilho hj e em função disso eu to me sentindo maravilhosa também 

dias d glória","0"
"gente pq vcs homens demoram tanto para amadurecer? kkkkkkk","0"
"deve ser foda namorar uma evangélica, vc manda um sms todo fofo dizendo 'Advinha quem te ama?' e ela responde 'Jesus Cristo'","1"
"Esta senhora está completamente obcecada pelo Trump.
Haverá alguma explicação freudiana? 
@fcancio
#ForçaTrump https://t.co/5SFjTYzgDx","0"
"lookismo é real. há a´té um impasse entre os lookistas sobre a teoria ter algumas exceções, como essas que sempre são forçadas no chan. eu ainda fico imaginando que a minha vez vai chegar, alguma garota bonita iria se interessar por mim. é uma oportunidade remota, mas minha mente ainda me faz acreditar nisso. como deixar de ser tão ingênuo?","1"
"sera se vocês podem manter esse video pra sempre na minha tl? por favor, obrigada 

","0"
"anões, há algum problema em tomar creatina assim que começar a treinar?também tenho dúvidas quanto a treinar apenas uma vez por semana (horário que tenho disponível até novembro), enquanto suplemento com creatina antes de cada treino. o quão proveitoso seria isso? dá pra ter algum ganho?obviamente, treinarei apenas em casa.","1"
"Eu tô inconformada, chorando, como pude ser tão burra? Sempre pensei que a Solange do aviões era mulher do Xand. Não vou conseguir superar","0"
">>58155>é pedir para dar merda?claro. se ela quisesse dar para você, seria menos problemático. se ela não quer, fazer uma investida é pedir para ser dedurado.>>58159>quero curtir um pouco antes se possívelqual a relação entre não comer a namorada e curtir um pouco antes? curtir o quê?","1"
"caralho, não sei se eu estudo bioquímica ou a!","0"
"eu amo demais esse garoto louis tomlinson obrigada pelos mimos james","0"
"'Provocador de extrema direita.'
Já defender socialismo em pleno século XXI é equilibro e sensatez, jamais extremi _ https://t.co/a1kOipHeRU","0"
">>62227depósito de porra só liga se você for criminoso caso seja feio. lembre-se que elas não tem lealdade ao grupo.","1"
"o álbum novo do dead fish tá com um lírico tão pesado e político, e com um instrumental tão punk que meu deus, que coisinha maravilhosa. 😍","0"
"#aquário muita coisa ainda está por vir, muita coisa ainda vai mudar.","0"
"BIBLÍA NÃO AUTORIZADA .RETRATA GÊNESIS, A CRIAÇÃO DIVINA ,COMO PIADA. 
A Bíblia INFANTIL EM QUADRINHOS cheios de... https://t.co/3ag40L3tM8","0"
"obrigado pela redpill no /b/, anões.apesar de banido, gosto de como os anões jogam na cara algumas verdades inconvenientes que o gado evita expor por medo do politicamente correto ou para parecer amigo de todo mundo.","1"
"@mariavitoriacr @natzinha092 olha a sobrancelha arqueada com botox que maravilhoso, queria a minha assim","0"
"eu nem sei o que dizer. estou trabalhando em um lugar onde trabalham seis outras mulheres e um viado. só tem outro homem além de mim. é impressionante a quantidade de bluepill que se ouve nesse tipo de ambiente, o que acaba por me afastar um pouco dos outros. o pior é que isso não aparece só na hora de conversas sobre política, mas sim em qualquer momento. do nada eu ouço um ""homem só faz merda"", ou ""macho oprime então vou oprimir também"" totalmente gratuito, e fico olhando perplexo com a falta de respeito dessa geração. o pior é que esses dias eu respondi algo em troco e uma das mulheres literalmente questionou sobre minha experiência sexual recente tá em falta, né?. vocês conseguem imaginar um homem chegando em uma mulher e falando ""tá de tpm, né?"" sem dar um auê do caralho? pois é. enfim, não sei se isso vale a pena ser lido, mas quis tirar do peito.","1"
"RT @ly_carr: Toda vez que vejo homem comentando que toda feminista é sapatão tenho vontade de gritar no ouvido dele QUEM DERA","0"
"bolsonaro acaba de cometer o crime de homofobia, diz david miranda ","0"
"HOMEM FEMINISTO:
NÃO DEFENDE A ESPOSA
CHEIO DE TATUAGI
MOVIDO A MACONHA E PÓ
DIVIDE A MULHER COM OS PARCERO
DEPRESSIVO
O LEGÍTIMO CORNÃO","1"
"@pqppiress amém !!!","0"
"@psol50 @glauber_braga meus queridos, deixem eu os explicar como funciona, se o bolsonaro autorizasse isso as empresas áreas iam aumentar o valor da passagem, e como consequência aí sim ninguém ia conseguir usar os aviões, afinal as empresas não iam sair perdendo.","0"
">>11994>cursando medicinameua migo, lembro de um gordinho que era uns dois anos mais novo que eu no colégio.>falho>nerd>gordo>tímido>bvirgem>passou em medicina.>início do primeiro semestre>encontrei ele numa calourada de cursos da área de saúde menos medicina>enfermagem>fisioterapia>esses cursos de médicos frustrados>gordinho sentado numa roda>a roda inteira em pé conversando>só ele e mais uma depósito sentados>ele com o copo na mão>cara de perdido>careca>calçando o mestrecorrida da olympicus>só escutando as conversas>cara de quem queria ir embora jogar tibia>chega uma parda >senta no colo dele>""você passou em segundo, né? vi sua foto no outdoor do colégio"">é…>5 minutos depois ele estava pegando a pardinha>10 minutos depois ele leva ela pro matomeua migo.tatue na testa que cursa medicina e enjoe o status.","1"
"acabou a porta do bar mitzvah, vou tentar traduzir isso mais rapidamente. also, vou fazer uma versão pdf para fácil impressão com um prefácio breve estimulando a impressão e divulgação dessa porra por aí. penso em deixar alguns em banheiros masculinos de locais públicos e faculdades.","1"
">>36075>normalmente eu já recebo olhadas na rua, mas após o meu terceiro dia em nofap, a quantidade de mulheres que ficavam me olhando no trabalho/ônibus aumentou de forma absurda, a ponto de eu me sentir bem desconfortável. parece até macumba, é foda mesmo.","1"
"anões, como ter coragem de por foto no perfil do cancro ou outra merda do tipo como o foguinho e pardoo?tenho muita vergonha de postar fotos minhas.não me acho feio, só sinto muita vergonha mesmo e não sei como tirar foto, tento tirar ""selfie"", sinto até desgosto dessa palavra, mas acabo apagando.e também como não saio de casa, não tenho um ""cenário"" bacana eu acho.alguma idéia?","1"
"Não importa se e feia ou bonita gorda ou magra toda mina deve ser respeitada..","0"
"o que é necessário para o homem:>ter um emprego bom que pague bem>ter um corpo escultural, fit>ser inteligente>saber sobre cultura, arte, literatura e filosofia>ter boa dicção>ter boas feições, no padrão ""high"" no lookism>saber cozinhar, tocar algum instrumento musical e falar 3 idiomas fluentemente>ser divertido, alegre>ter pau com no mínimo 16cmo que é necessário para uma depósito de porra>ter bocetaser depósito de porra é viver a vida no easy mode.","1"
">>46311eu sinceramente acho que chupar bem um pau deve ser mais foda que chupar buceta. falo isso porque já tive meu falo sugado e é impressionante como umas chupam mal pra caralho e como umas chupam tão bem.esses dias eu peguei uma que sem eu pedir sem avisar fazia garganta profunda, chupava normal e dava umas 2, 3 até o talo, bicho, essa mulher era uma máquina, me fazia gozar em poucos minutos.","1"
"A @crfjaque prova: não importa se Jair não é preconceituoso. É apenas + 1a q se enquadra na moda atual de difama-lo _ https://t.co/W67nzOsYsn","1"
"ela é tão rara, que mesmo você achando que ela foi embora ali ela permaneceu só pra te esperar 🌿🍷 em são carlos, brazil ","0"
"RT @quencassandra: fala da tua squad —_ um bando de fufas muito queridas <333 https://t.co/rA9YQ35HtJ","1"
">é saudável eu estar ciente disso?sim, é, e justamente por estar ciente você tem que correr atrás de um maxxing pessoal. mas não se esqueça que há sempre alguém melhor que você, mas isso não anula seu potencial ou suas conquistas. aprenda a dar valor a si mesmo.>será que a longo prazo isso não pode me danificar?sim e não. depende de você dar fodas ou não. você pode conseguir sexo de primeira com uma mulher mais bonita que ela, por exemplo. mulheres são seres confusos. por ser uma parda favelada, ela valorize bens materiais ou corpo, mas uma de classe média pode ter gostos diversos (aí vai depender do nicho, dos gostos, das preferências, etc.)sugiro ir adquirindo experiência e tacando cada vez mais o foda-se. haverá rejeição e haverá lucro, como em tudo na vida. descolados experientes já tomaram muitos ""não"" por aí, e foram aprendendo com o tempo, pois profitar exige traquejo e experiência.","1"
