text,hatespeech
"Caio- “chama geral! Não tem hora pra acabar, to sozinho msm. Qm quiser beijar, beija. Qm quiser fuder, fode. Só não pode destruir a casa” 

KKKKKKKKKKKKK É isso, irmãos. Resenha vai fluir",1
rt @user quem vem? tô com o pau durão aqui 🔥😈 https://t.co/rtkviytne0,1
"rt @user ""fe"" kk https://t.co/p5kjvpxdbw",0
"tô pra ver uma raça mais chata que torcedor do fortal*za, puta que pariu, nunca vi gente tão incomodada com o time alheio, ai dento porra",1
pq toda sapatão chama a namorada de my person?,0
talvez eu quisesquero,0
"@user a inauguração foi um sucesso, o povo ovacionou o bolsonaro. o recalque deve estar grande.",0
"@user claro, ela tem o cu.preso",1
"negativo!
viado fica!",1
"seleção brasileira de vôlei ganhou carai, aaaaaaa amo",1
mary shelley come meu cu por favor,1
"@user eu era mais intelectual que as outras crianças e não via youtuber de mine babaca
https://t.co/kkrhud157p",1
"⚠️⚠️ ALERTA DE SORTEIO RELÂMPAGO ⚠️⚠️
.
.
O São Paulo anunciou a contratação de Daniel Alves. O craque vestirá a 10 do tricolor paulista.
.
Pensando nisso o @user traz mais uma SUPER PROMOÇÃO: camisas do SPFC com PERSONALIZAÇÃO ""DANIEL ALVES/Nº10"" SAINDO GRATUITAMENTE!! https://t.co/OrpOYpjVkt",0
@user vai se fuder,1
então agr não pode mais gostar de raça negra pq eh moda? é q vocês sabem os gostos musicais de todo mundo né.. vão toma no cu,1
"@user mas ele é tão bonito e parecia inteligente, mas pelo visto é burro como uma porta, ai mo vou morrer sozinha",1
@user porra jp !!! até vcs ???,0
se fudeu babaca,1
@user @user parece q eres sordo aparte de gordo.,1
"@user em araraquara, capital mundial da laranja !!!",0
vivemos em um país em que levamos xingão e somos humilhados por pedir aula do nosso professor,0
vamo ganhar essa porra caraaaaaaiiiii,0
"uma coisa q eu fico puta eh qnd digo prazer em conhecer alguem e a a pessoa me responde com ""satisfação,prazer vem depois"" block na fudida",1
rt @user meu ccat não ta de enfeite porra https://t.co/qumks3pcjg,0
@user @user si fudeu 😂 o nosso presidente foi muito bem recebido https://t.co/24m4rfll5f,1
me paga um boquete? 😮 — not https://t.co/vqxtq5ezrv,1
caralho ross será que tem como vc ficar mais insuportável do que já eh???????,1
medo de colocar um piercing no septo e ficar feio mas também é só tirar depois,0
mano eu só moro com gente preguiçosa inutil que nao move um musculo pra fazer uma porra de uma minima coisa.,1
to inconformada q minha pele ta um cu! idai q eu n como coisa saudável?? eu faço skincare era pra ela ta igual pele de bebê q saco,1
"onde talarico quer fala de talaricagem, ond maconheiro se acha bandido, onde homofóbico come viado, onde piranha briga por homem dos outros, onde você faz A e o povo fala o abecedário todo, onde um tenta ser melhor q o outro sendo q ninguém é melhor q ninguém!!!!!!!!!!!!!!!!!!!!! https://t.co/BlS7H57uO5",1
@user leitor de cú é rola,1
Quando a gente recebe o nude do professor do Crossfit! Ta de parabéns heim! 👏🏻👏🏻👏🏻 #nudestour #crossfit #rola #tesao #gay @user @user @user @user @user https://t.co/bmTV4sZ45m,1
"@user @user @user Retrata nas ilustrações a doença mental, faz um espelho de si. Doentia como a sua @user , porém este perturbado mental ainda é jovem pode curar-se, ideologicamente e moralmente. Mas você!!!!! Um velho idiota que nada aprendeu, nem com a vida, percebe-se que é INCURÁVEL",1
"querido, engraçado, carinhoso, lindo e ainda cozinha bem pra carai, mas assim como a mega sena, é difícil de ganhar esse bb aqui kkkkkkk",1
"meu pirra, essa última música de ret, djonga e delacruz ficou apenas do caralho",1
eu vou ser uma pessoa que saiu do lixo pro luxo sem saber matem谩tica b谩sica sim!!!!!!!,0
"oi mores, vim aqui pq eu devo uma satisfação pra vocês (se ainda tiver alguém que não desistiu da au). Eu já estou há semanas sem postar nada porque de uns dias pra cá eu peguei um bloqueio fodido, toda vez que eu abro o word eu não consigo produzir nada+",0
silêncio o namjoon sendo um gostoso do caralho ta passando na tml https://t.co/jlm50vubwy,1
"tmnc, vou ter que ficar aqui até escolher a porra da roupa pro casamento, to puto",1
"postei lomotif no tt,não deu nem 1 hora e eu apaguei,foda ser feia",0
"nenhum de nos dois, a gente é cara de pau kkskdkf",0
"#LigaNaGuaíba | ""A publicidade é básico na democracia. Chegando à um veículo de comunicação uma notícia, cabe ao jornalista divulgar os fatos. Interessa a sociedade geral ser bem informada"", ministro do Supremo, Marco Aurélio Mello sobre o trabalho do @user",0
"@user @user @user mudando de assunto!!! 
https://t.co/hlegzlua7p",0
foda se datafolha,1
@user sai que você é feio caio,1
"Fux proíbe a destruição do material roubado por hackers e pede uma cópia das mensagens,  depois que ele ler vai dizer: - Rápido!  Destrói logo essa poha!",0
"tem q ser vagabundo mesmo, se quer compromisso a mina te ilude",0
parece fácil,0
Lendo isso eu só consigo lembrar de 2017 onde ele ficava falano 1monte de bosta sobre o bts junto com aquele outro escroto,0
"@user pra mim, o pior é o silêncio da pgr raquel dodge frente a esses absurdos #stfvergonhanacional",0
"Concordo, tem muitos torcedores que não se recordam dos últimos 15 anos, tivemos péssimos elencos e pouquíssimos títulos! Temos um ótimo elenco, disputando título todo ano e tem nego que reclama VTNC!!!!",0
a any é mt idiota eu fiz um favor pra ela bro,1
"rt @user ia para me inscrever mas por este andar vou s贸 ver a faixada,s贸 me desmotivas para as coisas puta de merda fazes a minha鈥�",0
eu sou a pessoa certa no bairro errado,0
@user foi exatamente nisso que eu pensei,0
"o que vocês acham de fuder sem camisinha sabendo que pode engravidar mas namorado não liga, ele trancou a faculdade, a garota ainda está no colegial, as amigas vivem aconselhando a usar mas não são escutadas",1
@user kkk sim?? ainda mais ridículo é quem bate palma pra isso,0
"@user @user o rabo de vcs, nem dinheiro eu tenho ainda
paciência 
daniela falsa da porra",1
"melhor nem vender nada, tirar esses valores todo do valor que vou receber é melhor ficar com a mercadoria",0
rt @user queria ta fazendo carinho na raba que eu gosto,0
@user Esse governo é um tremendo faz de conta. Só é verídico aquilo que favorece o governo e a imprensa imparcial é a que promove o governo. O resto é “fake news” ou são informações adulteradas.,0
"@user @user eu não vou dar meu cu, eu tenho uma buceta pra ele usar e em troca eu só quero um cuzinho",1
rt @user nossa faz um negócio desses cmg nunca mais seu pinto sobe pq eu arranco fora https://t.co/jqgyoq4yeh,1
@user pqp vo te bater,1
"tem uns caras tão insistentes no fb meu deussss, saio dando block em todos pqp",1
rt @user mc gw- 4:20 ela fuma makonha 4:30 ela senta no pau https://t.co/lhvhkjvpkl,1
"quando fores bem sucedido, os preguiçosos vão dizer que tiveste sorte, don’t listen to them",0
"tô vendo pica-pau e lembrei dela , todo dia a gente via juntas 😣💔",0
"e se ele decidiu sair, tudo bem, nada vai mudar entre eles. então respeita isso caralho",1
@user otário liberal aguardando uma pica comunista.,1
"@user mesmo q eu seja feia né, não precisam jogar na cara jdksk",0
otavio qnd manda audio parece que ta brigando kkkkkk sotaque carioca eh foda,1
"@user @user @user @user ah vai dar o cu,pra me marcar em um meme ninguem qr,agr em sorteio",0
e o kevin q me salvou de um macho escroto ontem kkkkkkkkkkk amo demais,0
"parabéns pela coragem, porque noção só pode ta no cu",1
podia não kk,0
"caralho filmar com camera frontal eh uma merda toma no cu saiu toda errada a centralização dessa merda
foda ter a camera traseira quebrada i0jOHJAOSIUHSAUIH",1
boa miltão!!!! acredito que o povo aprova...,0
"cê tá doido kkkkkk cadê o respeito cpt kkk mais puta é vc que não vem falar na nossa cara, piranhaaaaaaaaaaaaaa",1
cade a melanie carai,0
"craque da rodada domingo, classificação heróica na quarta e hoje esse presentão. que semana pro rafinha 👏🔴⚫💪",0
rt @user caralho 😍🤤🔥 https://t.co/w4fldyspw3,0
"Gente agora é sério, pq só comigo que não acontece de eu gostar da pessoa pra caralho e ela gostar de mim pra caralho???? Oq eu tenho de errado vsfdddd",1
concordo vadia puta,1
"@user Mano, leitura perfeita! Exatamente isso! 

Nossa base da um pau na base europeia, aí nossos maiores talentos são vendidos p lá 🤦🏻‍♂️

Imagina se o Brasil tivesse condição de manter e ainda aumentar o nível técnico do futebol daqui",0
"olha

o ovo da cobra do fascismo sempre esteve presente na realidade brasileira

agora ele encontrou um cu bem quentinho pra ser chocado",1
bom dia piranha do sexo,1
"alecognição- 10 reais
o palhaço e sua filha - 15 reais https://t.co/y1f31jzx4w",0
"rt @user meu cu tá tão estranho, acho q tá faltando um pau nele 🙄 https://t.co/obfshdllid",1
"ontem meu horário tava tao bnt, hj ta uma incrível merda, duas de física, química matemática vsf cursinho tóxico",0
"só queria saber o que minha família ganha fazendo esse auê na minha vida, devo ter cara de palhaço pra ficarem brincando cmg",0
"rt @user @user isso é a amanda, por isso ela só pega feio",0
"A gente vai encher o saco de macho escroto até aprederem a nos respeitar. É 2019, já foram mais de 2000 anos aceitando opinião de macho sem poder nos opor. Chegou a nossa hora.",1
"""parem de desmerecer que esta tentando acertar"" ele nao ta tentando acertar ele ta tentando (e conseguindo) ganhar dinheiro 🗣️ https://t.co/7En36Zqnf7",0
@user vai se fuderrrrrrrrrr fdp arrombado,1
"@user que feio, ministro! é mais seboso do que a fossa da globo!",1
"@user começou me xingando fiquei até preocupada kkkk, aí amiga sério??? te amo porra❤️❤️❤️",1
ninguém acredita no stf... #stfvergonhanacional,0
hj acordei naqueles dias em q meu pau ta maior q o normal,1
"TO INDIGNADA COM ESSA MERDA, nenhuma mulher deveria ser tratada assim e ainda achar normal(??) pqp parece um cachorro no cio https://t.co/WZx1IrgRi6",0
sabia que tinha que acorda mais cedo pqp,1
toma filho da puta,1
"Mulher maravilha sem calcinha 

Que porra é essa KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK",1
@user é viado!!!!!!!kkkkkkk,1
"@user @user tem esquerdista que não pode ver uma vergonha que já quer passar, né? 🤣
https://t.co/3qdjpi3rt5",1
"opinião, opinião, come o cu de deus depois o d joão",1
"rt @user como é que é suposto alguém com o ordenado mínimo conseguir pagar casa, água, luz, carro, comprar comida? porra",0
rt @user aquela pegada na pica pra mostrar que a pica ta duraçaaa. pelas veias dar pra notar 💪🍆 https://t.co/otvccjdeq1,1
"preciso falar com alguém, quem tá on aqui no site???????
chama na dm por favor.",0
mano meu cabelo é uma mistura man,0
rt @user @user pouco feio,1
"[2/8 15:28] Racquel: Zika KKKKKKK
[2/8 15:28] Racquel: E os trabalhos ? Fez algum ?
[2/8 15:29] Marcela ♡: Não tenho nem foto sei nem que que é pra fazer
[2/8 15:29] Racquel: Vamos começar o bimestre muito bem

KKKKKKKKKKKKKK vai dar ruim",0
caralho maluco,0
"que o glorioso senhor todo poderoso maior de todas as forças me possibilite assistir ao show dessas mulé nessa vida
https://t.co/eipgw2jwpp",0
@user esses cr são muito babaca mané..,1
@user me segue de volta porra,1
"odeio gente q fica dando rt em pornô, vai transar porra",0
"vai,vai, coloca logo 🙏🍷",0
"@user ela me mandou também,acho que não está bem pq só sabe me xingar essa vaca kkkkk",1
"[3/8 12:59] cecilia: Apois tire ele da gaveta q eu n sou palhaça sua filha da puta
[3/8 12:59] cecilia: ta achando q eu sou suas cachorra eh
[3/8 12:59] cecilia: seu cu",1
"@user vagabundo. respeite a igreja, seu vagabundo.",1
@user @user @user olhae,0
"Para cara, você se fez tanto de sofrida no tt q Junior voltou cntg, q feia kkkkk so ficava se lamentando, pelo me… — kkkkkkk tá sabendo mto do meu relacionamento em, n curti pq eu n quis, cada um faz o q quer né 🤷🏽‍♀️ https://t.co/BqEDyErQkG",0
@user kkkkkkk esse leite condensado e todo seu cretina 😍😘 tbm quero brigadeiro😋,1
rt @user amigo é o caralhokkkkkkk bando d filho da puta,1
rt @user queria sextar sentando no pau que eu gosto,1
"carai, juanfran fechou msm q porra é isso",0
rt @user juanfran cansou de ser a putinha do madrid e vai vir pra sp ser a putinha da capital.,1
"@user o seu sem noção do caralho, se você acha isso o problema é seu, eu não acho e pronto, ninguém aqui pediu tua opinião porra, e se fosse pra dar tua opinião, que desse falando direito.",1
gastei 300 reais com remédio só tenho algo a dizer : vai tomar no cu rinite e sinusite,0
ah que porra eu queria tanto um que merda morar no fim do mundo,1
@user tá porra?!?!,0
@user @user @user @user @user Sim! Ela é melhor que eles. Não está usando a imagem de ngm de forma distorcida para propagar ódio. VTNC vc e sua falta de argumentos plausíveis. É o que eu chamo de desonestidade intelectual,1
"Rapaz... Essa onda aí das mina fazer lista de ""macho escroto"" das cidades... É ""engraçado"" até certo ponto, mas dá uma margem pra da uma merda..kkkk Isso pode dá uma merda... Kkkkkkkk... Já vi até lista dos mlk fazendo das ""femea escrota""... Tem uma comissão pra decidir os nomes?",0
"parece que as pessoas esquecem que a mesma sede que dá no boi, dá na vaca.",0
@user porra ontem eu comi um incrível mas cru também,0
"Bom dia amores 💞
Passando pra matar a saudade, estou off ainda.
#tbt da minha loirisse 👩🏼
#GostosasConfrariaRS
@user
@user https://t.co/SEWOjHK6IQ",1
@user porra kkkkkkkkkk,0
@user tu xingo o ceasar de burro e depois choro por ele,0
mas porraaa nem amigo nesse caralho eu tenho,0
carai... hoje tem! 👽,0
@user agora o @user morre chupando o próprio pau,1
@user @user @user teu cu petista sem cérebro,1
rt @user caralho pra que fui baixar snow agora to apaixonada por todos os filtros,0
eu chamando todo mundo de miga e mo sem nunca ter visto antes,0
".@user confirma meu the wombats pelo amor de deus, inclusive flor lançou ep novo confirma eles também.",0
linfp eesse arrombado,1
vou fazer um pau na coxa pra mim beber mais tardee,1
me deixa apaixonada e some q maldita,1
"Que ""ASNO""!! Aliás, um time de responsa no Ministério, adjetivos do tipo: anta, burro, mau caráter. desequilibrado, arrogante, desonesto, processado, banana,etc.: Paulo Guedes, Ernesto Araujo, @user @user ,@user e por ai vai.",1
@user @user chupa troxa!,1
"@user @user Ficou mais que comprovado que o Brasil vive uma ditadura, onde as autoridades usam o poder do Estado para intimidar os adversários. O próximo passo é ""extrair"" a ""confissão"" dos presos hoje. #Araraquara",0
simples assim.,0
@user pqp cineminha....,0
@user FOI UM ARRASO VAI? E O RUI BOSTA NÃO FEZ FALTA E O PLANINHO DELE COM MILITANTES PETISTAS FOI POR ÁGUA ABAIXO.PROIBIU POLICIAMENTO PRÁ MILITÂNCIA PELEGA FICAR A VONTADE MAS OH! NÃO APARECERAM KKKKKKK,1
to tão torrada pqp,0
minha mae vai comer meu cu,1
rt @user que des fdp https://t.co/lp1hjjt8in,0
rt @user a perfeição meu pai https://t.co/wmftltlbdx,0
"Os cara roubou 750 kilos de ouro, sem dar 1 tiro, sem ferir pai de fam铆lia ou m茫e de fam铆lia, sumiram no mapa e ainda apagaram as digitais dos carros. Fala se os fdp n茫o e inteligente? Voc锚s que roubam pai de fam铆lia ou m茫e aprendem a铆 e deixem de ser pebas fudido",0
@user @user @user @user @user que saudade da porra,0
rt @user minha voz no áudio é ridícula kkkkkkkkkkkkkkkk,0
"mano, um perfil me mandou msg aqui né ok, apenas de nudes... por que, senhor?",0
voces sao nojentos vai se foder,1
essa thread é muito necessária,0
Eu tenho que explicar a @user  porque eu gastei 300 reais em coisas de beleza e acessórios sem parecer uma consumista fdp sem dinheiro. https://t.co/5y3u9RF8A7,1
"@user eu nem digo nada porque se não é coisa de branco, mas é ridículo",1
"eu com cólica nesse frio e esqueci meu remédio.

se existe alguém mais burro, é só o útero da minha mãe pq me criou

a morte vêm jajá",0
@user @user diferente da baleia da sua mãe fdp,1
"@user porra, tem como curtir 10 vezes n?",0
@user enfia a participação no cu,1
"ontem no McDonalds um menino q tava do meu lado na fila olhou pros amigos dele e fez um sinal de arminha c a mão imitando a voz do bolsonaro olhando p mimkkkkkkkkkk eu graças a Deus sou uma demonia de grande, olhei p ele e disse “pqp o augekkk” e fui p mesa",0
mal começou agosto e já tá puro terra aqui em casa puta q pariu,0
o video da karen com o tassio e a joyce eu vou chorar,0
"🇧🇷SDV DE DIREITA🇧🇷
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user",0
"eu amo cavaleiros do zodiaco, sem base viado",0
@user bicha kkkkkkkkk,1
@user teve um que eu vi esses dias igualzinho também mas era uma amiga feia provavelmente com inveja da outra estar casando e ela nao,1
fizeram um videozinho que o @user ficou um pouco mais demente kkkkkkkkkkkkkkk https://t.co/pxsket3gma,1
na hora d toma da nossa bebida e fica chupando meu pau eh nosso amigo nekkkkkkkkkkkk,1
hoje eu to bum stress que puta merda,0
"@user @user um casal da porra é assim. abençoa pai. felicidades pra vcs
boa tarde cris
boa tarde intensa sah",0
arrombado do caralho vontade de quebrar o resto da porta na cara dele,1
"crlhhh, bem feito namoral... já vi esse vídeo umas 300 vezes vtnc se fudeu",1
vamo pra tóquio caralho,0
"Eu sou radicalmente contra a violência, mas umas porradas bem dadas deve acabar com qualquer preconceito, principalmente o racial.
Bem lá no fundo tem uma voz gritando aqui dentro:
Bem feito FDP!!!!!!",0
"esses macho não sabem nem bater um nudes que preste.

tira a mão da porra da pica caralho.",1
queria mandar geral toma no cu,1
rt @user @user sempre tem um retardado na turma né. olha a aula que o professor está dando e o imbecil dançando !,1
kkkkkkkkkkkkkkk ai caraio imagina,1
n estraguem meu dia de princesa porra,1
rt @user @user fofão teu cu kkkkkkk te amo,1
rt @user vou voltar a ser filha da puta como era,1
@user como eles adoram tirar foto assim...,0
@user @user Quando precisares cuidados públicos de saúde e estiver lá a tua querida gorda porque ela orgulha-se de ser gorda e linda e andam a usar todos os recursos para ela e tu tiveres um problema a serio e cagarem em ti depois fala-me 🤣,0
"@user @user @user 1) Vc falou que o Bolsonaro e Nazista, ""Ate pq se fosse pra ser assim o Bozo Taria Adorando neh? ele gosta de idolatrar Nazista e Talz""

2) não vou responder pergunta idiota Sinceramente

3) em nenhum momento eu falei que a Palavra Feminista era ser superior aos homens",1
"rt @user erros de gravação no pornô gay
🎬🎬🎬segunda parte🎬🎬🎬 https://t.co/y3ucow6fj3",1
caralho aqui ponto eu cheguei mds kkkk,0
@user vai se foder,1
alguém segura esse viadinho do caralho pq se não eu vou dar na cara dele,1
"@user povo chato credo, o tweet de faeden eh público, ela poderia comentar oq ela quisesse pq o tt eh dela
""ai me da block eu imploro""
nega, vai la e da block vc, sla silencia, se não gosta ignora
fillie shipper eh chato, falo isso pq eu sou, mas vcs são bem mais credo",0
"os amigo tão ae, tu pode escolher",0
@user @user @user é tóxico... precisa ter cuidado mesmo!😟,0
"rt @user @user porra mora pertinho do titã
fui lá ainda agora",0
@user @user @user Hahahahaha vc não entende porra nenhuma mesmo!!!! Por isso seu crédito é nulo! Outra porta de esquerda!!!!,1
"Mano q vídeo mais aleatório, Péricles cantando com o nx zero, o DJ vestido de vaca, o pessoal comendo brigadeiro mds kkkkkkkkkkkkkk",0
"um frio da porra e meu pai chega com um pote de sorvete pra mim, amo meu pai",1
@user ta querendo pegar o bofe do outro vadia,1
"Oh, God.  Acho q sou insensível! Embora tenha achado uma lambança por parte do PR, acho que isso esta sendo hiperdimensionado com o único propósito de desestabilizar e tumultuar o gov.

Presidente da OAB chorou ao ver frases de Bolsonaro: 'Nunca foi fácil' https://t.co/9o1ufkRdZX",0
"Não precisa falar que eu sou bonito, eu sei que sou feio 
#SabadoDetremuraSDV 
#SabadoLigaDaJusticaSDV 
#SabadoEliteDoSDV 
#SabadoGaleraUdoSDV",0
ess* garot* hm kk tnc,0
rt @user fico puto da vida kkkk https://t.co/b3trnagv8h,0
