text,hatespeech_comb
"qual o problema em dizer que mulher é mulher e homem é homem...porque tanta histeria ?
pessoal da agenda gay so pod _ https://t.co/uYcKe0GH70",1
"Bicicleta Infanto Juvenil Aro 20' Cindy Magento Fosco - Track Bikes
DE: R$ 363,78 POR: R$ 134,55 _ https://t.co/mgdcv9XMfn",0
"Quem é mais demente, essas mães ou o jornal que pública uma MERDA dessas? https://t.co/Ed0fd0eCUy",1
wpp voltou // a ditadura não https://t.co/x9u3cmmksM,0
"RT @SargentoFAHUR: '5 PATINHOS FORAM PASSEAR....
ALÉM DAS MONTANHAS P/ ROUBAR
A PM CHEGOU, E PÁ PÁ PÁ PÁ.
NENHUM PATINHO VOLTOU DE LÁ' http _",1
Ow @jandira_feghali seus gráficos estão com problema de curva exagerada https://t.co/qlQ7mcZzqt,0
@adiosiago @amandassini eu acho o msm sobre vc branquelo,1
"RT @becsamorim: eu queria dedicar esse tweet à minha sapatonice
obrigada vida por ser sapatão
bjs",1
"Imaginem a cotovelite com que o Soares deve estar hoje, depois de ontem ter sido agredido pelo olho do jogador do T _ https://t.co/J5QGX5irMc",0
Este Zivkovic é uma pequena maravilha,0
"Feliz dia da: Gorda, da feia, da magrela, da bruxa, da velha, da frágil, da empregada...",1
"RT @savoltrath: @HumorNegroo Basicamente as pessoas dão risada dos outros, mas quando é com eles todo mundo fica bravo.",0
Meu Deus !!!Que procuradora sem noção. A justiça no Brasil é um lixo mesmo.Quem nomeia esses idiotas? https://t.co/lLdK49UyZg,1
"'21 anos sem Mamonas Assassinas'
SE ELES FOSSEM VIVOS VOCÊ ESTARIA FAZENDO TEXTÃO ACUSANDO OS CARA DE MACHISMO, HOMOFOBIA, RACISMO ETC",0
"O que é o Globalismo? - Lauren Southern
Muita gente ainda não compreende....
https://t.co/mg2bBTXGQZ",0
Quando expor sua ex no Facebook não é suficiente... https://t.co/jSgiHNjhxW,0
"RT @JanainaDoBrasil: 12- estou falando de empresários e grupos milionários, que se beneficiam de financiamentos que, a meu ver, deveriam se _",1
gorda e feia,1
"Portugal à deriva _de @rpsantos1970 
https://t.co/1fP2HpSBk8#Portugal #PNR #RenovarPortugal",0
@gentebranca1 no perfil dele ainda contém machismo.,1
Eu com a mais linda no meu branço,0
"@dassblog @xismaisxis no Islão as leis dos países não contam. Os muçulmanos respeitam-nas por conveniencia, não moralidade.",1
"Refugiados e Emigrantes, a perspectiva do Padre Vítor Melícias.Dia 9, pelas 21.00 h, na Escola Secundária de Peniche.A não perder...",0
"RT @GABRIELPlNHEIRO: Será? 
Perguntar não ofende ninguém, ué https://t.co/mgbR9IRIgy",0
Mulher = carne de churrasco. Vc esquenta no pau,1
SAIR DO ARMÁRIO #JoaquinResponde https://t.co/1N8yS4b1Ba,0
"Tpm é um saco, me sinto gorda e feia",0
"PRÊMIO PUSKAS? BOLA DE OURO F.I.F.A.? 
GRANDES MERDAS PERTO DISSO. https://t.co/7vP07TbcJS",1
Homem que é homem só come carne. Peixe é coisa de bixa.,1
A esquerda está morrendo de um Câncer terminal https://t.co/qcH8FkSNKh,1
"Participe das palestras e dos seminários sobre Ideologia de Gênero.
Acompanhe agenda da _ https://t.co/J6TAsGB1zf",0
"RT @vitormramalho: Assim não, Dra. Francisca Van Dunem! https://t.co/WObUxRMB7h",0
"Tu e a sardinha parecem fufas meu —_ Somos namuradas, está na cara  https://t.co/3lIZLG1vEa",1
"meu tio diz que eu sou brega, só porque curto umas músicas antigas",1
bom dia só pra quem vai votar no crivella,1
"RT @ghourmet: Este video foi a coisa mais idiota que vi em toda a minha vida, eu nem acredito que acham que o Islão é feminista LOL https:/ _",1
"Gosto mt deste novo filtro do Snapchat.
Já fazia falta um filtro que captasse a expressão de um velho pedófilo apan _ https://t.co/Fs8kOWWQW6",1
"'O único objetivo da família de João Victor é que Guilherme Francisco do Santos e Alexandro José da Silva,... https://t.co/ltT8syu7Nb",0
RT @UNICEFAngola: Juntos lutámos contra a #pólio e Angola não regista novos casos desde 2011. Vamos também atingir a meta com outras doença _,0
"jener e gabriela surpresos quando disse que era sapatao
ata more",0
"'FAZ SUCESSO' 
'POSTAGENS INSPIRADORAS' 
Esse é o nível da grande imprensa brasileira https://t.co/u7RJ39XZj5",0
'Musical? kiporréssa?!' Por um homem que é homem,1
"@catracalivre Feminismo: movimento de cooptação de mulheres p/ a militância esquerdista, não defende mulheres. O Bo _ https://t.co/2AL5dbOqm1",0
#SerMulherÉ fazer xixi sentada,0
"Fora que só tem frangas ali. Bombadinhos chiliquentos, gays que exploram suas condições e pedaços de carne para a massa carcerária!",1
"RT @NexoJornal: Para especialistas, a rotulação reforça preconceitos e limita as escolhas profissionais do futuro. https://t.co/cWsOxabHpB",0
"Ao mestre com carinho...Luiz Carlos Alborghetti (12/02/1945-9/12/2009): jornalista, radialista com culhões e @homemdeverdade R.I.P.!",0
"O canalha e ditador @NicolasMaduro conseguiu destruir a Venezuela.
Venezuelanos fogem para Brasil e outros países d _ https://t.co/OnUMT25wZe",1
@Curate_Angola mas um simples boneco não vai interferir na educação de uma criança. Sem esquecer q existem crianças q são criadas por gays.,1
"OVERDOSE DE TOURETTE - ON THE ROAD:
O comboio está a chegar à tua cidade.
https://t.co/KFf4LuVztt",0
10 notícias que provam o quanto o feminismo é necessário  https://t.co/3mIKQvLOHL,1
@macsanto777 Nazista é contra judeu e negro. Bolsonaro é a favor de Judeu-israel e o sogro dele é o Paulo Negao..pesquisa na net,0
Acham que ser BANDIDO é ser machista ? to entendendo a logica feminista agora. Toda atitude de bandido cometido por _ https://t.co/QwuTyA0KWB,0
Ngm quer ir cmg na noite do branco,1
queria ser uma modelo da victoria's secret mas infelizmente sou feia e gorda,1
"Feliz dia internacional das kiridinhas!!!
https://t.co/xyzFLD63uMhttps://t.co/OBtcfYhfsN",0
Por que a fome do mundo não ? Por que os refúgiados não são mais alvo de polêmica e ajuda ? Por que isso é importan _ https://t.co/gl2aRAv56X,1
"@SarahLSKarafiol São refugiados e eles podem tem o direito de não aceita-los, mesmo eu sendo contra essa ação da Hungria.",0
@Curate_Angola isto é deturpar os factos. Não saber o q são equações trigonométricas n fará com q a criança seja intolerante com quem sabe..,0
"@clariissegarcia @CuriousCatMe de gorda tem msm não,mas feia....",1
"Toda mulher deve ser respeitada independente de ser ou não feminista
Só as feministas que dizem lutar pelas mulheres não entendem isso",0
"@lara_gomesss maravilhosa, corpao, fico mal quando vejo você se chamando de gorda/feia na tl pq nossa, queria ser gorda/feia q nem vc",0
sai ow não sou tuas nega,1
"RT @alex_borges: 'Mulheres são minoria nos cursos de engenharia!', denuncia a feminazi que quer escolher sua profissão por você.",1
RT @AltRightBR: 'Refugiado' iraquiano estupra menino austríaco de 10 anos e alega 'emergência sexual' | https://t.co/1SM32tveCXhttps://t.c _,1
"ela fica de cu doce falando q eh gorda e feia, ela eh linda e magra, nn adianta eu falar kkkkk, tive q postar https://t.co/p5ldIs1qd9",0
RT @fvicentedasilva: São anónimos porque temem represálias profissionais como as que o Sócrates exercia sobre as pessoas que estavam no seu _,0
"Minha cidade: Lisboa!
'Anoitecer na Estrela'
Acrílico s/tela https://t.co/0hEBjivDnu",0
"'mais mulheres na política!'
A maioria do eleitorado é mulher! 
Não são mais eleitas pq mulher não confia em mulher nenhuma",1
"Educação eu tenho
O que não tenho é paciência. —_ drinking Coca-Cola Angola",0
"Crianças, acreditem sempre nos vossos sonhos.
Se o 'Suicide Squad' ganhou um Óscar tudo é possível
#Oscars",1
Seja piriguéte e nos conquiste no ato. Se dê o valor e nos conquiste por toda uma vida.,1
"Feministas, o mundo é melhor sem vocês",1
16 Reportagens de Notícias Falsas Relatadas Desde a Vitória de Trump' https://t.co/eAg8EwPZ7qhttps://t.co/EKP64KSUOC,0
@5gu @caiquepala esse gordo pedante se sentindo,1
"RT @BolsonaroSP: Eis o vale-tudo para nos tacharem até de nazista. Em seu blog @Rconstantino Rodrigo Constantino desvenda a farsa:
https:/ _",1
vei KKKKKKKKKKKKKK tá pra existir coisa mais burra do que homem que acha que mulher tem que trocar de sutiã td dia,0
"Temos que nos posicionar, é uma pena ver profissionais sem coragem para assumir seus direitos. Eu tenho. https://t.co/YwnPY1fmhj",0
"o atentado em orlando nao tem nada a ver com os discursos preconceituosos do trump e do bolsonaro, a culpa é do estado islâmico!!!!",1
TACA PEDRA NOS COMUNISTA,1
"Isto acontece HOJE às 22h30 no 'Popular Alvalade' em Lisboa e está a 10 bilhetes de esgotar.
Apareçam.
RESERVAS: re _ https://t.co/24SNvEZOSW",0
É preciso travar a islamização da Europa... https://t.co/yQqKWiKNNs,1
"Após ter sido declarado persona non grata no Algarve e no Alentejo, Henrique Raposo corre agora risco de vida no Twitter. Resta-lhe o Tinder",1
Veto de Imigração É Uma das Ordens Mais Populares de Trump Até Agora' https://t.co/Rp8cH71KfH,0
"RT @Walgreg: A ESTUPIDEZ, FALTA DE CARÁTER  E CINISMO DOS ESQUERDISTAS NÃO TEM LIMITES.... https://t.co/K6FL91oS3m",0
"feliz dia das mulheres para Beatriz, que foi vitima de estupro coletivo por 33 caras no RJ. sem apoio algum e ainda com gente duvidando dela",0
"Repita comigo:
Não espere que ele vá mudar por mim
Não espere que ele vá mudar por mim
Não espere que ele vá mudar por mim 
Não espere",1
"SE CHEGA NESSE CBLOL E GRITAR 'VAGINA' 
18% COMEÇA A CHORAR, 25% SAI CORRENDO E 57% NEM SABEM O QUE É. #CBLOL",1
Essa #Veja tenta mais não conseguem KKK quer dizer que as lésbicas sentem mais orgasmos por serem lésbicas kkkkk... https://t.co/7ETyFOrswf,1
"ATENÇÃO, JÁ IDENTIFIQUEI O ESTAGIÁRIO QUE ESTÁ FAZENDO PIADAS DE MAL GOSTO. ELE SERÁ PUNIDO.
DESCULPEM O TRANSTORNO _ https://t.co/0yjkMXow4q",0
A era em que 'homens' começam a usar cor de rosa https://t.co/3Cfl9aoHmO,1
"Este #CDS, realmente... que vergonha!
De facto, torna-se cada vez mais claro que é o #PNR de um lado e o Sistema to _ https://t.co/9MiFbWxAbp",0
agora que a dilma vai sair quem assume é o aécio né??,0
"RT @AltRightBR: Destrua o comunismo como uma cobra a ser morta antes de seu nascimento, pois sua mordida é letal. A praga vermelha não pode _",0
"abri a janela tava uma gorda no apartamento da frente olhando pra baixo e chorando, acho que caiu a empadinha dela",1
"@jotap_rios vc tem orgulho de ser branco, chapa?",1
"cara, pode pedir a minha censura a vontade! Quero ver refutar o que falei com fatos, lógica e verdades! https://t.co/KftYLmI6wo",0
A miudagem formatada que aqui comenta e ofende não percebe que 'decadente' significa estar em queda. Quando se dest _ https://t.co/OUnGGSThE0,0
"Além da tremenda baboseira, a quantidade de erros de português é absurda! Qq meio de comunicação sério teria vergon _ https://t.co/GL3iqhkscG",1
"As refeições na #AssembleiaRepública deveriam ser iguais às das cantinas das escolas. Isso sim, seria dar o exemplo!
@govpt @antoniocostapm",0
@amandassini opinião tb dá cadeia cuidado aí fiota,0
Acho mó engraçado o galero que tenta chamar atenção fznd piadinha burra sobre o dia da mulher,0
"«Na Alemanha, multiplicam-se à enésima potência os ataques aos campos de refugiados. (...) não são os refugiados que atacam os alemães.»",0
PEC pra invadirmos a Argentina já!,1
-Mãe me da um biscoito? -Pegue você mesmo meu filho. -Mas eu não tenho braços!! -Sem braços sem biscoito!,0
@JPocas27 Está apontado. Obrigado,0
"Depois de vender produtos ilegais o dia todo no centro do Rio, camelôzada se reúne pra queimar um no meio da rua: _ https://t.co/gtu7cntgBA",1
sai marvel fan não tem roteiro igual e ator branco pra emprestar não vai lá votar no pca de ator mais sarado que vcs ganham mais,1
"FODA-SE! 
Quer ceder a toda e qq tentação e não trabalhar?? Pode virar uma cracuda moradora de rua por exemplo... https://t.co/tVyuqQwal4",1
Prezada @Pimentinha_17 Quando 2 pessoas usam o mesmo computador pode acontecer de uma postar na twitcam c o perfil errado. (@marlenebicalho),0
Manda pro seu amigo franguinha - http://bigassmessage.com/2fef80ca9,1
Lamentável que toda minha equipe ainda não tenha sido aprovada. O maior atraso da história do nosso país. Obstrução _ https://t.co/WUcwRgPKwe,1
"RT @maitabom: Aonde está o meu coração, ali estará o meu tesouro.",0
"@thiviecos @PastorMalafaia que boca suja pra um evangelico... sai do armario rapaz.. e block, pq criança de 15 anos é pra ta dormindo ja",1
Pra você que não gosta de futebol. Foda-se!!!! Seu mané sem alma.,1
"'os funcionários mataram o menino no Habib's pq ele era negro e pobre'
Hahahahhaha como se os funcionários do Habib's fossem ricos",0
"Amores, pra quem gosta de boa leitura. E até pra quem não gosta, #superindico, da @melaineribeiro http://aescritoraeomusico.blogspot.com/",0
"RT @GABRIELPlNHEIRO: Não existe extrema esquerda pra Globo 
Só extrema direita",1
@Pimentinha_17 Pouco que conheço daqui e do BBB me fizeram ter certeza de que a @angelicamorango jamais mentiria aqui... (@marlenebicalho),0
"@Ijunqsouza @PastorMalafaia Religiosos ou não, devemos agradecer que estes reneguem o homossexualismo. Enquanto todos se calaram, só a......",0
@Marllutezuds nada não galinha da Angola,0
"Não 'faz as unhas' e nem corta com tesoura, corta com o trinco mesmo.",1
Falou 'populista' já sei que é da turma 'fake news' e RETARDADO! https://t.co/Dr87lJ0zBg,0
@cacau012008 infelizmente os lideres de ambos os países são CUMPLICES https://t.co/HUXxl1cn9u,0
"RT @daijikishigami: E se não for bonita ele não estupra porque não merece. Elas ficam muito tristes, imaginando esse varão nú. https://t.co _",1
meu cabelo deve ter pertencido ao cu de alguem na outra encarnação,1
"@idcgus se ela fosse sapatao eu te ajudava, amigo... mas ela ate namora um mlk",0
"Top 3 filmes de terror:
Centopeia Humana 3
A Serbian Film
O Albergue 2",0
O engraçado - err correção: estúpido - é gastar todo esse tempo falando mal do feminismo e das pautas que ele considera 'imaginárias'.,1
É pra isso que eu pago imposto! https://t.co/aapkuUZyGQ,0
Olhem só o MEDO que a mídia está do @jairbolsonaro ser presidente https://t.co/cN6qv9C3fc,0
"Acções do #PNR #Oeiras e #Cascais
https://t.co/dIjJz60vAO#RenovarPortugal #Portugal https://t.co/MuhqghYZTR",0
O que você faz pelas islâmicas que não podem nem falar? https://t.co/B1Y4XicjLc,0
"RT @fabioiwa: Quem aplaude a decisão da justiça que condenou Levy Fidelix por homofobia, não entende nada sobre ditadura e muito menos sobr _",1
RT @SouCalmo: E a @GloboNews batendo palma pra ele?! https://t.co/opPFsyBiJy,0
Feliz #DiaInternacionalDaMulher pra quem possui o cromossomo XX,1
"nao ligo que o temer acabou com o ministério da cultura nem q nao tenha ministros negros 
pelo menos ele sabe conjugar um verbo",1
RT @JOAQUINVOLTOU: O TUITER AINDA RESPIRA https://t.co/c3iyZGYkRh,0
Q mulher estúpida! https://t.co/31IFZgfzxR,1
@estudioi ter tempo pra cuidar da família é 'o grande problema' pra mulher ou pra qq pessoa que trabalha E tem filhos?,0
@tafacill por mim seria 30 dias pra mulher e 1 dia pro homem,1
"@SadBoyKevyn 
Nunca penses que algo 'é o mais qualquer coisa'. Quando se pensa ter chegado ao fundo percebe-se que não há fundo.",0
lendo silvia pliz q mulher.............. !!,0
@CapitalismoOP @tatydry eu só quero um fuzil 7.62. só isso,0
RT @marisa_lobo: O que quer dizer exatamente? https://t.co/1GcTutNH3Y,0
Tem tanta sapatão bonita em SP que da ate vontade de ficar por aqui mesmo,0
Vai dai seus chato https://t.co/wBZfb04LSw,1
Faz esse favor pra gente @bfhiago https://t.co/YfMs3DD6Q5,0
#PrecisamosFalarSobreAborto Vc deveria ter sido abortado,1
DEU CERTO O IMPITIMA? EU QUE ASSUMO HOJE????,0
Mulher que fica: 'ai não sou feminista' tem que ser mt burra msm né pra ir contra algo que defende ELA,1
Então quer dizer que PM mata e juiz reage? Que mídia porca... https://t.co/T3rMagzuZA,1
"As feministas me odeiam
Não se preocupem, eu odeio elas também...",1
Na minha época o padre só pagava um pastel e um caldo de cana https://t.co/8gg32MRm8D,1
@felipefepacivil  não sei '-' só completei a música... Rs,0
Uma Constituição atípica e “sui generis” https://t.co/4QFD5xg3gY#Justiça #PNR #RenovarPortugal,0
"@fcancio 
Pesadelo? Naaaa... Um sonho que vai tomando contornos de realidade.",0
"Sapatão fala 'AAAAAAAAAA' de alegria, de aleluia kkkkkkkk https://t.co/Wgr9drJ2YK",0
"RT @alex_borges: Feminismo 2017:
1. Homens ocidentais, usem saia e batom!
2. Abram as fronteiras para os muçulmanos!
Ligue os pontos",1
Como vai dar certo um pico desse? https://t.co/H8mKJx0vDj,1
RT @fofocasonline: Este é o islamismo..... A triste realidade que a imprensa #fakenews se recusa a nos mostrar.  https://t.co/0lcwY4ri6M,1
RT @tatamoreira25: gostamos de pessoas intensas!!!!!!!!! https://t.co/YDmvwOYsQd,0
"RT @DepEduardoCunha: Dilma mente tanto,que já estamos aprendendo a identificar do ela mente;Basta mover o lábios",1
principalmente minhas irmãs adoram falar o quanto eu sou feia e gorda e elas lindas e perfeitas,1
RT @brunovicari: @JOAQUINVOLTOU chego após Ponte x São Bernardo. #paz,0
"Foi lamentável e assustador ouvir de Mr. Catra, a seguinte afirmação: “Na realidade não foi o branco que... https://t.co/aKbqmmHVU8",1
Nossa companheira @cynaramenezes prefere a Europa. Que bom! Uma vez que lá está tomado por terroristas.. Se quiser _ https://t.co/CiBkxHXRpR,0
Porto acolhe em abril o 'Dia das Boas Ações' | Invicta de Azul e Branco https://t.co/XuP9RGRKmk,0
"@pedro_m_paiva Acho que ainda é só uma oferta, não está certo, mas sim é um desperdício, tal como o Witsel, o Jackson, Óscar, Ramires...",0
"RT @teresaispancake: Associação de fufas, narcóticos e alcoólicos da António Arroio https://t.co/lN7RAhc3ZM",1
"@Curate_Angola e não tem segredo, basta explicar a elas q o amor n tem limites de raças, etnia, género, físico e etc. isso é que é educar",0
"RT @JOAQUINVOLTOU: BRANCO RICO COM PROBLEMA NA JUSTIÇA: 
PODE TIRAR PHOTO SIM
NEGRO COM PROBLEMA NA JUSTIÇA: 
VERGONHA TIRAR SELF COM ELE _",1
hitler ligou  o forno pqp,1
"O que seria 'válido', então? Feminicídio? Estupro? Mercado de trabalho? Falamos disso todo dia. Poderia dedicar uma coluna a isso, então.",1
já aviso que não abro mão de um comitê que aborde o tema: refugiados,0
"as fufas usam sempre o msm argumento
'como mais cona que tu'",1
Ter pena de presidiário que custa mais que ESTUDANTE no Brasil? Não mesmo. Tenho pena dos inocentes que acabam nos _ https://t.co/50Ywy7Pio7,1
"Acabei de ouvir uma cigana dizer q 'os chineses são um povo sujo e sem higiene q vive e dorme em qualquer lado'.
O cliché morreu hj às 16h09",1
ÁS VEZES O SALÁRIO POUCO IMPORTA QUANDO A GENTE TRABALHA SENTINDO PRAZER https://t.co/JguY8eeq7n,0
MULHERÃO DA PORRA. VÉIO https://t.co/otxnHF2Jas,0
RT @lobaoeletrico: TODO ESQUERDISTA TEM UMA MENTE REDUCIONISTA  E SEMPRE TEM DIFICULDADE EM ANALISAR FATOS REAIS,1
RT @editorahumanas: Como vai dar certo um pico desse? https://t.co/H8mKJx0vDj,0
"#CampusParty! Esse lugar que deve feder espinha azeda que passou da validade, tem menos mulher do que um vale tudo em Juazeiro !",1
@jotap_rios por que vc me segue,0
"122 prisioneiros extremamente cruéis, libertados de Gitmo pelo governo Obama voltaram pro campo de batalha. Só mais _ https://t.co/Af4IUr5LNZ",0
"@maathbz credoo kkkkkkkkk
melhor usar cabelo de homem mesmo...",1
DISTRIBUÍ NO PROTESTO ONTEM KKKK A CULPA NÃO É MINHA HEIN http://t.co/at193MaRgK,0
"RT @GABRIELPlNHEIRO: O discurso do Trump no Congresso teve 43 milhões de espectadores, e o Oscar teve 32 milhões de espectadores 
HEUEHUEH",0
Hoje eu fui paquerado no trânsito,0
RT @New_Delia: Países ricos não aceitam refugiados. Estão certíssimos. https://t.co/TbLOkymjZx,1
tecnica em automaçao mas eu nao consegui e nao e pq sou burra e nao fui boa o suficiente nas provas de pré- requesito e sim pq sou mulher,1
"#Agenda Março 18 e 19.
 Simpósio sobre Ideologia de Gênero.",0
"RT @gentemagra1: não tenho preconceito, até tenho amigas gordas, adoro sair com elas chamo mais a atenção rsrsrsrs",1
@CanalHistory jamais. honro e prezo pelo meu país. Não quero que vire uma europa 2,0
RT @BTchissola: e diz que já não há crise em Angola  https://t.co/c2B8GCTzkb,0
MDS essa mulher que atende aqui é muito burra cara,1
RT @Adolfo_Dias_I: Não há cozido à portuguesa que não tenha farinheira nem greves na Função Pública que não sejam à sexta-feira...,1
"RT @alex_borges: Essa mentira de ontem contra o Trump é um divisor de águas, a imprensa oficialmente perdeu qualquer compromisso com a verd _",0
direitos humanos só serve p defender bandido,1
"RT @pedroucuahamba: O principal erro do PSG foi jogar de branco...
O Barça lhes confundiu com o Real e Pahhhhhh, dedicou seis golos à mulhe _",0
"Humm... não sei se entendi... Quer 'respeito' mas não se dá ao respeito?
É o que dá o efeito dos fumos.
@MileyCyrus https://t.co/fTeVFHpSn5",0
'todo mundo que não concorda comigo é Hitler' https://t.co/vNBUWc3jvt,1
"RT @jpintocoelho60: 'Sim, vocês praticam censura ao #PNR e boicotam-nos.'
Respondem sempre sorrindo e com um evasivo 'olhe que não'. 
Mas s _",0
"#SerMulherÉ TER (OU JÁ TER POSSUÍDO) ÚTERO, OVÁRIO, TROMPAS DE FALÓPIO ETC 
RESTO É GAMBIARRA
#InternationalWomensDay FELIZ DIA DAS MULHERES",1
"Crepúsculo:
Um vira lobo
Um vira vampiro
Ninguém vira homem",1
Agora sim @homemdeverdade pode usar perfume - http://www.youtube.com/watch?v=_wx6DP99bYE,0
"PEÇA PRA ESSE DÉBIL MENTAL DEIXAR DE SER SEU MEU FÃ
#JoaquinResponde https://t.co/G8XzaOiFYl",1
Espero que o Quartel dos Bombeiros de Cascais tenha espaço suficiente para acolher o julgamento de todos os arguidos da Operação Marquês...,0
"RT @ativismodesofa: #EuParo pq feminicídios ainda são noticiados com chamadas que dizem 'por amor', 'por ciúme' ou 'crime passional'. O cer _",0
"RT @Silvio_MKT: Gays franceses estão migrando para a direita; e a razão disso é bem simples, o avanço do islamismo na Europa. https://t.co/ _",1
"Essa hora só tem puta e viado online, exceto eu",1
"@gabrielaltairc eu to falando dos refugiados da Síria, eles nao vem pra ca, tem um milhao de abrigos em outros paises que acolhe eles",0
"Deve ter sido duro para os jornalistas esquerdistas da @bbcbrasil publicarem isso
A ficha caiu? 
Descobriram agora _ https://t.co/WTuqIatTx4",0
Flamengo x Lanús no Equador. Boa ideia! https://t.co/a8FQ3vCPTk,0
RT @franciscopombo: Eu sou contra a Eutanásia porque acho que a Europa não se deve misturar com outros continentes.,1
Essa mulher é mais enrolada que eu na cozinha. #MasterChefBR,1
@Liechoscki ah? Só não tenho vontade de ter...,0
RT @csnunes1: Realmente não defende mulheres. Simples assim. Em alguns momentos ataca ferozmente mulheres que não estejam seguindo sua cart _,1
Pra mim BBB sempre foi uma merda,1
Sempre que vejo um homem com bigode interrogo-me que aposta terá aquele desgraçado perdido,1
"Quem gosta de Feminismo são mulheres que se odeiam e odeiam homens, ou desavisados que desconhece a Desconstrução... https://t.co/tqOkqzhDoA",1
@srdeabo Sempre tem uma explicação .... @ClaudeLuca_ @pedrinhu_tecix @editorahumanas @MeuPaiAusente @JOAQUINVOLTOU _ https://t.co/LW12ZO0XL4,0
"@JuhSavignon =/ Não sei o que se passa, mas, #força!",0
@gaviaochis tão levando pra casa da maria do rosário ???,0
RT @voluptama: já ganhou https://t.co/NOTHkcg7v4,0
"RT @joabee_: Isso é mt mais relevante do q dar desconto PARA mulheres. Ao invés disso, eles promovem o trabalho intelectual delas. Parabéns _",0
A identidade não se vende https://t.co/0FBKzmmuCV,0
"RT @teresinhalopes: A Dubai riquíssima recebe muito bem os turistas ...Tem como fé a religião muçulmana, mas não recebe refugiados.A Paris _",1
"RT @coalacroata: E regicídio, parricidio, genocídio, etnocidio... Aparentemente é mais difícil aprender português quando se está lambendo b _",1
RT @Entrevistamento: Quando a vaga não oferece estado democrático de direito https://t.co/sbhAPj3Btp,0
"... Agora refugiados com uma ideologia e Cultura completamente INCOMPATÍVEIS com as nossas, aí não tem como mesmo!",1
Dureza viu... o Brasil não está no limbo à toa... https://t.co/fOucvO3rfl,0
"RT @VitoriaHenrice: 'Oi, nós somos sapatão' KKKKKKKKKKKKKKKKKK",1
"@fcancio 
Ainda não sou 'estadista' e já está nervosa? https://t.co/yJxL6NpQYJ",1
