text,hatespeech_comb
"'não sou ateu, sou AGNÓSTICO'
GRANDE MERDA FIO, NÃO ACREDITA EM JESUS DE NAZARÉ PRA MIM NEM GENTE É #PAZ",1
"custo zero !! Se fosse o PT..so de corrupção, caixa 2 e verbas desnecessárias...ja sabe ne https://t.co/PLddUrfHls",0
agora que a dilma vai sair quem assume é o aécio né??,0
"o #BlocoEsquerda, promotor da Eutanásia, não tinha este tema no seu programa eleitoral. Isto é honesto?
@EsquerdaNet https://t.co/CyYCcDKPj4",1
"Enquanto não prenderem o contabilista d Salgado, o motorista d Sócrates e o porteiro do Banco de Portugal, a Justiça não terá credibilidade.",0
"@reasalvagni @lag0_ hahahahahhahaa o menino pede dinheiro pro iago falando que não tem pai, os dois se abraçam e chora",0
RT @maathbz: Incitação estranhamente no dia em que defendia a prisão de um menor estuprador e assassino enquanto o PT defendia o estuprador _,0
"Mãe desiste eu sou gorda e feia e ñ há volta a dar e se não gostas lembra-te q foste tu q fizeste mal o trabalho, aceita q dói menos",1
"RT @Batistadaniel1: @marisa_lobo Esse idiota protestou qdo o país dele saiu às ruas, há 2 sem, pedindo morte de Trump e aniquilamento dos E _",1
"desculpa, não entendo meme de filho da puta https://t.co/DcCI3tpycL",1
@_Nabarra 'Estimo que se foda' será mais profissional.,1
"#OBomDeSerBrasileiroÉ que pelo menos nao vem refugiados do Oriente médio pra k
os caras nao sao burro",1
Pois vou para Angola e não quero deixá-lo pendurado,0
@fon_sequinha que burra mulher eu levo ele pra vc amanha,1
"MAIS UM CASO DE CARECAFOBIA.
ATÉ QUANDO? https://t.co/MvBRhsd532",0
RT @editorahumanas: 'Bolsonaro não entende nada de economia' https://t.co/O9NTAZaMuX,0
RT @Leocadeea: @Curate_Angola imenso. Fantasias e todo resto. Porque não introduzir diversidade? Antes de sermos adultos e trancafiados no _,1
"RT @jpintocoelho60: Isto é cá um grande buraco!.. Como é que o #Sócrates anda cá fora?
@Lusa_noticias @rtppt @dn @fcancio 
https://t.co/SV9 _",0
A era em que 'homens' começam a usar cor de rosa https://t.co/3Cfl9aoHmO,1
RT @WinterCosta: Arrebentou mesmo! Essa palestra deveria passar o dia TODO em TODOS os canais de TV de TODA América Latina. Socialistas de _,0
"'Um juiz dos Estados Unidos resolveu educar, ao invés de simplesmente punir, cinco adolescentes que haviam feito... https://t.co/QYgzl6fARJ",0
@ok__diego acordei sapatão hj,1
"O Lula me bloqueou no twitter
Alguém deve ter lido pra ele minhas piadas...",0
Nossa companheira @cynaramenezes prefere a Europa. Que bom! Uma vez que lá está tomado por terroristas.. Se quiser _ https://t.co/CiBkxHXRpR,0
RT @OhFazFavor: O presidente a ser o presidente https://t.co/o3NexsMyIs,0
"@BRXSRV foca-te em nrs e n digas q é inofensiva, em si mesmo, o islao está a ser levado para lados radicais e n estou só a falar da isis +",1
"meu tio diz que eu sou brega, só porque curto umas músicas antigas",1
to começando a achar que a minha vida tá assim por causa daquelas correntes do orkut que eu não repassei,0
Estocolmo: capital das violações! As mulheres andam com medo e mudam hábitos de vida. 'Welcome R(ap)efugees'? _ https://t.co/BxSrVriKNC,1
"Odeio sapatão por isso
Não desapega de ex nunka",1
"Parabéns @realDonaldTrump , sinal inequivoco que estás no caminho certo! https://t.co/ZFzguvpwlD",0
"aeeeee dilma caiu
ja posso viajar pra miami agora?",0
"Uau... agora ele vai chorar! 
Aliás, que galera democrática hein? Tipo aquela época em que você era da KGB... https://t.co/QZiIuC5PRK",0
"RT @reaconaria: Para a mídia o argumento que vale é 'se eu não gosto, então é Hitler'
https://t.co/Z5qbBxwYVA",0
RT @Joao_Marcos865: #NaoAceitamosRefugiados A Imprensa preocupa-se tanto com refugiados mas nao lembra os cristaos perseguidos e mortos no _,1
"glaucio me deu feliz dia da mulher, respondi com 'pra vc tambem' 
eu sou muito burra",1
"@fguedesramos 
Calhau com olhos ;)
:)",1
"Afinal a Constituição da República feita por estes senhores, serve para quê? É para ser violada?
https://t.co/JuaODQaZmS",1
não sei como esse cara não virou fixo do elenco do @TheNoiteOficial https://t.co/Lxk7uwfr5C,0
@Estadao Nunca vi esses 'coletivismo' lutando pelos direitos da mulher no islamismo. Elas são só massa de manobra d _ https://t.co/doSd6ScAnu,0
Mas previdência não é coisa de quem trabalha?  https://t.co/3qZoXQqTfw,0
'La La Land' mais parece titulo de um doc. sobre a terra dos larilas e das fufas.. O mundo esta perdido.,1
RT @bifeahcasa: Até o psd tem um candidato à cml q é anónimo...,1
eu to muito sapatao scrr,0
"KKKKKKKK
menos a prima sapatão
abusada do cacete https://t.co/76wc62FhaW",0
Não vê essa merda de Crepúsculo! Pra isso temos a cinebiografia do Chuck Norris....,1
Sua vida está protegida por milhões de Brasileiros que oram por ele todos os dias.Deus está nesta causa. https://t.co/5643HNZKx3,0
a natureza é mesmo perfeita... olha esses filhotes nascendo *___* quantos RTs essa mamãe merece hein? http://t.co/5NMQ2WSY,0
"Aliás, qualquer reunião a base de violão é um local propicio para um massacre de serra elétrica!  E eu apoio.",1
"A Justiça tem que estar ao serviço de todos e não à mercê de privilégios de uns quantos.
@govpt @antoniocostapm 
https://t.co/s4IjrxP8vM",1
@5gu @caiquepala esse gordo pedante se sentindo,1
@BrendaPaesGp homem q repara lingerie é pq tá querendo usar,0
Eu sabia que ainda não tinha visto tudo que era possível sobre o destaque desse carnaval.... https://t.co/Oxb4SGd3pe,0
#SerMulherÉ achar que por vc ser gorda está fora do 'normal' e feia.,1
"Burra é a mulher que depois de ser prioridade, aceita ser 2 ° opção.",1
@leafar2016luis Infelizmente não Rafael. Estás a meio caminho entre Porto e Vila Real. Pega nos teus tropas e escolhe uma,0
sabe quando voce eh feia e a sua cara eh gorda? eh o meu casokkk-chorando-,1
"SÓ LEMBRANDO, HOJE 08 DE MARÇO É #DiaDaMulher 
M - U - L - H - E - R
PRA HOMEM QUE USA SAIA, MAQUIAGEM ETC:
SEU DIA É O 1º DE ABRIL.
#PAZ",1
"@SamsungBrasil eu ia comprar um S7 semana que vem, desisti",0
Filtro Branco para Coador Hario V60 - 02... Apenas R$62.00 Acesse https://t.co/94qzFbuWyX #Casa #oferta #desconto _ https://t.co/1MfsVXQSc9,0
"RT @gaviaochis: Jovem é preso com moto roubada no dia que completou 18 anos.
Vamos cantar parabéns para ele? https://t.co/F7Sj3N _",0
"@pauloap @FelipeHamachi 'ain pq toy story mostra o capitalismo do menino que escraviza os brinquedos' 
'pq sera que o woody não é negro?'",1
"Isso não é professora, é uma doutrinadora que usa a audiência cativa das crianças (alunos) para impor suas seitas... https://t.co/qHDBdkJ9bu",1
"Coisas que eu tenho que ler no dia da mulher
Excluído pq não tenho paciência pra uma pessoa tão burra https://t.co/rgoplvF1Xz",1
"@catracalivre Feminismo: movimento de cooptação de mulheres p/ a militância esquerdista, não defende mulheres. O Bo _ https://t.co/2AL5dbOqm1",0
"O Henrique Raposo já terá dito que nada tem contra comunas ou fachos, pois até tem um amigo que é as duas coisas...",1
"Agradece-se esse empurrão vindo do outro lado do Atlântico para dar o golpe de misericórdia na famigerada @uniao_europeia 
#BREXIT #PEXIT",0
RT @profsandrag1: A PL 2516/15 propõe imigração em massa de refugiados islâmicos para o Brasil. NÃO QUEREMOS A SHARIA NO BRASIL @MichelTeme _,1
"O @whindersson nunes merece o título de maior youtuber do Brasil, e de respeito. Parabéns! #espiritosantocaos https://t.co/kKUTrzGX0a",0
"Conversarei com os Xerifes e Chefes de Polícia às 9:00 AM (13:00 [BR]) hoje e discutirei sobre a terrível, perigosa _ https://t.co/AeSh1mq1mk",0
"RT @GlacieFranca: @otmar03 A corresp. de NY, do SBT, não disse o nome de Obama, quando falou da espionagem da CIA. Se fosse no gov. de Trum _",1
@5gu Lá vem a gorda fazer chantagem emocional.,1
RT @RicardoFerraco: O STF obrigar o povo a indenizar preso é o cúmulo! Peço seu apoio na minha proposta que direciona indenização do crimin _,1
"@brina_gugli @JOAQUINVOLTOU Pra contribuir, nosso perfil lança essa camisa aqui https://t.co/ZU4Gqejpbt",0
"Bom dia
Hoje 
Arroz integral 
Feijão branco 
Lasanha 
Cuscuz refogado com legumes
Abobrinhae couve-flor de... https://t.co/kIYlWuOAxD",0
"Ministro do Ensino Superior de Angola, foi exonerado (fonte não revelavél).",0
@karlariane não adianta porque ela não mostra a cara. o máximo que vai acontecer é o perfil ser apagado.,0
"@idcgus se ela fosse sapatao eu te ajudava, amigo... mas ela ate namora um mlk",0
RT @GiocondaBrasil: Vou para a cozinha finalizar o jantar para meu marido e filhos. Feliz dia das Mulheres pra vocês também.,0
RT @opsluanjo: Gente a mulher parece aquelas tia que fica na cozinha mas na verdade ela é um gênio da física #MasterChefBR,1
"Ver 1 mulher com 1 olho negro é das coisas que mais me revolta.
Nunca sei se é 1 ex do Carrilho ou 1 gótica a passar dificuldades económicas",1
RT @GABRIELPlNHEIRO: Veja tem medo do PSDB perder lugar https://t.co/eqAnbcnXlj,0
RT @gabwhenicome: esse tt @direitafalando é o melhor JAJDKDKD,0
Aberração é um adulto impor às crianças a flácida relação da ideologia de gênero: Nada é o q parece ser. #nãoàideologiadegênero,1
"@LuisaSoffner não tem os cromossomos XX não é mulher, não é preconceito, é biologia",1
Feliz Dia das Mulheres Femininas!,0
"Feministas, o mundo é melhor sem vocês",1
tô considerando a ideia de usar burca pra não ter de interagir com as pessoas,1
"@sapo e aspirar, posso?",0
@Estadao @Emais_Estadao Mais um mimimi dos feministos https://t.co/t9LOPMbtMb,0
"TOME VERGONHA!! ganha 12-13 salarios, todos os privilégios e fala em greve. E se parar de trabalhar ainda tem 1 mil _ https://t.co/JvttuJWazc",1
Que burra essa mulher que perdeu o mamão! Ele é mto maduro cara,1
"'Eu acho q já se nasce c o bichinho de matrafona'(ouvido na SIC).
As desculpas q os homens dão à família pra justificar vestirem-se d mulher",1
"OLGA BENARIO
Vai toma no cu https://t.co/ux61TtGZLh",1
"O Canadá quer receber 40 mil refugiados,resumindo 40 mil desempregados.Isso não explicam para a população.",1
"[9/3 09:11] jhu : Bom viado mais lindo
[9/3 09:11] Dj Luizinho: Bom dia sapatão mais gostoza",1
"#BolsonaroPresidenteDaCamara
Certeza que os jornais vão dar um jeito de falar mal dessa tag.",0
A sorte do Fernando Pessoa foi o @RCOSTA_EXPRESSO ainda não ter nascido. Conseguem imaginar os heterónimos a serem denunciados no twitter?..,0
orgulho de ser BRANCO,0
Bem que a @RedeGlobo  poderia fazer o mesmo com o @alexandregarcia. https://t.co/beuwpfNqaF,0
"Tu é DITADOR! Tem moral pra falar mal de NINGUÉM, seu vagabundo! https://t.co/5z3HWzWOgJ",1
"@clariissegarcia @CuriousCatMe de gorda tem msm não,mas feia....",1
"é como eu sempre digo, só tem 3 opções pro brasil ir pra frente 
é só escolher",0
"Os pretos são criminosos
As gajas com decote são sluts
Os bissexuais são indecisos
Os refugiados não merecem uma oportunidade de vida",1
"não há nada de engraçado, só gente mentirosa sendo desmascarada e fugindo sem refutar nenhum argumento! https://t.co/OZ9kfCML1a",0
"RT @Egocentricpapi: Mulher que apanha de homem e ainda assim continua com ele é burra!!
Att: Não perguntei nada, é burra e acabou",1
"@RenatoBrowne @renataloprete @GloboNews se elas votarem nelas mesmas, talvez ajude https://t.co/A0MTriB5R1",0
Já era pro ISIS. https://t.co/o54JD6vqmW,0
jornalistazinho neo-ateísta militante que só sabe atacar o cristianismo!!! https://t.co/aqsKwu2cht,1
"'os funcionários mataram o menino no Habib's pq ele era negro e pobre'
Hahahahhaha como se os funcionários do Habib's fossem ricos",0
...ter ganho. Os democratas estão usando demais a mesma carta. Perderam as eleições e agora estão perdendo a noção _ https://t.co/D8AyuArvS6,0
RT @lionnisterz: AS SAPATÃO TÃO NERVOSAZ https://t.co/utM5uaa14Y,1
1 dúvida: quem tem preguiça vai pro inferno ou eles buscam em casa?,0
O CDS avisou Centeno das 'consequências penais' de mentir ao Parlamento. Mas está algum ex-deputado do CDS preso?!...,1
Esse feminismo que quer igualdade entre homens e mulheres? https://t.co/UQpeGIjPT0,1
"Portugueses, não se esqueçam de votar agora na música que nos vai envergonhar na Eurovisão
#festivaldacanção",0
"@catarina_mart 
E eu sou o candidato do #PNR à mesma Câmara. https://t.co/Uy9pd4jzdf",0
cota é racismo!!!! somos todos iguais,1
A situação da Europa resumida: Aceitar refugiados e lidar com risco de terroristas infiltrados ou não aceitar e ser taxado de xenofóbico.,1
Mais de duas mil solicitações recebidas pela Polícia Militar do Rio foram pedidos de socorro sobre violência... https://t.co/03muDB6uAI,0
Aos poucos vamos acabando com essa tentativa de destruir nossa democracia.#ForaComunismo https://t.co/lGKB7vjMjn,0
principalmente minhas irmãs adoram falar o quanto eu sou feia e gorda e elas lindas e perfeitas,1
RT @editorahumanas: Vai daí pelego! https://t.co/YSQkoolQSQ,0
E as indiretas pra Grazi nao param... http://t.co/HLEWqoe9cD,0
"ainda bem que o crivella ganhou, imagina só o rio com droga legalizada, sem PM e aborto liberado???",0
"Ñ conheço Putin, ñ tenho negócios na Rússia e os haters estão insanos - mas Obama pode negociar com o Iran, #1 em t _ https://t.co/m41QXLBhNz",0
Grande honra comparecer ontem ao recebimento dos restos mortais de Ryan Owens com minha filha Ivanka. Um grande e corajoso homem-obrigado!,0
"PODE SER GORDA 
PODE SER FEIA 
SO NÃO PODE SER GORDA E FEIA",1
"Aliás, quem é essa porra de Felipe Neto? Não sei, mas só de ser Neto já imagino que fracassou!",1
"Nunca vi a imprensa nacional tão descarada e parcial. Virou torcida de arquibancada. Patético! 
Aliás, democrática _ https://t.co/tOlvYTnnZR",1
"Confira a contribuição de uma de nossas integrantes para o blog da marca Insecta Shoes!
'Será que realmente somos... https://t.co/wa9t6vhirl",0
RT @Entrevistamento: Quando a vaga não oferece estado democrático de direito https://t.co/sbhAPj3Btp,0
"Não gente, poderiam ter sido 2 criticas mesmo. Não se prendem a isso não. https://t.co/vB3Aceu8pY",0
RT @SalveNordeste: Obrigado pelo seu apoio e contamos com vc para a divulgação da campanha e as #salvealagoas  e #salvepernambuco,0
"homem nasce homem
mulher nasce mulher",1
feliciano não é estuprador gente isso é tudo marketing da esquerda,1
"@5gu não sou tua miga
E daí que são de 2013? Preconceito não é opinião pra mudar conforme o tempo passa. É algo puro e simples! Gordofóbico",1
...intencional. Esta narrativa toda é uma forma de livrar os democratas da derrota em uma eleição que todos achavam _ https://t.co/2LdGdeOP37,0
Já começaram a comparar o preço do ovo de páscoa com barra de chocolate?,0
Resumo do feminismo: querer aprovação pra mostrar o rabo https://t.co/GRoLFzkEsX,1
"@aninha_ebc Nossa, ta chiques rs.. mtos contatos hahaah ta boa?",0
"jener e gabriela surpresos quando disse que era sapatao
ata more",0
"Estes 2 golos e as respetivas jogadas são mais uma prova de que o Benfica está a ser claramente levado ao colo na Taça da Liga
#VERGONHA",0
"Voltei do hospital agora, fui ver um tio que tá gay. Ele tá melhor, já tá pegando nos peito da enfermeira",1
RT @BlogDoPim: Gente comum com frequência deixa-se levar pela histeria de esquerda. É preciso descrever na íntegra o quão ridícula ela é. M _,1
Mais deprimido que a Grazi Massafera assistindo Amores Roubados,0
Quando vc descobre que aquela mina que vc conhece de vista é sapatão,1
"RT @Marcita_um: @lobaoeletrico Diria q todo esquerdista é um orgulhoso que fugiu das aulas de história, pulou aulas de filosofia e nao sabe _",1
"Justiça seja feita, nem todos os ladrões são banqueiros...",0
"Você só fala mal do Silas Malafaia, porque ele é o modelo de pai que você nunca teve!",1
RT @fofocasonline: Este é o islamismo..... A triste realidade que a imprensa #fakenews se recusa a nos mostrar.  https://t.co/0lcwY4ri6M,1
"RT @LumiereCardoso: Concluindo: No fundo, a Disney só quer mais audiência, competição tá dura. Na minha família isso já não se assiste http _",0
@EricksonEriie tens razão concordo totalmente acho que dos 0 aos 5 os putos estão preocupados em saber as cores os números e não tipos de,0
@BrendaPaesGp oq vc mais gosta na cama edredom ou cobertor?,0
"E a imprensa brasileira deu a mesma ênfase que no caso dos presídios. 
Não, péra... https://t.co/Oag1PmiyXR",0
"ela fica de cu doce falando q eh gorda e feia, ela eh linda e magra, nn adianta eu falar kkkkk, tive q postar https://t.co/p5ldIs1qd9",0
@reinaldoazevedo @VEJA Ta feliz né reinaldo.??? ...Voce é a maior decepção desse país ...quase no mesmo nível do PT https://t.co/G4gcsrRLUH,1
Aí #TheWalkingDead deixa de ser sobre zumbis e vira jogos mortais,0
"Dizer que parece piada é fácil! 
Eu Quero ver refutar o que falei com fatos, lógica e verdades! https://t.co/QvAkRmZscJ",0
Há fufas se deus quiser,1
o feminismo no Brasil é mero cooptador de mulheres para a militância esquerdista! Não defende mulheres é apenas um _ https://t.co/qSvyplfFcp,1
Espero que o Quartel dos Bombeiros de Cascais tenha espaço suficiente para acolher o julgamento de todos os arguidos da Operação Marquês...,0
RT @FHenriques: Todos os estados excepto dois (e) não cumprem as suas obrigações em relação a acolhimento de refugiados vindos de e _,0
Não basta os escandalos de corrupção..mas tudo de ruim que o marxismo trouxe tambem. https://t.co/ssIPLIF918,0
"Download de cabelo afro pra the sims 4 = pra ilustrar a guria coloca um monte de sim branco e loiro.
MIGA..
QUE QUE CUSTA..?",0
A entrevista mais longa do Super Bowl com @oreillyfactor hoje à noite às 8:00 PM (0:00 [BR]). Divirta-se! https://t.co/2wVSIjP7oI,0
@belaaferaa aceitei pq sou uma sapatão sinistra,1
"Não Tanto Quanto Você Militante @FafaGramacho1 Defensora De Ditaduras Em Angola, Cuba e Venezuela e Defensora Da _ https://t.co/oaPM8Qw14h",0
"4 Dias em Campinas, uma única mochila. Nem usei todas as roupas que eu trouxe!",0
"RT @GABRIELPlNHEIRO: Na Arabia Saudita, Irã, Afeganistão...
E nunca vamos ver feminista falando do islã https://t.co/3LzVuLpOp8",1
"RT @Deia_Gut: @g1 Mas soltar o assassino Bruno tá de boas, né STF.",1
Uma mulher morreu nesta terça-feira (28) em um hospital da Nicarágua após não suportar as queimaduras em todo o... https://t.co/VAdnYMhZPB,0
Feliz dos homens que gostam de mulheres - http://look-look.tumblr.com/,1
"'Você tá gorda demais, tá feia'
'Eu te amo, mas você precisa se arrumar mais'",1
"sério que ainda tem gente que fica postando foto com a legenda GORDA MESMO, FEIA MESMO.",1
"RT @domestorck: Esse mundo sapatão é uma viagem, todo mundo pega todo mundo credo YCYFUGUG",1
Feliz dia do amigo que toma pinga!,0
RT @hezen10000: @DefesaHetero Viva a família tradicional e não a família artificial...,1
Por que a fome do mundo não ? Por que os refúgiados não são mais alvo de polêmica e ajuda ? Por que isso é importan _ https://t.co/gl2aRAv56X,1
"RT @taniaoliveira_: Face da desumanidade, ganância,  cinismo, movimentam -se pela volta das mamatas, roubalheira, sem vergonhas, anti patri _",1
"RT @RhRaysa: [8h06 07/03/2017] Naily: Vai ter cschaçadaaa
[8h06 07/03/2017] Naily: Várias sapatão",1
Parabéns!!!!Que o mundo copie e não permitam está insanidade. #TrumpEuApoio. _ https://t.co/NQf6uSIj8l,1
RT @nazaredfatima: Não concordo e nada contra a homossexualidade.. https://t.co/QFtgTER9DM,1
"América-MG, olha oq o senhor fez, coelho safado https://t.co/nDazPNqhae",1
"RT @jpintocoelho60: Isto é deitar lenha para a fogueira. Querem mais 75 milhões de muçulmanos com livre circulação na Europa? Traidores!
ht _",1
"Lingerie? Com peitões e não tendo pinto, tá blz https://t.co/om8VN6TeIt",0
Não adianta nada fazer textão de dia das mulheres e quando liga no callcenter chamar a atendente de burra  e dizer 'tinha que ser mulher' :),1
Quando o combate ao capitalismo e a ideologia de gêneros nas escolas falham miseravelmente: https://t.co/YHhEKQMI6H,0
RT @TopOfertas_Casa: Filtro Branco para Coador Hario V60 - 02... Apenas R$62.00 Acesse https://t.co/94qzFbuWyX #Casa #oferta #desconto #lcd _,0
"DOMINGO 19:32
ESCONDE O REVOLVER
PAGA AS PROSTITUTA
TIRA O FILME PORNÔ
COLOCAR NA REDE VIDA
CHÁ DE BOLDO
DECLARO ENCERRADO
O FINAL DE SEMANA",1
"Rosto do ódio a Trump, @LuisCostaRibas é um nojo! Jornalista ou político da oposição? Espuma de raiva diante do melhor que aconteceu aos EUA",1
"RT @josesoubrasilia: O PODER EMANA DO POVO
A PM TAMBÉM É POVO BRASILEIRO  https://t.co/o3wiRZhKwO",0
Ficar definindo significado em tatuagem é coisa de mulheres e tcholas,1
Parece que o Papa vai estar menos tempo em Portugal do que o Porto esteve em primeiro lugar...,1
"Falam de Trump, mas vários países também não aceitaram refugiados – DexMag - https://t.co/LJ3ApghgaB via @dexmagazine",1
"minha mulher está ministrando um curso de atualização para secretárias do lar no RJ, onde já se viu pendurar pano de prato no ombro!!!",0
"Vc é comunista??Desculpe,vc está condenado a eterna dor e sofrimento.",1
Essa foi na mosca. E eu achando que o problema fosse só aqui no Brasil com essa 'geração lacre' https://t.co/RLhRV0Ofei,1
"PRÊMIO PUSKAS? BOLA DE OURO F.I.F.A.? 
GRANDES MERDAS PERTO DISSO. https://t.co/7vP07TbcJS",1
"A corrida pela liderança do CND foi obviamente 'armação'. A escolha de Bernie, como ele próprio, nunca teve chance. _ https://t.co/K1Je1TMVPv",0
"Estão cada vez mais totalitários! Correm tudo a proibições e extorsões. É só dogmas e tabus... Mundo louco!
https://t.co/6EqrTVzYim",0
"Que dicionário!
Feminismo:
-defende TODAS as pautas da Esquerda
-é só a Esquerda perder q faz protesto
-nunca prote _ https://t.co/LyEUMVWTpE",1
@ruben5018 @grilo_18 @francisco9dinis @EduAntonio18 os refugiados não têm fifa !! Nem aulas até às 17 e 30,1
@AdemirAlvim eu tenho conhecimento dessa doutrinação nas escolas... Uma triste realidade no Brasil e no mundo!,1
"É 'caminhão que atropela' e outras abobrinhas que a mídia solta... mídia suja, comprada, sem credibilidade nenhuma! https://t.co/5fLrJ7k0yt",1
PEC pra invadirmos a Argentina já!,1
@naando_Luiiz configurações > desativar minha conta,0
"Se vc tem um namorado que diz que não olha para as gostosas e que
não bate umazinha nunca! FUJA: é uma franguinha sem caráter !!!",1
"Você é cheinha, NÃO é gostosa. Ponto. https://t.co/Dd1TcPSfye",1
