text,hatespeech
"Acabei de passar na frente de uma borracharia cheia de gente, e gritaram ""hoje vai dar veado no jogo do bicho"" e todo mundo começou a rir. Eu só espero que cada um desses caras morra da pior maneira possível, e eu não sinto rancor nenhum por isso",0
caralho olha oq ponto,0
"rt @user eu sou feia pra crlh ,insuficiente pra crlh ,inutil tbm ...",1
"🎬 Videoclipe do MC DKZIN FEAT DJ RD SAN
🎺 BAILE MEXICANO💃🏻
📲💻Acessa o link Do canal do YouTube 
▶Lancinho Lança 🔔ative o sininho 📌
👍🏼 Da um like 😍 💬 comenta também e
🔁 Compartilha com os amigos 🔄
Pra fortalecer o amigo🔝... https://t.co/xnZo9JYtQl",0
"@user EXATAMENTE! é assim mesmo que agem, pode ver que em toda discussão entre um sulista com um paulista/carioca/mineiro eles sempre apelam pra isso e são 100% homofobicos, infelizmente grande parte acha que só racismo é grave e deve ser considerado",0
@user e eu mô preocupada atrás de vc.. onde ce tava alice? “tava andando de moto” vsf kkkkkkkkkkkk,0
"olha eu n茫o tenho maturidade pra ver essas coisas, eu fico muito mal",0
"rei leão é mto desculpa pra gente ser idiota e ir no cinema. primeira cena o simba manda um ""me pertencerá?""",0
"@user @user mano olha essa pretinha, slc",0
@user só não encontram o queiroz,0
eu tenho raiva de gente biscoiteira puta que pariu,1
tu é mais chato que pelo no cu,1
pessoa mais incrivel que existe tmnc te amo muito memo porra — te amo demais você é foda❤ https://t.co/wsbmxi82tb,0
"rt @user eu ri, mas aquilo acabou comigo.",0
@user @user @user eita porra kkkkkkkkkk,0
rt @user prlo amor de deus eu quero um trem desseeeee https://t.co/g74bdpvk6f,0
putinha do capô de fusca kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
me arrependi de ter chamado essa pessoa pqp,0
@user ele ilumina meu mundo inteiro porra https://t.co/btwqlv296e,0
"deus me dê muita calma pq se esse acumulador de lixo do meu vizinho falar um ""a"" vou xingar ele todinho.... que ódio  😤😤😤😤",0
"@user Certíssimo guerreiros da rotam Pa
Vagabundo tem que morrer É sal 
Bandido bom é bandido morto 
Avante @user  dá moleza pra vagabundo no Pará mais não !!",1
saudades do beijo que a gente ja deu — só chamar na dm https://t.co/hyigtz3ogo,0
"Quando vc tá com fome de comida e fome de cu ao mesmo tempo. 
#SINDICATODOSDIVULGADORES 
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
https://t.co/HdoqBhN0Io",1
"rt @user no morumbi, nos braços da galera? dani alves pode ser apresentado como luis fabiano e kaká https://t.co/sub13b6kpq http…",0
rt @user eu quero distância desse povo pau no cú,1
@user vai ser melhor que #lacasadepapel4 😂😂😂😂😂😂,0
@user vou assistir ent茫o k,0
@user putinha da dupla penetração...,1
tomando pinga 1hr da tarde kkkkkkk porra eu sou um lixo,0
rt @user mano bolsonaro puta maluco toxico veio aqui em casa solto mo peidao fedido slc mo chero de morte,0
sou apaixonada 😍😍😍😍❤️,0
"@user Sei que a inveja é uma merda, mas Greta Thunberg está sendo indicada este ano para, caso ganhe, receber o Nobel em 2020. Lula, indicado ano passado, concorre ao prêmio este ano",0
"@user @user @user ""corte em imposto agora é PEC""? ok entendi, não po tem não, o Bolsonaro chega na janela e grita, CORTE EM IMPOSTO TAOKEY, é assim que funciona, nem existe essa loucura de proposta de emenda constitucional, pish doideira, nem rola mas, é assim mesmo po ele chega na varanda e grita",0
"@user kkkkkkkkkkkkkkk eiiii oooou eeeei ooou
me jogou no lixo e a amiguinha reciclou",0
v茅i quem 茅 que esquece mochila p viajar??????? 茅 igual ir p festa e esquecer ingresso mkkkkkkkk,0
"o conceito da minha pack pqp

https://t.co/lfxkuxm0ar",0
corre que os árabe tão puto 😂😂😂😂,0
@user @user você é um lixo desprezível,0
"rt @user eu sou literalmente a amiga feia do grupinho, esse peso eu carrego com clareza",0
@user é consta... a dor de cotovelo tá te deixando burro hein?,1
"@user @user @user @user Não vejo nenhum assalto ou latrocínio na sua foto de perfil, claramente não há criminalidade no Brasil.",0
@user ele é russo infiltrado no brasil kkk,0
alguém tem aquele vídeo de chansoo brincando com aquele negócio verde e o negócio verde vira um pau?,0
rt @user amo assistir jogo de vôlei pqp,0
"@user @user ainda por aí ? putz, volta para a hibernação quadri anual ! assim, não nos causa vergonha e outros custos.",0
"@user já não entende bosta nenhuma de futebol e agora quer palpitar sobre aquecimento global. kkkk 
para que ta feio taina.",0
"@user @user @user @user MAIORES IDOLOS DOS CLUBES
FLAMENGO - ZICO

SÃO PEIDO - ROGERIO CENI

sabe o que nao tem reo, ver bambi pagando pau pro nossos idolos 
KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK https://t.co/h9j7Oyahvj",1
"que galera chata do caralho, reclamou desde o começo por causa das camisetas mas não foi atrás de fazer nada melhor.
zzz",0
"@user menina do céu... eu vi esse mv uma vez só. E eu quase enfartei quando apareceu a beleia e nunca consegui ver o final, comecei a chorar na hora",0
passa vis茫o bb praonde vc quer ir hoje falai que nois vai? 鈥� 馃 https://t.co/nnzkybafm3,0
porra vão abraçar a mara bicho desde ontem que ela ressuscita o time #voleinaglobo,0
rt @user enrabada gostosa do carai !!!! https://t.co/u0nqa9rkzi,1
@user oh mano obg porra tou bue aliviada,0
"Clube do 🍷 deu as caras.
Primeiro o vídeo do Abel, depois a foto do Leovegildo. Agora os comentários.

Precisamos MUITO estar do lado do nosso técnico, pq vão bater demais nele.

E o @user foi bem sacana nessa. Mau caráter? Quem? O @user ? Pq não cita nome? https://t.co/dzTZFQTr1r",0
o pai da minha amg foi espancado mano como assim ????,0
"@user @user @user rafinha ganhou esse título na reserva filipe lahm, então menos tá!",0
eu achando q o jogo do vasco era hj tnc kk,0
mano meu twitter bugou e apagou minha foto com o goblin slayer caralho to triste demais vo chora,1
@user @user chupa q é de uva filho!!!! https://t.co/z6l3tlybdb,1
@user verde fácil,0
@user @user @user tá pegando fogoooo,0
@user mas que biba p茫o com ovo feia du cacete! hauhauhauhauhau,1
aquele médico babaca de vis a vis é um filho da puta mano q ódio,0
eu conto ou vcs ??? kkkkkkkkkkkkkkkkkk,0
pra baixa da égua*,0
amanhã é dia de vestir meu manto ir pra casa do mozao e ver mais uma vez o corinthians ganhando da porra do time deles,0
rt @user era melhor ter arrumado a porra do quarto. https://t.co/pa5kwthuda,0
"Quando você é Sócio e ainda não decidiu quais os dois amigos que você vai levar de graça no CFCxFFC do próximo dia 10.🤔 https://t.co/SlgbcEFuOM
#RumoAoAltoDaGlória https://t.co/0nNlbP4v1n",0
"@user nossa véi, sou louca pra descobrir quem escreveu essa porra af q palhaçada",0
a direção criativa do swimming é bonita demais pqp,1
@user ué porra que tipo de desgraçadx mental baseia 1 relacionamento em uma coisa tão fútil? que inferno,1
@user nunca escutei. pode me mandar?,0
se tá ruim para vc imagina para mim que nem tenho amiga suficiente para formar grupo k,0
rt @user sâmia: ‘bolsonaro subverte a lógica do desmatamento e não demite quem deveria: ricardo salles’ https://t.co/s1psufljvh,0
"@user nem é só do FLA, vejo q é em todos os times quase a mesma coisa 
Adidas é absurda, mais porra, em camisas de times poucas se destacam por serem quase todas iguais",0
@user e as filhas dele nessa história?,0
@user 茅 s茅rio viadao kkkjjkkkk,1
"cara, toda vez que o mineta aparece eu já fico 🤢",0
puts essa já não dá mais,0
@user foi eu kskskks,0
limpeza na manhã deste sabado na feira livre do centro de paulista.,0
"empatia é o que vcs enfiam no cu né? depois vem com textao de setembro amarelo, vão se foder",1
"Buenas 
Vem ser meu premium bb
Manda email para cahgoddess@user

@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user https://t.co/8r6XIPC2dX",0
"@user @user @user Eu também falo para meus amigos homens tomarem cuidado com quais mulheres que confiam, pois como eu disse, mulheres também fazem merdas com homens

Mas nem por isso chamo as mulheres de lixo na internet",0
"Grita puto, namoral, acordei um dia querendo parar num bar, tomar uma breja, escutar um victor e léo e chorar por nem sei quem mlq kkkkkkkkkkkkkkk",0
"pegar no topo , na prosperidade , com tudo dentro e na moleza qualquer uma se prontifica a se oferecer ! raro mesmo é agarrar com garras e unhas quando o companheiro não tem nada , quando o companheiro começa no zero e muito menos quando ta sem um Puto no bolso 😚👌",0
"diablo e blanca, casalz茫o da porra.",0
tou gorda,0
eu só quero chegar em casa e dormir,0
puta q pariu caralho que saudades,0
"@user sim migo é bem assim mesmo 
por nada migo daqui uns dias vc vai tá dizendo que já está com a cnh",0
"Que tuíte CANALHA 
1-Criminaliza a Instituição CAIXA por crime de UM funcionário a mando de OUTRO criminoso. 
2-Cita nome de um CEO pra animar a plateia! 
3-Joga lama no BNDES onde está mais que provado não tem lama! Que pessoa lamentável e que ainda quer passar por profissional. https://t.co/RWChSwE6yW",0
tá certo pois bolsominion não dá,0
"e ver isso 茅 triste, j谩 que ela trabalhou muito para tar onde est谩 e conquistou as coisas sozinha, e agora ver ela a ser resumida a macho, desanima",0
o 煤tero co莽a pqp kkkkkkkkkk anticoncepcional q me aben莽oe,0
sou mt burro pq não penso nas coisas???pq deixo pra pensar dps  que passou vsf,0
e vendo muita gente que sempre amei e quis perto com umas atitude nojenta pra caralho que sempre teve e eu não queria ver ou não via,0
graças a deus que natinha é um projetinho de ser humano pica de mais,0
"é uma intimidade tão boa, que me faz bem demais. e eu tô aqui chorando demais em saber que as coisas estão dando certo.",0
"rt @user agora q reparei q citei nietzsche pra comentar coisa de blogueira mt bom 

tweets com embasamento filosófico https://t.co/a1cf…",0
@user vai porra,0
eu reclamo de tudo mas não tem nada q eu odeie mais que os fãs de kpop puta merda que gente chata do caralho odeio todos,0
o caraio vai ter sorte com homem assim lá na pqp,0
"Uma singela perguntinha...

Barroso do Supremo/merda é:

1) Golpista safado?
2) Bandido de toga?
3) Oficce-boy da Globo?
4) Cachorrinho do Tio Sam?
5) Marionete de poderosos?
6) Comparsa do Juiz ladrão?
7) Pau mandado dos Marinho?
8) Grande filedaputa?
9) Tudo junto e misturado?",1
E sim o @user e o @user são Oficialmente o Bar e restaurante OFICIAIS se todas torcida Palmeirense aprovada. Att Diretoria,0
"@user exato, parece que nossa idade mental n茫o corresponde, sei l谩. mas a铆 cria um conflito com outras quest玫es haha",0
"rt @user atenção vc que mora em brasília 🚨

ajuda! 

#stfvergonhanacional https://t.co/jvk1bnqlql",0
esqueci que o vitinho chega hoje,0
"@user cadê gerson, pablo mari e rafinha",0
procrastinando antes de come莽ar a trabalhar. https://t.co/kbpvrkkfrv,0
filha da puta,1
"Pra se fazer a seda é preciso matar o bichinho,cada casulo é equivalente a 7m da fibra,quando o bichinho quebra o casulo só resta fibras curtas e se as usar o toque,o brilho e outros fatores serão diferentes dos proporcionados pelo fio longo, q tem + brilho e + conforto ao toque",0
aposto que é coisa de carioca ou de paulista pq porra só a gente pra fazer essas merdas,1
"Eu tenho que tomar no meu cú 
Tô cansada de saber que eu passo mal quando como requeijão e oq q eu faço?

Isso msm, como requeijão. https://t.co/qjgzKSUPIu",0
"Flamengo vendendo pacote pra final da libertadores já, torcedores já se colocando na final....

O CHEIRINHO EM 2019 VEM FORTÍSSIMO MEUS AMIGOS! https://t.co/EdnAbTNm7Q",0
hoje tem mengão porraaaaa #gofla,0
"não entendo pq deixei acontecer ,mas isso me apavora 😩🎶",0
vc ta falando do curso?,0
saudades dos amigos de sp mds pqp,0
@user falta pouco pra eu surtar,0
vtnc com essa internet lixo já acabou,0
@user amo você pra carai,0
"magian ter que explicar a tv brasileira p alguem, os cara com uma panela de brigadeiro ao som de nxzero e pericles",0
rt @user isso não é 1% do que você merece minha vida!!! https://t.co/9jhyfxk4wq,0
"gente, vocês também às vezes ficam com um frio na espinha como se alguma coisa fosse dar errado mesmo nada acontecendo?",0
rt @user puta merda incrível https://t.co/bybemdemc7,0
independência ou morte!,0
"inferno
não me deixou dormir????
agora corre na porra, vai rodar até cansar fdp
😂😂😂😂😂😂
eu mesma na tpm",0
calma meu amo to indo meu amo ja to chegando meu amo pqp quem prendeu esse gato ai vai toma no cu qlguema dota esse gatinho,0
@user kkkkk podia ter dormido sem essa.😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0
minha mae infernizando minha vida pra eu estudar ai coloco na videoaula çaporra de internet n quer rodar nem a pau. vontade de tacar fogo em tudo,0
ele é gente boa mas é muito chato em rede social pqp vou ter que silenciar,0
e n茫o me arrependo,0
"rt @user vai tomar no cu, eu to cansadaaaaaaaaaaaaaaaaaaaaa",1
@user aí de nada 🤧❤️,0
"ela flw que sofre de ansiedade, me ofereci pra ser tarja preta pra ela, gente eu sou mt romantico se fuder",0
@user Como dizer que ficou foda para caralho??? Você está simplesmente linda e eu espero que os comentários de sua mãe ou outros não te afetem tanto porque o que importa é você gostar de si.,0
"queria ganhar mimos da oh, boy!",0
"eu reclamando q to barriguda, ai Igor, ""vc fala mt, blablabla"" ai
""olha minha barriga Igor""
[3/8 12:41] : Tá gravida karol
[3/8 12:42] : Crlh tá ddr mrm
[3/8 12:42]Karol: VAI SE FUDER
[3/8 12:42] : PORRA
[3/8 12:42] : O q ddr
[3/8 12:43] : Kkkkkkkkkkkk ddr",0
vendo ele ser fdp e não sentir nada é muito gostoso,0
#histórias do vento# embarque em sua jornada e participe de aventuras junto com seus amigos! https://t.co/50rjkvfz8p,0
"Gente bonita que faz drama por ser feia, esse mundo de gente feia não lhe pertence, deixa os feio d vdd sofrer em paz",0
"@user pó fábio, sério mesmo? vai tomar no cu!!!!",1
@user e quem mandou matar marielle?!,0
filho da puta!,1
rt @user esse mico é no crédito ou débito more? https://t.co/xnpxaow027,0
vai tomar no cu eu amo loona demais ru to mt teiste que saco elas sao a minha vida https://t.co/rd7mpgg2sp,0
"PM entrou hj em plenária do encontro de mulheres do PSOL em São Paulo, pedindo documentos e dizendo estar “monitorando presentes”. QUE PORRA É ESSA ?!",0
"quando minha mãe me chama,mas só pra mostrar pra amiga dela que já tô grande

eu: https://t.co/mfrormxs9u",0
"@user vei sulista chato é de inteiror sabe, o sotaque do sul é praticamente so nas capitais",0
um filme era lindo,0
"@user mais de 300 jogos com a camisa do atlético de madrid, deve ser ruim então... bom msm é o patric, seu cu de flecha",1
"Homem MENTE muito, tá maluco cr 🤦🏾‍♀️ porra kkkkk @user  os prints estão lá no seu WhatsApp! Aí depois vira terceiraopção não sabe o motivo. 😂",0
tô resfriada viado kkkkk,0
@user vinte e dois #mpn #nowunited #uniters #marinaruybarbosa,0
"@user @user Fez e não deu nem um pão com mortadela a ninguém.
Chato isso.
Mas foi vaiado, ouviu a galera gritando mito?
Bem feito né!!!!",0
@user beba agua (guimaraes rosa recomenda isso em noites do sertão),0
"é muito vacilo, falsidade, mimimi, cobrança e má fé. por isso que cada vez mais eu considero menos pessoas.",0
botando uma piranha pra mamar enquanto a outra espera https://t.co/ohpjp4kd0j,1
rt @user que caralho de gente chata mano tomar no cu o são paulo não vai anunciar o juanfran agora com um milhão de jogo acontecendo,1
"Deus tá mandando um sinal que não é pra mim andar de bike pq pqp bicho, o pneu da minha bike furou, aí arrumei e furou dnv, ae comecei a usar a do meu pai e a merda do pneu furou também, EU TO SEM BIKEEEEE, COMO VOU FAZER AS COISAS SEM BIKE, INFERNOOO",0
essa lista ta no minimo ridicula gente nada contra a lizzo mas a mulher acabou de lançar o debut como q vai cantar no superbowl (?),1
@user faltou o ponto no final pra esse ser um comentário seu,0
"@user nossa ela 茅 sexy d+, mano n茫o deve ser humana isso n茫o",0
@user o brendon é engraçado em qualquer estado de espírito,0
"Como que c锚s fala que o cara desperdi莽ou? O cara teve depress茫o, perdeu o pai num momento importante, assumiu a raiz de favelado, igual sempre foi, fez mais pelos mlk que esses pau no cu tudo que c锚s endeuzam hj em dia...

O cara n茫o desperdi莽ou, o cara viveu!",0
"@user calou , puta",1
"@user cinemark
não dá pra boicotar tudo nesta vida, mas as coisas mais simples dá pra gente fazer sim",0
"#sm_보이그룹론칭_취소해
se esse novo boy gruop for pra tirar a atenção do seus outros descasos, vamos parar por aí https://t.co/ipu3nrjb8b",0
"@user tao de parabens, viu?!
deve ser horrível não gostar de vcs e nao poder chamar vcs de feios.",0
tô puta esse jogo do vôlei feminino velho,0
esses vascainos são uma piada kkkkm,1
"Apoiar erro dos amigos n茫o 茅 ser leal, n茫o 茅 ser verdadeiro, 茅 ser falso e burro porque voc锚 n茫o quer ver bem o seu amigo. 
Se n茫o est谩 bom fale, se est谩 bom aplaude. 馃憣馃従",0
isso definitivamente eh muito meu sonho,0
nossa velho 2019 e vcs nessa ainda pqp,0
"Vai rola dieta 35/55/10 (carbo/prot/gord) 4ever. Treinos top &lt;3
Finalmente, tá indo. Rumo upar Shape full god fit cabeludão e foda haha. Sou insistente (:
Bora estuda Java EE agr. Mt tecnologia p manjar. Ser um Dev/Engenheiro Sênior e eficaz tb quero hehe

Tô de bom humor hj kkk",0
tava aqui provando um vestido p hoje e a minha mae solta “ deve ser muito difícil né ser piriguete no frio” 🙄🙄,0
aaaa porra..... o útero até coça,0
"platão, não me fode",0
PRECISAMOS IR PRA CIMA DO STF .SEGUNDA FEIRA VÃO  AFASTAR @user ..DELTAN DALLAGNOL DA FRENTE DA LAVA JATO ..NÓS  BRASILEIROS  PRECISAMOS IR PRA CIMA DO STF URGENTE ..O POVO PRECISA SE UNIR .A LAVA JATO JAMAIS PODE PARAR....,0
eu vou morrer porra,0
bixo chama todos pra sair e ninguém quer colar com ele lskks e vem mandar mensagem pra mim como última opção dizendo q ta com sdds... vsf,0
"Vou lavar o cabelo pra ir nesse aniversário com cabelo arrumado pra disfarçar a roupa e a maquiagem q vão star uma merda 

aliás, nem vou passar sombra pra dar chance de erro e ficar feia, melhor assim",0
@user isso que é filtro,0
@user @user ele é da  turma da terra plana .... só falta falar que não existe espaço tb ... é muito burro junto ....,0
rt @user amo as pessoas de belcity no twitter pq todo mundo sabe de quem todo mundo tá falando,0
