"text","hatespeech"
"Vivi pra ver a torcida do Flamengo comprar briga com Junior por causa de treta com a porra de um jornalista. Parece piada! E por sinal de muito mal gosto.","1"
"rt @user ⚛ a verdade é  heroína! ela sempre vence, porém, o problema são os estragos antes da vitória . https://t.co/cjxoorsybq","0"
"sai daqui fdp vai lá com teu messi","1"
"vera magalhães lixo de merda petista sem cérebro militonta !!!","1"
"nss vai tomar no cu man essa empresa n sabe fazer porra nenhuma #sm_보이그룹론칭_취소해","0"
"@user vou tentar hj! valeu flor 🌸🌸🌸","0"
"Se arrepende de alguma coisa? — Não me arrependo de nada, tudo que fiz me trouxe algo, se não foi felicidade pra caralho, foi aprendizado de sobra!!!!!!!!! https://t.co/vZXmU9pnsU","0"
"isso é muito chato me sinto mal e choro fico puta também","0"
"Grupo no Whatsapp (Onlyfãs) para aqueles que não consigaram fazer no site. Funcionará da mesma forma. Pagamento em transferência  Mensalidade 40$  contato pros interessados (74)999236587 https://t.co/DFbrPqZxu5","0"
"@user não preciso de inimigos te tendo kkkkkkkkk pqp, eu vou fazer a bolsa ficar estilo comigo mesmo sendo feia cala boca","1"
"pede pra ser xingado esse velho escroto bolsominnion mesmo kkkkkkk","1"
"o camisa feia","0"
"meu que loucura esse setor eu tô muito nervosa, espero não fazer cagada","0"
"Não perca a conferência Vida Nova em Campina Grande com Augustus Nicodemus e Norma Braga! Para mais informações, acesse: https://t.co/5IbDFC7l0g

#ConferenciaVidaNova #EdicoesVidaNova https://t.co/InvBq6iGoj","0"
"eu tô triste","0"
"@user @user talvez não seja sangue e sim porra (fica a reflexão)","1"
"parece os fut do araça @user","0"
"rt @user cada vez que passa a abertura 'the voice brasil' eu grito 'kids' por dentro #thevoicebrasil https://t.co/esvhudogub","0"
"eu com inazuma eleven, aprendir tudo sobre futebol","0"
"como um filme top só arrecada 400kk de dólares? avatar que é um lixo, superou 2kkk","0"
"@user @user acho igual, deveria ignorar essa gente.","0"
"@user saber condição financeira ou se é longe demais pra ir na sua casa. já me aconteceu dos dois modos e já me deram fora por ser pobre ou por morar longe demais e não quererem gastar tempo (apesar de que eu não chamo ninguém pra vir me buscar).","0"
"rt @user @user @user @user meus parabéns vocês merecem tudo dê bom espero que viva a vida de vocês longe desse jo…","0"
"@user olha duda, você se superou","0"
"@user kkkkkk apenas fatos amg, liberta de 2013 ces n pegou um time grande, e os q pegou, maioria dos jogos penou pra passar kkk","0"
"@user @user isso é final da terceira temporada, né? pqp, que série foda.","0"
"@user Arg sinto mto por vc ter passado por essa situação. É mt irritante pqp eu sou impaciente cm esse grossa desse jeito eu ia largar logo ""ENT SE FODA SOZINHA"" KKKKKKKKKKKKK","1"
"n levam nada que eu falo a serio pqp olha a hora eu acordei do nada no susto vsf","0"
"@user kpopper= aberração","1"
"@user @user Esses punks de boutique, apoiadores da extrema direita e a favor de estado repressor me causam risos.

🤣🤣🤣🤣

Agora vai lá, diz que ""João Gordo traiu o movimento!""🤣🤣🤣🤣🤣🤣","0"
"aí dodói kkk @user","0"
"remediado, na maioria um “lixo branco” sem cultura e sem grandes esperanças na vida, que, de repente, pode se ver como protagonista de alguma coisa. Ao se definir como conservador e de direita, se sente como alguém que “protesta”, um pequeno herói, supostamente +","1"
"rt @user anunciado oficialmente! contratação de outro patamar!!

https://t.co/ummfbcrb2s","0"
"uma confusão kkkkkkk achamos q a cx era 70 e era 84 puta que paril","0"
"@user toma logo a normal, a zero não vai te proporcionar tudo isso. 🖤❤️","0"
"@user @user vc amiga","0"
"assim como tenho amigo que faz publicidade, amigo fotógrafo, amigo tatuador.... porra se fosse simples fazer essas paradas qualquer um faria crl pq vcs desmerecem isso? Tu pede pro teu amigo médico colocar silicone em tu de graça? Não filha da puta","1"
"A partir do momento que esse ministro se põe a favor de Bolsonaro e contra a ciência, eu não só perdi toda a admiração como também o respeito por esse palhaço. VÃO SE FODER BOLSONARO E ASTRONAUTA FDP!!","1"
"@user pqp any #mpn #nowunited #uniters","0"
"@user @user @user seguindo com certeza!! tmj","0"
"rt @user eu amo meu amigo mas puta que pariu hein","0"
"@user @user @user @user meu pai amado o ódio q eu tenho por homem é inexplicável............ q porra","1"
"rt @user mano, ela não tem piedade de mim https://t.co/kc6ktsbuos","0"
"@user @user kkkkkk mano que gato malandro","0"
"isso que ce falou nao tem pé nem cabeça fica quietinha ai","0"
"@user ind铆gena esse que 茅 um safado sem vergonha, militante do pt 馃槈","0"
"vamos em frente meu zagueiro ♥️👊🏻","0"
"@user Cara, um dos meus sonhos de consumo é poder fazer relatório técnico com palavrão.

Tipo, eu penso: pra que vc quer essa merda  de informação se vc não vai fazer poha nenhuma?

E escrevo: em resposta à solicitação enviada a esta assessoria por meio do ofício...","1"
"@user sai fora kkkkk sonhei c essa porra ontem","0"
"Falando em porn么, amanh茫 vou repostar a minha thread sobre v铆cio em pornografia que o tt apagou, na 茅poca eu lembro que algumas pessoas me agradeceram pq estavam chegando naquele ponto e n茫o percebiam, e algumas amigas tb se ligaram que os namorados tinham esse v铆cio","0"
"rt @user ele acabou de ir embora e eu já estou com sdds 😔☹️","0"
"o que achou?","0"
"@user @user @user fdp nem p me cortar kkkkkkkkkkkkkkkkkkkkk","0"
"rt @user e bota e bota💚 https://t.co/kcdjeiiyc5","0"
"@user @user @user @user cara nem lembrava mais da evangélica, pqp quanto tempo","0"
"Eu sou viciada em uma série, ela demora um ano pra lançar na Netflix, e quando lança eu assisto em menos de uma semana 😒 agora tenho que esperar mais um ano pra lançar de novo, odeio ser ansiosa 🤦🏻‍♀️","0"
"a pão careca passando na telinha de vcs 🤢 https://t.co/eu7z98zxhk","0"
"rt @user eu: ""pô tô mal""
a pessoa: ""fica de boa""
eu: https://t.co/gsbcbqsnhi","0"
"ver lixo humano apanhando é melhor do que fazer sexo.","1"
"pausa nos estudos pra falar que eu odeio bioquímica com todas as minhas forças vai toma no cu","0"
"só quero chegar da fisio e começar a estudar.","0"
"felicidade que acabou a energia no serviço","0"
"eu apoio o pacote anticrimes.

#stfvergonhanacional https://t.co/cz81mw86lz","0"
"Geromel e Kanemann 
Geromel e Bras
Kanemann e Bras 
Geromel e Paulo Miranda 
Geromel e Rodrigues
Kanemann  e Rodrigues
Kanemann  e Paulo Miranda
Bras e Paulo Miranda 
Rodrigues e Paulo Miranda 
Geromel sozinho com outro zagueiro  expulso. 
10 t谩 bom por agora.. https://t.co/WUs7cgRjQL","0"
"Gente, hj presenciei uma cena absurda e cruel, um gatinho estava preso por corrente num quintal, na chuva, pedi pra proprietária da casa se ela doava ele, ela disse que poderia levar, mas n posso. SE ALGUÉM TIVER INTERESSE EM ADOTAR ME CHAMA DM, eu pego o gato e entrego+","0"
"banho do carai eu tomei agr viu, calor da misera","0"
"Manoooo isso é mt foda,,,, eu so fico imaginando a sensação de pular disso,,, o estômago deve dar um nó de escoteiro PQP","0"
"@user meu camarada,você é sinistro!👏🏾👏🏾👏🏾","0"
"@user enfim um coment谩rio s谩bio. parab茅ns!!!!","0"
"É o velho &amp; insupor “um doido qualquer disse uma doidice. Vamos dar moral pra ele e debater ainda mais esta doidice”. É o que mais rola no Twitter","1"
"Talvez uma das coisas mais mal escritas já feita, pqp é muito ruim, como q alguém tem saco pra ver tanta gente burra numa série q tem uma estrutura narrativa de novela?","0"
"rt @user pq me deixastes boiola por vcs hein? https://t.co/czjkgxz4ha","0"
"que porra de batalha foi aquela ontem fi kkkkkkkkk","0"
"sou mt boiola 😞😞😞😞😞😞","0"
"que porra é essa aqui","0"
"mãe de 3 ficou fortemente puta com a minha irresponsabilidade de dx tudo para a última hr 😅🖒 adeus sabadar","0"
"Tati só quer ver esses tipo de filme , toy story rei leão , eu querendo ver uns filme de tiro , terror e os carai , mais não ela com 22 anos ainda quer saber de Disney 😂","0"
"rt @user frio do caralho, mas se eu for de calça eu não consigo dançar, e agora 😩","0"
"@user hahahaha, 茅 estranho demais","0"
"sr solomons me dá raiva mas ele é poucas ideia, fogo nesse maldito lucas cangretta","1"
"desgraaaaaaçaaaaa, q agonia da porra","0"
"@user n adianta vim no wpp pedir desculpas não","0"
"q stf vergonha nacional o q vai lava uma louça fdp","1"
"@user caralho tu n cansa de ser bonita que saco","0"
"@user sai seu viadinho","1"
"Prefira usar preservativo pra n茫o dar uma vida de merda pro ser humano ou aborta , isso 茅 feio !! 
Imagina se sua m茫e te aborta ? Voc锚 nem estaria aqui pra ta falando essas merdas ai . https://t.co/9ojwXf7H1J","0"
"nao entendo quem é contra essa questão kkk tipo (?) ce tá morto irmão pra que ce quer seus órgãos dentro de você, enquanto o que mais tem é criança dependente esperando doação https://t.co/NPPG83N3Z8","0"
"@user padre sendo padre só isso , não passa de um vagabundo","1"
"@user @user Eu sou responsável pelo o que eu escrevo, não pelo o que você entende! Em momento algum na postagem eu citei que usufruíria da promoção hoje.","0"
"A última temporada de Black Mirror tá meio sem graça mesmo, mas o segundo episódio, Smithereens (?), é meu favorito da série toda e o que mais me destruiu emocionalmente. Talvez por ser o mais real -- não é nada ""do futuro"", é algo que já acontece AGORA e a gente acha que taoquei https://t.co/8gEbq6zG8x","0"
"@user
- primeira impressão:Mongo kkk
- nível de proximidade:3/10
- gosto de você:Yes
- considero:Meu cu
- onde conheci:wpp
- pra ser honesto:Você é mongo mesmo kkkkk

se flopar ja sabe","1"
"detalhe importante, eu achei uma @user no chão do quarto kkkkkkkkkkkkjj eu nem queria porra","0"
"Rei do Baião e ídolo da música nordestina morreu de pneumonia aos 76 anos. Luiz Gonzaga foi o primeiro artista a fazer uma turnê pelo Brasil em cima de um caminhão. Relembre na #ColunaMemória: https://t.co/zbX6ravuVs #GloboNews #Edicao10","0"
"@user @user tb, mas tem muito filho da puta que faz pior c as mina","1"
"caraluo porra consefuimos.porra vai bras8l.porra.buceta 
caralho uhuuwusuauzhqjzhqudhajai
aaaaaaa","1"
"e um broxa, filho da puta ..","1"
"@user para de mentir, que caralho procura ajudar o brasil.","0"
"eu tenho a cara toda às manchas por estar a esfolar, q lindo","0"
"amas eu vou criar outro twitter só pra desabafar sobre * *****","0"
"@user @user @user @user @user @user @user @user @user @user @user @user vai ganhar essa porra","0"
"@user @user É nessas horas que a gente pega o viado com a boca na piroca... não, botija...

""Vai fundo rapaz""?

""Sejes"" homi!

🤣🤣🤣🤣","1"
"rt @user vagabundo quer mais encontrar um motivo
pra te por no vacilo e depois conspirar","1"
"Muita gente me ajudou chegar aqui, foi aos trancos e barrancos que eu consegui, minha família, meus amigos, minha fé, a vocês devo tudo 🙏🏿 https://t.co/6C5elj1mae","0"
"dá pra ser mais burro que esse governo do @user com @user @user e cia? num dá.","1"
"@user @user a feio kkkkkkkkkkkkkkkkkkkigual","0"
"No caso da Elizabeth Moss ela cresceu dentro da Cientologia pq os pais dela sempre fizeram parte. Não da para julgar ela pq ninguém sabe as coisas que ela passou dentro dessa ""religião""","0"
"sonho d mulher","0"
"Milena: Luís quem e sara ?
Luís: aquela ali de rosa
Milena: ata, mas ela e a Sara feia ou a Sara bonita ? Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkk olha me mijei","0"
"@user @user olha o pensador da esquerda ae kkkkkkkkkkkkkkkkk","0"
"@user sinto muito pseudo padre. mas oração feita com este fel no coração não passam do teto.","0"
"@user e a justiça está feita.

o lula está preso, babaca.","1"
"@user garota flopada e ridícula sem talento","1"
"essa porra de aplicativo de ingressos que não aceita a bandeira do meu cartão","0"
"@user Esse tal de Neto 茅 um frustrado com o Palmeiras desde que o Le茫o o botou pra correr de l谩 pq n茫o era um profissional correto. Como comentarista ele deveria fazer igual o Mauro Beting q sempre 茅 imparcial. O Neto e o Milton Neves s茫o 2 lixos, antis.","1"
"vocês são chatos pra caralho https://t.co/nw95hbbmst","1"
"HAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAH MEU DEUS EU SÓ QUERIA UM RIVAL QUE NÃO FOSSE UMA PIADA! CANSADA DISSO JÁ 
O internacional É MINÚSCULO! https://t.co/u8asRLaqGr","0"
"se eu ferrar c cabelo eu pinto de castanho de novo e finjo q nd aconteceu","0"
"nunca mais tive disposição de pegar uma marquinha, sdds","0"
"que capa fulera, deveria ter colocado a imagem dela na prancha
o disco eu gostei","0"
"rt @user não tenho coração pra esse vôlei mais!! pqp, vamo meninaaas","1"
"queria馃槩 #mpn #luansantana #luanetes #luansantanashow","0"
"@user o keizer tem uma relaçao com o diaby e com o ilori so pode , eq nao encontro outra explicaçao","0"
"não podemos usar as duas tags no mesmo tweet se não vira spam, então comente o nome dos integrantes com as hashtags #MPN #NOWUNITED e de rt!!!! (rt vale como voto) https://t.co/Oa26Ahmidy","0"
"rt @user não mudo por ninguém. não gosta de mim? foda-se. 🤷🏽‍♂️","0"
"cerveja de graça é isso mesmo?!!!","0"
"mente blindada, corpo lacrado
cada rabisco é tipo uma passagem
fé no pai segue sempre maciça
não me julgue pelas tatuagens","0"
"rt @user ontem eu tava dançando de uma maneira tão ridícula q depois não entendo pq ngm olha pra mim..........","0"
"@user @user lixo e oq vcs querem e fizeram, para o brasil!
escória","1"
"rt @user ouro branco tá 100% macho escroto aparentemente
ando na rua com a força do ódio","0"
"@user amiga q absurdo pqp","1"
"""Agora falando de mim sou 
um amante do rap,
que sonha aumentar
a vasquia e dominar
por completo
Marco de canaveses no
 mapa objetivo completo 
4630 mano just respect""","0"
"eu tô muito feliz caralho","0"
"rt @user gente sinceramente olha a cara de mal que esse homem faz puta que pariu que delicia  https://t.co/ehovst9jjn","0"
"rt @user se você comeria a buceta dessa coroa da rt

siga: @user https://t.co/td3dmswfoj","1"
"nunca.","0"
"@user bom dia flor do dia minha fabizinha q eu amo saudades","0"
"@user eu vi algo sobre mas nao entendi","0"
"como essa menina consegue ser tão feia pessoalmente e nas foto tão linda ????? https://t.co/kgksxxrrkg","0"
"galera, nós 4 estamos começando nosso business então estamos vendendo BOLO MÁGICO pra levantar uma grana. 5$ cada um, vamos estar no LA LUNA à noite e UF pela tarde. apoie a cena feminina. grrr https://t.co/cMZqqJ3R4n","0"
"@user fabio júnior é  o famoso papa tudo, pqp, até a maria betânia? corajoso ao extremo.","0"
"Rapaziada chata, né?! O cara trabalha c funk, vive no meio de mulher, solteiro ou não ele ia gravar o clip.... mas aí porque ficou solteiro “tá querendo se mostrar” pqp, gente chata p caralho","1"
"rt @user bglh eh enfiar todas as expectativas no cu e viver suave","0"
"cara meu sonho foi mt foda kkkk sonhei q eu tava batendo no professor de história que eu odeio e um dia eu vou quebrar ele a pau mesmo, vagabundo","1"
"rt @user @user aindakkkkkk  eu e quem nessa porra","0"
"crl os menor rimando cm o maluco lá, pqp ri muito kkkkkkkkkkkk","0"
"vcs entendem pq iarmy tem mais q se foder e n ser notada nunca? poise","0"
"rt @user vejo a ana e a chai mais do que a minha família","0"
"@user vai ser preso já já kkkkkkk","0"
"@user Que nome de um time seu time um dia mas o que parte de mim que me ama BTS

puta que pariu manoKKKKKKKK olha mas quase acertou o nome do Jimin","0"
"@user @user @user @user @user @user @user @user @user SIM AMIGA EXPLICA P ELA QUE FAZEMOS ANIVERSÁRIO JUNTAS POR FAVOR","0"
"carai q frio, vou ficar deitado o dia todo","0"
"rt @user mais uma! jornalista pede demissão da globo e é a 14ª a deixar o canal em 2019 https://t.co/os09zxrgha","0"
"@user pqp eu te amo kkkkkkkkkmkkkkkmkkk","0"
"tomei um açaí num faz nem 30 min  já tô com fome de novo, porra maria eduarda fecha essa boca kkk","0"
"rt @user @user tem certeza que n茫o havia essa vontade? 馃 vcs s茫o pat茅ticos. https://t.co/jlfojco1by","0"
"@user @user Fez e não deu nem um pão com mortadela a ninguém.
Chato isso.
Mas foi vaiado, ouviu a galera gritando mito?
Bem feito né!!!!","0"
"rt @user show do fernando e sorocaba foi mt bom vey 
pqp","0"
"@user 😖 nem rola. melhor ficar quietinho na minha cervejinha msm kkkk","0"
"porra hj desabafei legal com o robinho só quem tá com nós desde lá de baixo sabe o que nós já passou ...","0"
"sem olhar pro café
não vai dar, vou a pé 
sempre morrendo de rir","0"
"@user mais de 300 jogos com a camisa do atlético de madrid, deve ser ruim então... bom msm é o patric, seu cu de flecha","1"
"falei q ia acordar cedo pra estudar e acordei agora meu deus uma vagabunda mesmo","0"
"que preto do caralho, vai se fuder","1"
"@user pqp tô apaixonada","0"
"tomar no cu bicho insuportável","1"
"rt @user anda do meu lado, ou fala mal de mim, os dois não dar caralho","0"
"@user dead by daylight 482h, brawlhalla 119h, terraria 132h, overwatch não sei, mas tenho bastante e lol muitas horas, muita mesmo ç-ç","0"
"rt @user caralho pra que fui baixar snow agora to apaixonada por todos os filtros","0"
"@user nervosismo muito revelador kkk","0"
"@user fdp kkkkkkkkkk","0"
"@user engra莽ado depois da casa arrombada se coloca um cadeado.??","0"
"@user larápio. você quem deve ser afastado junto com a corja que envergonha o brasil. fora cambada de corruptos...","1"
"@user coisa feia gente 😂😂","0"
"taquei a unha na quina do sofá que levantou pqp","0"
"@user @user @user @user pleno 2019 vagabundo acha maneiro corrigir português na internet","0"
"saudades daquilo que começa com t

trincar o caneco no macaco astronauta","0"
"@user @user Porra vc pede pra acabar com a discussão e provoca e são 3 mimizentas e lavradores contra 1... Aí é foda !!! Mas estou aqui... Vc par de estar gostando .. então vamos lá...","0"
"""este maldito negócio foi comandado por mulheres enquanto estavam na guerra, o que mudou?"" ""nós voltamos"" ah vai se fuder","0"
"Eu adoro que agora o pessoal gosta muito das palhinhas reutilizáveis mas tipo que mania é esta vocês não sabem beber as merdas de um copo?
Estamos todos quase em morte cerebral agora e perdemos essas funções motoras básicas?","0"
"Um crente saudável não é medido “só” pelo apetite dele pelo sobrenatural, mas pelo caráter aprovado. Queria muito que as pessoas entendessem isso!","0"
"a gente finge que não tem ciúmes, mas é cada surto interno.","0"
"o maior erro das pessoas 茅 se acostumar a comer algo doce depois do almo莽o","0"
