text,offensive
Dorzinha de cotovelo e coisa de florzinha einMimimimi ,1
Voce nem sabe o que fala mano voce nem sabe chutar uma bola ENTENDE NADA DE FUTEBOL CRFOREVER,0
Quando falamos a verdade nao publicam Ainda falam em liberdade de expressao,0
Estamos exportando mortadela Essa fica de graca  ,0
Vai pagar muito boq na cadeia para outros presos com essa boca de buc inchada,1
voce esta desinformado,0
Ja estamos tendo este cuidado o peso vai pesar sobre o real dela,0
CADE O GALVAO PRA NARRAR AGORA   FALIIIIUUUUUUU FALIIIUUUUUUU FALIIUUUUUUU  ,0
Que comentario de bosta foi esse deve acompanhar muito o futebol europeu pra fazer um comentario desse,1
ESTAMOS PERTINHOS DE UM MILHAO DE PARTICIPANTES ACORDA BRASIL,0
Sonha boneca,1
Nao e verdade O governo tem milhoes de funcionarios publicos sobrando e nao corta Todo mundo sabe disso Estao cortando na nossa carne e nao na carne dos vermes Ja chega fora Temer ,0
O Gilmar MendesPSDB vai ficar com ciumesEla esta querendo aparecer mais que ele,0
kkkkkkkkkkkkkkkkkkkkkkk faz me rir,0
E  CHORO  CONTINUA SENDO LIVRE,0
em  acabara o forro privilegiado dai quero ver ministro do STF livrar a cara deste povo,0
Em resumo deve ser um idiota,1
Ahahahahaha Voce devera trabalhar em dobro ou em triplo ele nao ,0
corinthians o melhor aluno do enem enemlibertadores enempaulista enembrasileirao enemcopa do brasil,0
Tudo que os petralhas tocaram faliu Inclusive a paciencia do povo,1
Carlinha Antinha a servico dos petebas Ridicula,1
O empresario desse rapaz e simplesmente magico,0
Unico que compre ena no Brasil sao os pobres Seus bando de hipocritas hipocritas e hipocritas,0
o teucuquente porem continua dando adoidado,1
Ja nao basta um Senador cagar para uma decisao do STF agora um advogado batendo de frente com um Juiz kkkkk Brasil um pais de inversao de valores,1
Reuniao de ex guerrilheiros Sabe la o que fizeram ,0
Pode prender inocente  ,0
Se depender do STF Manda soltar todo mundoE com aposentadoria Ainda por cima,0
Todo mortadela e vitima de sua propria ignorancia,1
Tem que cuidar para que esta bandida nao venda infirmacoes sensiveis do Brasil,1
Indiciam e denunciam mas nao prendem,0
Nunca houve um presidente que gastasse tanto melhor comecar pelas proprias contas,0
Em filmes e novelas a culpa e sempre do mordomo,0
Vamos iniciar  levando porrada Essa molecada nao tem nem corpo Vao pipocar,0
Osvaldo Miranda nao concordo Mas respeito seu comentario,0
Marinho kkkkkkk so por que jogou bem ontem e ja merece selecao,0
Irmao Honorato sempre falando verdades e agindo com a razao ao inves da emocao diferente dos tupims Te amo seu lindo,0
Voce sabe quais os atos enriquecem o curriculo de um bandido Entao esta explicado,0
Foi com anistia que o governo militar deixou o Brasil na pior,0
Seca no Amapa so pode ser brincadeira,0
Coloca os moleques no carioca pra pegar experiencia,0
A FMI nao manda nas economia mundiais Que vao a mer rda,1
nao e ofensa e curiosidade mesmo  sabe tipo estudo dos animais ,0
JOGADOR DE TIME PEQUENO,0
enquanto isso o Palmeiras continua sem mundial,0
Bauza retranqueiro vai botar pra cacar o neymar podem tirar print,0
O cara vai chupar uma piroca  vai,1
Nao e que a veia ta segurando um cigarrinho de maconha mesmo ,0
Ue e o cheirinho que voces estavam sentindo era de que,0
Com certeza essa lista contem  de politicos  Lamentavel,0
Rogerio entao ela tambem nao e secretaria da Seguranca publica seu  ignorante ,1
E aqui toma  em um jogo so o cara e muito ruim,0
IDIOTA APARELHADO,1
a zika mosquita estocadora de vento tambem esta de mudanca pro Uruguai vai ser vizinha do molusco,1
So ha justica para os pobres um pais onde os ricos ficam impune,0
Alem de traira hilariona propria carne  KKKKKkkkkkkk,0
Melhor que Todo Feio mas no presidio vao dar outro apelido pra ele Ruim de Bokket,1
Porque nao vai visitar as familias das vitimas desses criminosos ,0
Foi recebida com  muito  capim e agua  fresca   ,1
Por que nao implantar o imposto sobre grandes fortunas Por que NUNCA se audita a divida que de forma ilogica so aumenta apesar do aumento da arrecadacao,0
Pouco conhecimento da leiatodos sao iguais depois de julgados e condenados exceto militares,0
PESQUISE E PARTICIPE Consulta Publica  PEC ,0
Jogando o milho e sentando no sabugo ne maria,1
estao tentando desviar o foco ,0
Comunista defendendo a  Democraciakkkkk esses vermelhinhos sao uma piada,1
Cite amigo esquerdopata UMA LINHA ONDE DEFENDO QUEM QUER QUE SEJA UMA SO,0
Gosto delaNo STF e a unica que sabe o que diz e entende o que escuta,0
Nao existe especialista em economia apenas aquilo que funciona Aumentar gastos publicos e exigir da sociedade mais impostos para cobrir os gastos de governo incompetente sao DURAS e INFLEXIVEIS Nao podem simplesmente querer aumentar impostos porque nao tem dinheiro pra eles gastar A sociedade tambem precisa de dinheiro pra estimular a economia A sociedade nao consegue pagar mais impostos entao nao podem aumentar os gastos,0
Tanto coxinhas quanto mortadelas SAO PAMONHAS,1
muito processo pouca gente em cana,0
MARIAS NO CIO SOU LOUCO POR MARIAS,1
cuidado com a poupanca pessoal Lembram o que aconteceu na epoca do Collor ne,0
Tem alguem disponivel pra levar no aeroporto,0
Galera do PSOL e comunistas em geral apertem o vermelho mesmo,0
Ele vai ser o pior presidente da historia,0
vai ter que pedir dicas pro Ze para pder jogar ate os ,0
Ze Ricardo vc e burro,1
 titulos sendo que uns  Trofeus Joan Gamper que e um amistoso Bela galeria,0
Resultado de  anos de patria educadora Educando ladroes e corruptos,0
Concordo em partes Tem que ter sombra pro Vizeu se nao se acomoda igual ao Jorge,0
Mas ela nao parou de lucrar perdendo inclusive nessa ultima do valor total  foi o valor pago so pra ela,0
PESQUISE E PARTICIPE Consulta Publica  PEC ,0
A quanto tempo voces nao disputa uma libertadores,0
quem nasceu para ser  a  jamais sera Junior Baiano ,0
Gastar  mil com reforma do gabinete de romero juca e sacanagem com o povo,0
Com PaulinhaFernandinha em campo o Messi vai deitar,0
Ele e ficha suja e esta inelegivel nao sabia,0
Entao peco um pouco mais de respeito Falei,0
Denuncias nao enche barriga precisa fazer valer,0
Sem reforma tributaria e a do mercado da divida NUNCA cortarao da carne Juros da Divida publica levam cerca de quarenta e tres por cento do orcamento Os gastos primarios nao chegam a  por cento A PEC nao vai resolver nada,0
o moro vai sentir o peru do aecio entrarkkkk,1
O certo seria bun da mole,1
Boca de cloaca,1
ONU  KKKKKKKK ONU e bosta e a mesma coisa seu anta,1
voces acham mesmo que alguem votara na direita depois da PEC  jogar o Brasil em grupo da Nigeria ,0
Inveja matahhhhhhh,0
Da  xozota da mae ,1
este  Temer fala em cortar a propria carne entao porque nao comeca cortando os aumentos q ele sancionou dos ministros e deputados e assim ele ja pode ver um melhor desempenho mas nao prefere tirar da gente do q deles mesmos  ,0
Vagabundo,1
Queria ver ela indo pro Paraguai tomar outro calote kkkkkkkkkkkk,0
Isso porque voce coloca rotulos nas pessoas,0
Oposicao a um governo que governa APENAS para aELITE ,0
muitos jogadores sem condicionamento fisico pra disputar um brasileirao deu nisso,0
ainda mais se for hospedar um politico  boa Rubens,0
FORA TEMER  ABAIXO A REDEGLOBODECORRUPCAO ,0
IDIOTA APARELHADO,1
Tenho nojo do flamengo timinho de torcida terceirizada de nordestinos fedidos que pensa que e carioca da gema quando nao passa de um time que tem mais identificacao com o nordeste do que com o rio Quando se fala em flamengo se imagina um monte de paraibas fedidos e sem agua falando FRAMENGO e com camisa do camelo Respeito o Vasco e o Botafogo esses sim quando se fala em rio de janeiro se lembra deles Saudacoes corinthianas,1
Deveriam mas isso nao sou quem vai saber te responder pergunta la na PF,0
MULAMBOS  SETEM O CHEIRINHO DE HEPICANUNCUKKKKKKKKKK,1
Sapo Demonio seria mais apropriado,1
Esse foi apenas mais uma fraude Certamente deve ter outros tantos que fraudam e ninguem nunca sabera Alias esse pais historicamente ja e uma grande fraude,0
Trabalhar ninguem quer senao estaria vazio,0
Romulo come bosta,1
Sera que ela se hospedou na mansao do  dedos em punta Del este,1
Alex exponha seus argumentos abc,0
esse da  Re do Quiibii kkkkk,1
A pec do mal comeca esta semana o fim de nosso pais ,0
SEMPRE OS MESMOS NAO BASTOU AFUNDAREM O BRASIL E QUEREM MAIS,0
O importante e ganhar meu filho acorda pra vida,0
Vai roubar a neve tambem,1
ohhh doe um dos burros encantado pelo ladrao,1
Esse nao roubouao menos nesta gestao,0
Eu desempregado e esses esquerdopatas enchendo a mesa de caixinhas com bosta dentro,1
O FMI ja afirmou que entre  paises  incluindo potencias economicas  as medidas adotadas no Brasil sao as DURAS e INFLEXIVEIS Alguem ja leu quem defende e quem e contra ISSO E UM ASSUNTO MUITO SERIO E QUE VAI MEXER COM A VIDA DE TODOS,0
GAYZINHOS DE BARBA SAO OS QUE MAIS ENTRISTECEM OS PAIS,1
Vich todo evento ta caindo luta do card principal  Ta na hora do Dana comecar a ter substitutos pra esse tipo d situacao q faz tempo q ja deixou de ser inusitada  ,0
Junta todos os pontas do Fla que nao da um Cueva,0
Os netos que devem ter vergonha dele,0
ahhh isso e cortar da propria carne Vou ficar com medo entao quando ele for cortar da nossa carne,0
Globo iniciando o lobby para o seu retorno para a Selecao,0
 Entao e da lojinha da anta,1
Temer ta bem pra caramba ne  Trouxinha,1
Digam o que quiser mas da Copinha e da OPG so a arbitragem sao promessas para  KKKK SV,0
ele nao e presidente  e golpista,0
ELENCO GRANDE E DE POUQUISSIMA QUALIDADE ,0
TODO ESPECIALISTA TEM QUE MENTIR PRA SE DAR BEM,0
SUA BATATA JA ESQUENTOU SEU BEBADO E LADRAO DO POVOCADEIA NELES DRSERGIO MORO ,1
o temer e o melhor que ta tendo ne com ele nosso pais e a sexta maior potencia do mundo ne,0
Para ele que tem varias aposentadorias nem vai sentir o corte   kkkkkkkkkkkk,0
O unico argumento que esse bosta tenta ter e de freguesiaai eu falo que freguesia kkkkkkkkkk os constantes rebaixamentos deixaram esses torcedores do vasquinho debiloides kkkkkkkkkkkkkkk,1
Rosanabandida esquerdista e fedorenta,1
x no minino mano o Bauza vai vim todo na retranca,0
Porque nao reduz os salarios milionarios de toda a classe politica  porque nao  nao cria uma lei em que todos os politicos arquem com suas despesas  porque nao acaba com o foro privilegiado de parlamentares porque nao cria mecanismos pra colocar os corruptos na cadeia e fazer com que devolvam o que roubaram ,0
Por que essa revolta Anderson Sua familia esta presa,0
Voces precisam pesquisar melhor a historia do campeonato de  ,0
Uma so e pouco Besta ao quadrado ,1
Ele virou goleiro,0
Eu estava na ocupacao de escola e sai pra fazer o ENEM Sou esperto ,0
CariacicaES ainda seria melhor Bota o jogo contra o santos e o coxa la,0
Marcos no Brasil nao houve ditadura militar houve governo militar pois entre as varias medidas para reerguer o pais e o povo posso te citar criacao do fgtsembrafilme embraer bnh   hidreletricas eleicoes diretas para governador e deputados Ta bom pra voce,0
tem que colocar pena de morte ai vai diminuir bastante,0
Vitimas desses bandidos ninguem visita ne uma porque  eles ja mataram ,0
Sera muito bom para suas empresas para o povo nao,0
Lizzie come bosta,1
falou tudo,0
ele possui outro recorde tomar  gols em um jogo,0
O PALMEIRAS VAI SER CAMPEAO  SEM MIMIMI MUNDIAL DE ,0
MARIA VISTA AQUELE BIQUINI QUE HOJE VOU LHE USAR PRINCESA,1
Finalmente chegou  a hora de trabalhar pra ter as coisas nesse pais Ja estava me sentindo um trouxa de trabalhar pra poder comprar minhas coisas ,0
SE TITE NAO SE TOCAR MESSI VAI DEITAR NO PAULINHOBRASIL X,0
Esse MITO sabe tudo de futebol ,0
Essa anta incompetenta  ainda esta solta,1
quando Deus diz nao nao adianta lutar contra,0
Torra se absurdo com politicos militares judiciario e o problema e o velhinho que com  pega um salario minimo,0
ze ricardo     ta de brincadeira   culpa desse mane  todo jogo um time diferente  fanfarrao,0
So ve um lado da historia voce Se eu to com a vida ganha ganhando quase  milhoes por mes durante  anos por culpa do Fluminense pq ele nao era nada antes disso Eu sinceramente jogava ate  de graca Essa era a obrigacao dele A melhor forma de retribui essa vida boa que ele ganhou gracas ao Fluminense O que e  mil perto de tudo que ja ganhou  Isso se chama ganancia mercenario nao e idolo,0
Relaxa Veremos daqui  rodadas Soberba,0
E muita idiotice pra um cara so kkkkkkkkkkkkkk,1
Nunca vi tanta hipocrisia numa pessoa so Tentando cortar gastos com necessidades basicas da populacao e concedendo aumentos absurdos as classes que apoiaram o golpe Sabemos bem que carne ele esta cortando,0
Ele so vai igualar o record pessoal quando ficar SETE jogos sem levar gols,0
Vermelho nojento deveria levar um tiro na cara bandido ,1
Nao tem aquela frase  so nascendo de novo  Para o Brasil so colonizando de novo,0
TODO SEM NOCAOSEM ARGUMENTO ADESTRADOJOGA CULPA EM QUEM NEM SABE,0
Doeu o buraco do peta,1
Todos com o nordeste sempre os bandidos estao todos no sudeste,1
Vai chupar uma banana bixo histerico,1
MPF a trabalho dos interesses tucanos e pmdbistas,0
O gordao ainda fica rindo consegue nem ficar de pe,1
Vai dar de  pro lulao vai Mas leva viagra,1
Mais um pobre metido a besta ja ja fica sem dinheiro e vai sentir falta dos bons tempos,1
Cara    de    Pau         ,0
Mulher grossa estupida e ignorante ,1
A PEC corta a carne do povo porque a dos politicos estao intactas os salarios deles aumentam regalias continuam desvios de dinheiro tambem continuam enquanto a lava jato nao detectar eles e por ai vai bem vindo ao Brasil e politicos farinha do mesmo saco onde todas as eleicoes o povo procuram eles para vender o voto e os politicos nao fazer o voto ficar optativo pois prejudicaria eles no que tange a se elegerem comprando votos e manipulando o povo sempre burro sem educacao saude e tudo que temos direito,0
Alem de burro e analfabeto,1
que absurdo estou indignado com essa chacota ,0
O   PARA  TB   SE ACOMODOU UM POUCO  PODERIA REVESAR ELE E O RODNEY ,0
pra que ele iria fazer isso kkk pra que um politico iria ser contra politicos receberem muito,0
vamos voltar  anos atras e ver o que ele fez no  x ,0
enquanto um presidente nao tiver coragem de propor acabar com TODAS as regalias e beneficios dos deputados e senadores  para mim ele continuara a ser um presidente qualquer Caso fosse  candidato reeleicao nao teria o meu voto,0
quando sua me devolver o troco de R  pelo servico oral que ela me fez,1
Todos os paises que sairam dessa crise economica sairam com alto investimento em educacao e tecnologia Ja no Brasil a receita e o contrario O resultado ja sabemos a volta da Republica da Banana a classe media voltando para a pobreza e a pobreza voltando a semiescravidao,0
Deveria estar preocupada em acelerar julgamentos que beneficiam aos trabalhadores ao inves de se preocupar com bandidos,0
Querendo se aparecer porq nao vai visitar as vitimas desses estrumes  Lamentavel ,1
seu nome ja disse tudo e um maria mesmo,1
votaremos em quem quisermos o voto e livre se vc nao gosta problema o seu,0
Deixem o cara em paz,0
Sempre a admirei agora mais ainda      Bela atitude  ,0
ze ricardo e doido o time empata perde ele continua com esse gabriel  so pode ser um caso de amor,0
Silvio que grande asneira seu asno,1
muito bom depois de doar bilhoes de U na vizinhanca agora foi colher dividendos,0
Enquanto isto o Senado gasta  mil na decoracao de um gabinete,0
Marias tremem pro Galo e borram pros argentinos FATO,0
Ilegitimo Foi vc que votou no Temer Eu votei Aecio Quem colocou seu presidento no poder foi vc,0
So de olhar pra cara desse sujeito ja da vontade de vomitar,1
QueseFODAesseFDP e quem gosta e defende ele tbm,1
E o CR ganhou tudo o que o Messi nao ganhou Choremmmmmmmmmmmmmmmmmmmmmmmmmmmm,0
Temer  me explique o que e sentir na propria carne ja que nao vao ser cortados nada de suas verbas,0
OS PRESIDIOS ESTAO OTIMOS O PROBLEMA SAO AS ESCOLAS E HOSPITAIS,0
Vizeu e convocado frenquentemente para a selecao sub quem ia ser o centroavante CIRINO,0
E muito bom ver mortadelas desesperadasnervosas nos comentarios alheioskkkkkkk,1
o Brasil ta quebrado e temer esta emprestando  bilhoes ao FMI,0
isso e falta de dinheiro em um clube falido,0
As radios sao controladas por politicos so precisavam do presidente certo pra ganhar o presente Muita gente  vai xiar o AM tem maior alcance,0
Entao va para la e aproveite case com um homem de la,0
Maycon ate admito que o negocio em si foi bom para o Fla mas atualmente nao acredito em nenhuma das duas coisas nem que ele va jogar bem e nem que o Fla levante alguma taca esse ano kkkkk,0
ta solta e nos ja invadimos fortaleza daqui a pouco sua novelina sai fora do ar,0
Quase sempre um boyola reconhece outro boyola e o caso do rubinho,1
Quem esse time,0
estao melando as calcinhas as tricoflorzinhas,1
Mais umo povinho idota,0
A BARATA CASCUDA VIAJOU DE PRIMEIRA CLASSE COM NOSSO DINHEIRO ,1
Nao importa sao os mesmos jogadores,0
Os Ricos continuam ricos e os pobres continuam pobres retiraram foi a dignidade delesisso sim,0
Idiota,1
Bruno nao e Kou e assimVa tomar no seu Gu,1
Claro que nao Votacao no G quem ai e a favor da PEC dar um verdinho e quem for contra o vermelho Vamos ver se realmente impopular,0
enfia o kit no teu cut,1
Viadage master essa de vcs kkkkkk,1
Junto com temer  idiota Sao as escolhas dos petralhas,1
Tomara que esteja certo colega,0
so digo outra coisa  fdss,1
Mulambos  nao passam da primeira fase da liberta  Quem viver vera  Vao ficar so no cheirin De novo Frameigo o clube mais cheiroso do Brasil  Kkkkk,1
Limitar por   ou  anos o salario de politico e a mesma coisa que nada Isso nem faz cocegas para eles pois mesmo que ganhassem o triplo do que ganham nao teriam  por cento do patrimonio e luxo que ostentam,0
Faltou choque nesse velho hipocrita,1
Karen vai lavar a louca q ta suja,1
A populacao esta tao  manipulada que so entendem dois lados  quando nao devemos ter lado nenhum Devemos lutar contra todos os que se locupletam com o nosso dinheiro  seja de que partido for,0
A casa caiu,0
Sejam honestos aprovem o projeto original vamos acabar com esta farra no Brasil,0
vOCE E UM BRINCALHAO ,0
Sua hora vai chegar,0
Velho babao para de falar asneiras na nossa pagina,1
e os parentes dos que foram mortos por eles,0
Boca de buxeta,1
Ficam um monte de mocinhas brigando por Messi e CR Virem homens,0
E tao retardada que foi comemorar o dia das bruxas no Uruguai em novembro,1
o dirigente falou alguma mentira,0
Coitada e o minimo a definila      Eu a chamaria de PODRE   ,1
Que materia espetacular em Grs,0
So pela metade Voce esta sendo bem otimista,0
ninguem se importa com vc nem sua mae seu nada,1
MIERDAS,1
Tirso tem gente que come pela boca voce certamente come por tras,1
Peco mais respeito por favor Falei,0
VAO BATE PANELASSEUS BURROSBEM FEITO,1
SAO QUASE  SO PARA PAGAR JUROS DA  DIVIDA Uma vez que a reforma tributaria e PRINCIPALMENTE A REFORMA DO SISTEMA DA DIVIDA PUBLICA ninguem  se mexe para fazer  ja que contraria os poderosos que emprestam dinheiro ao Brasil alguns ligados ao FMI inclusive  mais facil por a culpa no trabalhador e nos programas sociais que nao representam  da fatia do orcamento,0
Porque nao corta os gastos dos politicos,0
Banco cheio de problemas governador ,0
Paulo Bertazzi  o que voce quer e uma ditadura de novo,0
QUera saber pq o povo paga pelo erros dos politicos  Pq nao cortam os proprios salario  as verbas de gabinete e mandam embora aquele monte de auxiliares dos parlamentares que so servira sugar dinheiro publico  Acabem com a roubalheira q o Brasil avanca,0
globo e sergio moro fizeram boca de urna nessas eleicoes,0
Palmeiras nao tem mundial,0
Melhor comecar cortando as despesas dele porque nao houve ate entao nenhum presidente que gaste tantocomece cortando a propria carne,0
Foi divulgado sim procura ai que tem,0
manda matar tudo e  esvazie as celas e vire heroina nacional,0
Sabe o que e foro privilegiado seu bosta  Burro,1
vai se tratar doente,1
Agora eu vi a capacidade do ser humano de ser TROXA,1
Havia previsao entrar em plenario no comeco de novembro   E preciso aprovar o projeto de lei  medidas anti corrupcao com mais de dois milhoes de assinaturas   E necessario tambem preservar o conteudo original do projeto  ,0
Ze ricardo nao sabe avaliar nem os jogadores profissionais q estao com ele que dira a base,0
Fizeram pericia nas pecas do carro,0
so queria dizer que   po de arroz e maquiagem    sem mais  ha e antes que eu me esqueca paguem as series b  ,0
Pra quem nao sabe e aquele mesmo hotel que a Ana Hickimann estava,0
gigante que nao ganha um nacional a  anosta de sacanagem ne,0
Esse boca mole tem cara de saco murcho,1
bi sexual ne e o unico bi que vo tem mane,1
Mais um jogo e o flaF E Z E S sem estadione g l o b o,1
Ganhou duas vezes dos coxinhas Golpistas Entendo essa raiva,1
Nunca Nao existe materialidade So conviccao ,0
Emocionada pela morte ou pela posse,0
Nao e afoito nao Contra o Cruz foi muito paciente atraindoo para trocacao franca So deu blitz contra os adversarios anteriores contra quem tinha grande confianca nao sem motivo de que botaria para dormir,0
Ainda bem Murilo Temos de terminar a faxina e limpar o pais da esquerda lha Urgente,0
ROMARIOgtRONALDOgtZIDANEgtMESSIgtRONALDINHOgtCR,0
perfeito os garotos da base sao melhores que esses jogadores citados,0
Caro Presidente Temer quando o Sr falar em cortar na propria carne por favor comece pelas mordomias dos Srs inclusive a aposentadoria do Sr previdencia diferenciada para politicos e o primeiro item a ser observado e nao a do empacotador do mercado da esquina nao zombe da minha inteligencia por gentileza   ,0
Mortadelas nunca entendem nadaKKK,1
o problema nem sao os salarios  O PROBLEMA sao as verbas eventuais  desembargador recebendo  MIL  e a justica e cega tem cara pedindo vista nao ta enxergando nadaou se faz de cego ne STF ,0
Roubalheira Entao governo oriundo de roubalheira e ladrao tambem Eleicoes ja,0
E SERA MUITO BEM RECEBIDO PELO JUIZ SERGIO MORO,0
Isso e comum com times pequenos,0
com Anelkocando ate hj Maria Ele nao e argentino nao viu Todos sabem q as Marias se borram pros argentinos,0
Sera que o rato vai se ofender se eu fizer uma comparacao com este monte de bosta falante,1
Isso ai e a materia ou so o titulo Kd o resto,0
Eu ja havia arranjado um apelido para ele aqui em casa ocuquefala,1
O Pratto ai lado de Messi  vai deitar e rolar em cima da nossa selecao falida,0
Saida pela tangente ou tambem comprando casa,0
Tem tonto que acredita nessa palhacada vai cortar apenas do pobre que necessitada de saude e educacao do governo esta pra ser aprovado a terceirizacao esse mes  e vao aprovar o caixa  para que as Delacoes da  Odebrecht poderem ser realizadas e nao punirem os imundos,0
AECIO E O UNICO CAPAZ DE TRANSFORMAR ESTE PAIS,0
Essa velha deve ter grana la O pedecana ganhou casa la de um empresario do RGS,1
Vc  deve ser retardado  ,1
o choro e livre,0
Sao paulinos gostam de mamar no cajado,1
Nao a pizza anunciada de anistia do caixa  Sim a divulgacao da lista da Odebrecht,0
Se o juiz tivesse dado o penalti em cuiaba esse bosta nao estaria falando assim,1
Esse dinheiro ira fazer brotar agua do solo ,0
Mano na boaAngelim  volte pro video game rapaz O cara fala Messi ja foi eleito o melhor fora de outro time  E por acaso o Pele foi considerado melhor em outro  Ele no Cosmos ja estava no final de carreira Nao existe isso de tem que provar em outro clube Se for seguindo essa tua logica Iniesta e uma bosta segundo voce,0
Bernardo Cabas   Os deputados federais ja estao se movimentando para anistiarem o caixa dois que existe ate os dias de hoje So querem condenacoes daqui por diante Estao quebrando a espinha dorsal da lava a jato que e a delacao premiada,0
flaM E R D AflaF E Z E SEXCREMengo,1
Nao joga nada  ainda esnoba o Brasil  Espanhol  de merd,1
Os  do Rio os  de Sao Paulo  do Rio Grande do Sul e  de Minas Gerais   grandes ,0
Voce e um doente,1
esses  energumenos  serao expurgados na proxima eleicao ,1
na  boa  davi luiz  deu muito certo coma  camisa  do chelsea no  psg  nao era  pra  ele,0
Que tipo de idiota abestado e voce ,1
Nao entendi essa comparacao o Tyson nunca foi um exemplo pra nada muito menos no ambito psicologico,0
Comparacao sem nexo Tyson passou quanto tempo no auge pra chegar a fazer isso e tu sabes o motivo  Tyson e um mito que infelizmente se perdeu no fim de carreira,0
Sabe onde esta o dedo que falta Socado na sua mae kkkkkk,1
E so ver o numero de dislike de seu coment inutil e ver que nao tem tanta moral assimPalhaco ,1
