txt,has_anger
">>60789>>6079116/17 cm e a grossura é mais ou menos de um rolo de papel higiênico (a parte de ""papelão""). eu achava que ele era pequeno.>>60793perder a virgindade = fornicar uma boceta o cu.",1
">>21700o projeto xuxa.em meados dos anos 70, depois de terem implantado o marxismo cultural na civilização ocidental através da revolução sexual, do gayzismo e das drogas, os judeus resolveram dar um passo à frente em seu projeto de degeneração moral do ocidente, o próximo passo seria a sexualização da infância, com o intuito de garantir a promiscuidade das próximas gerações. esse projeto teve início no brasil.o agente do mossad, judeu natural de laguna, paul lir alexander, foi mandado para são paulo com o intuito de descobrir uma apresentadora capaz de ser a cara do projeto, ele a encontrou em maria da graça meneghel, garota de programa com atuação em filmes pornográficos e um namoro com o jogador de futebol pelé, uma figura tão sexualizada seria a ideal para a primeira fase da implantação do projeto, que foi o início de um programa infantil no brasil que estimulava a sexualidade precoce e a prostituição feminina através das roupas e das ""paquitas"". a lógica judaica era que, se tal programa fosse recusado no brasil, notoriamente o país da putaria, então ele não teria chances de ser aplicado em qualquer outro lugar do mundo, mas se ele fosse bem aceito, então haveria a possibilidade de o levar para o exterior.todos sabem, o programa foi um sucesso, criando uma geração de vadias em todo o país, após verificar o sucesso da primeira fase do programa, paul lir alexander, atuando sob coordenação do mossad e do judaísmo internacional, começou a segunda fase, a exportação do projeto para os estados unidos. a primeira etapa foi a criação de um relacionamento fictício de xuxa com o maior ídolo nacional de então, ayrton senna, com o objetivo de tornar o seu nome conhecido no exterior, depois veio a etapa principal, a criação de um programa de tv nos estados unidos nos moldes do programa que ela tinha no brasil, e com o mesmo objetivo, estimular a promiscuidade entre crianças.mas os estados unidos são diferentes do brasil, trata-se de uma nação temente a deus e que segue os preceitos da moral cristã, e por isso o programa foi rejeitado e se tornou até motivo de piada, vide o episódio dos simpsons sobre o brasil que ridiculariza a xuxa e sua postura sexualizada. o projeto xuxa, então, fracassou, e ela foi abandonada pelos judeus, voltou ao brasil e nunca mais conseguiu o mesmo sucesso. se resume agora a estimular culturas degeneradas como o funk e o hip hop tentando voltar a chamar atenção dos seus mestres judaicos, mas eles não se interessam mais por ela, depois do fracasso do projeto de sexualização da infância, os judeus se voltaram para o gangsta rap com o intuito de estimular o crime, com mais sucesso.paul lir alexander foi punido pelo seu fracasso pelo mossad e preso por tráfico de drogas, mas recentemente fugiu da cadeia.ayrton senna foi assassinado pelo cripto-judeu frank williams como queima de arquivo, já que ele sabia demais.ps: a lenda sobre um suposto pacto com o demônio realizado por xuxa tem origem no fato de que ela, por influência de paul lir alexander e para imitar seus patrões judeus, teria sacrificado crianças para moloch, assim como toda a alta cúpula do judaísmo sempre fez desde tempos imemoriais.",1
"vinte oito anos aqui. tive duas pitangas e terminei com ambas. namoro não compensa em 2018, a não ser que você tenha muita certeza do que quer e sabendo onde enfiará seu nariz. o homem fica diferente quando namora, ele fica submisso e vira um crianço. engraçado quando falam dos manchild, mas é exatamente o que acontece num namoro: a infantilização personificada. pitangar é não entender os motivos que fazem a depósito ficar com humor diferente a cada instante e ter de ouvir coisas como: ""não tô a fim"", ""tô menstruada"", ""tô com dor de cabeça"", ""morrendo de cólica"", ouvir conversas sobre esmaltes, unhas e produtos de beleza, além de não agregar porra nenhuma. namorar é sacrificar os seus amigos e toda aquela rotina de brotheragem para viver em função da depósitos. do meu grupo de amigos, eu sou o único solteiro e o único que permanece o mesmo. quando saímos juntos, elas precisam ir, mas mal conversam, só concordam e dão risada de tudo o que falamos. o controla na coleira é real. claro que tem a parte do carinho e afeto, mas isso nos retoma à infantilização que eu disse no começo e é algo passageiro. você vai acabar enjoando de ter que ir vê-la todo fim de semana, eventualmente vai perder o tesão e só sentirá vontade de ser sozinho, de ver suas séries em paz e gastar seu dinheirinho com coisas que realmente gasta. meu amigo namora e gasta por fim de semana mais de 120 reais, isso porque moramos em uma cidade pequena do interior. se sou carente? sim, claro, carência todos temos. mas mais vale uma punheta à uma decisão incorreta e mal calculada, como é o primeiro passo para se começar um namoro.",1
"caralho, anões, eu estou muito fodido.não é meu primeiro relacionamento com depósito. já tive relacionamento com outras depósitos um namoro e outros casuais antes desse meu último namoro, mas está sendo bem difícil esquecer a minha ex.caralho, ela não me acrescenta em muita coisa, não tem muito valor para a minha vida, mas caralho, eu possuo um sentimento muito forte por aquela filha de uma puta. ela tem um corpo muito bonito, gosto do jeito dela ou aprendi a gostar, não sei, gosto de passar o tempo com ela, apesar de não fazermos muita coisa, mas de fato não tem me acrescentado em nada. entretanto, ela me deu algo que eu sempre gostaria de ter, que são amizades tranquilas para sair para alguma lanchonete ou fazer algo tranquilo no final de semana, algo que envolvesse um papo sadio, sem bebida alcoólica, drogas ou qualquer coisa do tipo. através dela eu fiz uns amigos muito bons.tentei ter algo sério com ela, mas não deu. o lado de depositagem dela falou mais alto. nos primeiros meses estava tudo muito bem, mas apesar de ela ter uma amizades muito boas, ela tem outras tantas ruins e adivinhem só, as amizades ruins são outras depósitos. logo ela quis sair para balada dizendo que queria se divertir, dançar, beber e tudo mais, mas eu não aceitei isso de modo algum. isso gerou um mal estar no relacionamento e logo depois terminamos. eu fiquei muito mal, chorei como uma criança, fui fraco e logo depois estava falando com ela de novo, frequentando a casa dela de novo e ela a minha, mas não tínhamos nada sério, tanto que peguei uma outra depósito, mas não cheguei a transar com ela. a partir daí ficou tudo muito tranquilo, eu só estava ficando com ela e ela comigo, até que no final do ano, ela começou a ir para umas resenhas na casa de uma amiga, me contava as putarias que aconteciam lá e tudo mais. além disso, ela foi passar ano novo na praia com essa amiga e mais um pessoal. depois disso ela ficou meio estranha. ela diz que tem medo de me magoar, que me ama, que era pra eu sair com outras depósitos e tudo mais.ela muito provavelmente fala com outro cara e muito provavelmente saiu com ele também. não estou sabendo lidar com isso. virei escravo dessa porra de sentimento e da carência. ultimamente tenho percebido que estou levando prejuízo financeiro nisso também, porque eu vou para a casa dela, passo de 2 a 3 dias com ela, compro almoço para dividirmos e compro lanche para mim e para ela, praticamente todos os dias que estou lá, mas tenho me segurado quanto a isso.preciso de dicas de anões mais experientes que eu, preciso sair dessa. estou com muito medo de sofrer, de sentir a dor que eu senti antes, mas estou sofrendo aos poucos de qualquer forma, escravo desse sentimento. por causa disso eu acabo aceitando coisas inaceitáveis, estou me tornando quem eu abomino. eu só queria ser mais homem. homem o suficiente pra ir na casa dessa vagabunda, comer ela e voltar para a minha casa.tenho pensado em começar um tratamento psicológico para tentar consertar essa minha carência por depósitos. o que acham?me desculpem o texto e os possíveis erros de português. estou escrevendo no celular, pois meu computador está ruim.",1
"odeio ter que admitir, mas aquele lula selecionou muito bem o gado do seu rebanho, só dar uns trocadinhos daqui e umas campanhas dali no meio da plebe, que vai todo mundo ficar idolatrando o idiota que colocou pela primeira vez na mão deles, uma nota de 50, toda eleição é isso ai, pt perdendo todo onde mas tem o merdeste pra salvar.",1
"por que eles foram criados justamente pra isso.durante muito tempo a igreja católica caçou judeus, então eles tiveram a brilhante ideia de cisalhar o catolicismo e criar uma vertente mais branda e que fossem submissos a ele, assim nasceu o protestantismo. o engraçado é que lutero se voltou contra eles e virou anti-semita já que os moedinhas não se convertiam, mas a longo prazo eles conseguiram moldar a cabeça dos protestantes.",1
">>27676>acha que todos os integrantes da nr são deleonistasvocê nunca leu dugin ou, se leu, não prestou atenção. está precisando de uns dígitos de qi ou superar esse déficit de atenção, hein, seu palhaço. ou você é burro ou é um desinformador desonesto que merece um tiro na nuca, defensor de judeu do caralho.os membros da nr (tanto daqui como de fora) nunca, jamais, citaram de leon em texto algum que publicaram. nunca. e conforme a descrição da nr originária dos eua (da open revolta), trata-se de um conglomerado de nacionalistas dos mais diversos tipos, reunindo nacional-revolucionários, strasseristas, sorelistas, nacionalistas de esquerda (brizolistas), eurasianos, anti-capitalistas de direita, nacional-bolcheviques etc. no mesmo lugar para criar uma frente anti-ocidente. é uma tentativa de unificar os nacionalistas anti-capitalistas em geral, isto é, os verdadeiros nacionalistas.segue o quote:""new resistance is a loose network of american and canadian fourth political theorists, national revolutionaries, eurasianists, national bolsheviks, left-nationalists, right-wing anti-capitalists and non-dogmatic left-wing radicals who advocate a wide-ranging and multi-levelled resistance to neo-liberal economic policies, anglo-us imperialism and zionist influence in the media and government. we are a nascent radical movement, a revolutionary nuclei.  we look to europe as the fount of our particular culture while respecting at the same time other nations, cultures and civilizations.""link: 'um movimento não-monolítico. na prática, você vê seguidores nacional-socialistas (até uns skinheads se stalkear quem comenta nas postagens deles no cancro), brizolistas, stalinistas, nacionalistas que tentam se manter fiéis aos postulados de enéas e benayon, nazbols, integralistas (a nr é abertamente a favor do distributismo e homenageia os integralistas direto, incluindo o barroso) etc. não há ""comunistas"" que seguem a nr. você só apela para o mesmíssimo dogmatismo desonesto reproduzido pelo dória na estratégia de se rotular como ""bolsodória"" para fingir que a realidade ideológica se baseia em comunismo vs liberalismo, desprezando posicionamentos específicos e se lançando como tradicionalista de ""extrema direita"" que luta contra o mal (o comunismo). mas você sabe que o verme do dória é só um liberalzinho moderado que financiou a manuela d'ávila, ligado ao sou da paz (financiado pelo soros), que se opunha ao bolsonaro antes de ele ganhar popularidade. você sabe que isso é só retórica (ou é doente mental mesmo). você reproduz a retórica olavete e do dória nos debates contra o frança, querendo convencer os outros de que ""muh, não é bolsonarista então é comunista"". mas isso não engana quem tem neurônios funcionando no cérebro. todos sabem que o espectro esquerda-direita não tem aplicabilidade no brasil e que todos, absolutamente todos que estão no poder são liberais ligados a milionários que querem nos manter no terceiro mundo.ei, anão que está lendo este post: não acredite no que esse imbecil está falando, despreze o deleonismo que ele tirou do cu pra fingir que a nr é comunista e te desinformar. a nr é anti-comunista.>deleonismo>criticando o anão que não conhece essa merda e fingindo que isso tem alguma relevância ainda que não tenha um artigo das enciclopédias virtuaisgoste você ou não, sendo as enciclopédias virtuais superficiais ou não, constituindo meios de informação rasos, a presença ou não de um artigo de uma pessoa, movimento ou ideologia na wikipedia já revela o quão famoso ou relevante esse ente é. se não está presente nesse site, não influenciou a realidade o suficiente para estar presente lá e ter visibilidade.foda-se esse ""deleonismo"" que entrou, sim, para a lata de lixo da história e que representa apenas um movimento comunista ridículo da maior potência liberal do mundo. não poderia ser mais desprezível e insignificante.seu resto de aborto do caralho, vá tomar no meio do seu cu e pare de falar bosta no chan. seu arrombado.",1
"vamos lá.tenho 23 anos. sempre fui um cara de poucos amigos. na época do colégio, nunca tive mais do que 4 verdadeiros amigos. no entanto, no fim do colegial, cada um tomou seus rumos e perdemos contato. algumas coisas aconteceram desde que terminei o colégio (2013):>tentei perder a virgindade com uma prostituta, mas o garoto não subiu (até hoje o coitado do meu irmão acha que o dinheiro que ele investiu isso foi um sucesso pra mim)>me apaixonei perdida e absolutamente por uma garota de outra região (durou dois anos. nunca nos encontramos)>tentei algumas faculdades, mas dropei as duas>ano passado, pela primeira vez, namorei (foi uma merda total. eu não suportava a garota, mas comecei a namorar por pura carência)bem, é isso. talvez você estivesse esperando que eu relatasse algum grande evento ou coisa assim. não, não aconteceu. minha vida é bem sem graça e solitária assim. hoje, não tenho um amigo sequer e, quando não estou no meu curso técnico, estou no computador. já está sufocante toda essa ""mesmice"" e solidão.",1
">>61760tenho 90% de certeza que nenhum incel se acha perfeito. muito pelo contrário, eles se visualizam como os ""piores homens"" em diversos aspectos, tanto fisicamente quanto em personalidade e psicológico. a ""briga"" do incel é que eles acreditam que toda mulher tem interesses meramente superficiais, que os rejeitam independente do quanto eles tentam compensar as próprias falhas, e que eles deveriam receber algo de volta por toda a energia que dedicaram.na realidade, o incel mal fez o suficiente para ser considerado uma pessoa normal, quem dirá ser desejado. na cabeça do incel, ele é superior à maioria em alguns aspectos (normalmente em inteligência, moral e dedicação), e por ser tão superior à maioria, bastaria uma demonstração mínima pra chover buceta. mas como ""a sociedade é injusta"" ou qualquer uma outra desculpa-padrão, isso está longe de ser verdade. ele acredita que, se estivesse na situação reversa, aceitaria de bom grado as tentativas. na verdade, fugiria até mais rápido, pois um incel não tem a empatia necessária (intencionalmente ou não) para entender a posição da outra pessoa, o que é um dos defeitos que o leva a ter tão pouco sucesso com mulheres.",1
"ser dispensado por vagabunda é muito ruim para digerir quando se é beta e carente.no fim do ano passado pedi para alguns colegas me aproximarem de uma depósito (ela 28 e eu 22) de onde estudo, ela faz curso técnico e eu superior. curti muito o jeito, aquele estilo de mulher safo, sem frescurinhas. solteira, apesar da idade.um baitola conhecido dela (e meu) me deu esperanças de que ela tava interessada, mas como bom falho nunca cheguei junto (nunca cheguei em mulher alguma). dias se passaram, eu consegui o verdinho dela por outro colega, mandei mensagem ainda nas férias (caso desse errado ela esqueceria na volta) e o resultado: fui praticamente humilhado e ameaçado de bloqueio (não bloqueou). tenho a conversa arquivada e sempre via ela online etc.às vezes voltamos juntos do i, no mesmo mercedes-benz. ainda sinto que a humilhação não foi completa. ainda tenho vontade de me aproximar dela de outras formas, mesmo tendo sido ""humilhado"" no verdinho.o engraçado que eu puxei assunto, ela respondeu, quando liberei a foto, mudou completamente o comportamento. perguntando quem tinha dado o número. kek.e ai, anões, ainda tento me humilhar mais um pouco até ela sair de lá?quem aquela piranha pensa que é? 28 anos, mora com os pais, não trabalha, não tem filhos, está fazendo uma bosta de curso técnico.",1
">>62160>implicando que existe necessidade de uma maioria de homens ""aderir ao movimento"">implicando que, assumindo mesma proporção de homossexualidade, pra cada mgtow, não tem uma depósito de porra sem ninguém>implicando que a ideologia depende dos outros para qualquer coisa>implicando que a depósito de porra sente tanta falta de relacionamentospra mim, quem fica discutindo mgtow são os homens que gostariam de comer e pegar a fornicação fora, mas não conseguem por qualquer n motivos, e acham que só vão conseguir suas marmitinhas quando criarem compromisso de relacionamento.depósito de porra jovem quer mais é receber piroca aleatória e pegar a fornicação fora também. se 80% dos homens se recusassem, os 20% restantes continuariam com a chuva de buceta.",1
"anões, como não deixar que a avaliação das depósitos derrubem a autoestima? toda vez que me descrevem? nem falo na questão de parecer nerd e ficar socado no quarto, mas de quando elas falam da virgindade e das características físicas. são coisas que não conseguiria mudar, nem que eu quisesse. hoje, na roda de depositagem que teve no meu curso, elas cagaram na minha cabeça. como sou o único homem (fora o professor, mas ele se garante e elas não costumam bater nelas), só coube a mim assistir passivamente a agressão. acontece que eu não queria guardar tudo o que elas dizem e ficar remoendo por semanas até a próxima aula, quando voltarão a falar de homens como eu e o ciclo repetir.also, tudo que eu gostaria de ter neste exato momento é a porra de um emprego. se tivesse isso, teria minhas coisas e assim não teria de encarar vadias rindo da minha cara por 'morar com a mamãe'.",1
">>63483>é muito rude chegar perguntando por sexo?por mais vadia que a vadia seja, você ainda tem que conversar um pouco. mas já que quer fornicar, deixe explícito que mora sozinho.",1
"vá se foder, amigo.",1
"algum anão com algum trauma sexual que gostaria de relatar?desde que comecei a ter relações sexuais com depósito, sempre sinto que engravidei.sofrer até a a notícia que desceu.sobre isso, há alguém com problemas assim? digo, eu transo com camisinha e ainda tenho medo de ter engravidado, talvez estarei marcado assim pra sempre.",1
">23 anos>casado>um filho>maldita epidemia de caxumba>estérilcomo lutar contra a natureza? o pensamento de não poder ter mais filhos me deixa angustiado, é simplesmente deixar de existir.",1
">>27712não vai ser difícil descobrir quem é você. eu não tenho dúvidas que você está no brazilian /pol/ 4.0. e esse vai ser o critério.os nacional-socialistas precisam destruir a escória sionista. nós vamos te perseguir, nós vamos te achar.1488",1
